time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,Setpoint_heightRate,height_PID_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34950000,472,152,44,-45,1190,-2776,286,4761,-3211,186,119,-80,-119,620,139,252,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35001000,825,-10,-275,-104,515,16998,2605,3480,-19215,-990,119,-2480,-160,619,179,233,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050000,1084,-64,-78,3,199,-1372,1995,3602,-32808,-1306,119,-4559,-160,619,43,-176,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35101000,188,98,-139,-76,75,-18462,6023,2991,-39228,-359,119,-6560,-160,619,146,61,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35150000,-250,443,-148,-5,740,-15715,10601,2442,-41096,1881,119,-7319,-119,619,160,227,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35201000,-1105,683,-100,13,945,-26091,1873,5006,-46820,3277,240,-9160,-119,620,99,-40,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35250000,-2073,556,28,-3,1079,-25786,-4718,4395,-41427,2534,119,-9200,-119,619,150,211,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35301000,-2988,737,204,161,1206,-32988,10173,4334,-26342,2660,240,-7519,-279,619,134,72,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35350000,-3865,768,224,58,1503,-36651,-2521,2686,-16595,3301,119,-6720,-199,619,137,221,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35401000,-4112,401,91,-187,459,-17608,1751,1038,-3528,8,119,-4720,-399,619,201,202,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35450000,-4052,626,144,51,493,-25420,7183,1466,539,2013,119,-3960,-279,619,148,82,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35501000,-4203,274,235,-188,445,-10650,-8319,672,12110,666,119,-2120,-160,620,146,-160,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35550000,-3529,97,162,-143,314,6378,1629,367,19585,-360,240,-160,-160,619,158,-12,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35601000,-2837,17,209,-13,576,824,-4718,916,15797,-361,240,-119,-80,619,172,-6,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35650000,-1943,-200,227,10,1008,18890,-2582,-242,10599,-1631,359,-119,-80,619,152,-46,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35701000,-935,-39,-46,-194,233,16205,-3436,1282,4738,-463,359,-119,-39,620,167,-262,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35750000,-424,-267,107,13,722,8148,-9174,1282,10607,-2019,240,1400,-80,620,191,125,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35801000,-144,-247,169,6,1135,14740,1567,-2318,15489,-1906,240,2520,-80,620,166,-171,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850000,612,-26,67,12,1399,20538,-3314,-2440,10390,-616,240,2400,-80,619,176,64,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35901000,649,-83,118,-192,157,6989,-3681,-2806,-4009,-953,359,-39,-80,620,182,-178,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35950000,790,0,285,-49,961,9735,-446,-3172,-5058,-227,240,-80,-39,619,195,120,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36001000,812,-78,1,-54,999,5280,-5939,-1951,-5189,-686,240,-80,-39,619,210,-11,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36050000,768,-4,-18,-115,1091,5524,1262,-1829,-4934,-493,240,-80,-80,620,187,35,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36101000,683,67,56,117,1401,8148,-3558,123,-4436,-71,240,-80,-80,620,189,132,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36150000,823,0,195,17,1485,17609,-995,245,-5249,-460,240,-80,-80,619,166,-145,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36201000,928,108,54,123,826,4730,1629,-59,-5861,165,240,-80,-80,619,155,-157,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36250000,514,97,178,-88,918,1801,-2826,-1463,-3690,335,240,-119,-39,619,179,-163,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36301000,498,26,50,19,1574,4547,4680,-1341,-3364,-309,240,-80,-80,619,189,140,76,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36350000,221,167,-115,58,1303,-2288,-202,-1585,-1982,275,240,-119,-119,620,200,104,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36401000,55,163,-2,32,1291,3754,-934,-1341,-1017,-211,240,-119,-199,620,178,-12,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36450000,-74,431,129,-65,850,1251,5840,-1829,-29,-3301,359,-80,-1000,620,193,-123,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36501000,-481,608,-270,-19,1408,-6072,2605,-1585,2103,-2277,359,-119,-1000,622,156,-81,87,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36550000,-830,847,-177,-85,1189,1618,7061,-4027,4360,-651,119,-80,-959,638,155,-237,152,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36601000,-830,931,-109,3,1296,4791,2422,-2440,4132,998,240,-119,-759,667,164,74,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36650000,-969,890,119,14,1174,4669,1079,-1829,5169,1455,119,-80,-640,669,177,-142,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701000,-658,870,-311,-16,1725,11749,-2094,-4576,3362,1573,119,-80,-599,669,193,129,276,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36750000,-611,810,-228,7,1185,1495,3338,-2135,3086,1456,119,-80,-559,667,187,110,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36801000,-602,823,26,-55,1231,8637,-1178,-2012,3037,3625,119,-80,-199,667,143,27,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36850000,-384,722,-240,-263,507,6928,2788,-1341,1769,3503,119,-80,-119,667,143,-27,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36901000,-408,772,-82,-197,52,3693,-3192,-2073,1909,4027,240,-80,-80,668,216,148,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36950000,-287,655,143,135,1260,5097,-1178,-1951,1203,3342,119,-80,-80,668,228,544,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37001000,-266,887,-208,118,1445,4364,3399,-2073,619,4691,119,-160,-80,667,225,432,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37050000,-326,722,14,-253,561,3876,-11737,-2989,-2986,3967,240,-839,-39,668,264,408,271,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37101000,-430,714,-128,-132,795,-5828,7976,-3172,-13773,3688,240,-2799,-80,667,282,469,267,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37150000,-869,941,-94,33,1934,-9978,-6000,-3111,-18659,5008,119,-4080,-80,665,310,532,260,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37201000,-1210,655,39,-106,949,-6133,-5390,-2440,-25050,3342,119,-5520,-80,590,335,592,0,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37250000,-1859,979,107,35,188,-24993,8831,-2928,-27554,4997,119,-6599,-119,536,330,478,0,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37301000,-2776,1247,-24,173,375,-24810,-3375,-3660,-26174,6553,119,-7280,-119,528,349,246,0,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37350000,-3377,1068,90,175,1153,-23284,-9723,-5369,-22683,5512,240,-7280,-119,527,384,297,0,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37401000,-4078,772,-53,67,597,-36895,-8807,-5552,-18145,3790,240,-7200,-119,528,391,-25,0,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37450000,-4912,450,-156,-192,470,-41228,-8136,-5125,-5157,2151,119,-5800,-80,528,412,-49,0,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37501000,-5693,299,56,71,1271,-37749,-4474,-5858,32397,1277,119,-119,-80,528,428,141,0,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37550000,-5732,241,-150,-20,662,-19439,-6427,-7445,32856,936,240,-80,-80,530,431,186,0,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37601000,-4816,133,18,-301,329,6378,-9845,-6041,27533,312,240,-80,-80,549,435,-65,0,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37650000,-35537701000,-2101,130,-29,4,227,15961,-3558,-4942,11981,294,240,-39,-80,657,398,-490,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37750000,-1040,235,40,-167,290,12543,-263,-2684,5583,1134,240,-80,-39,658,341,-539,231,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37801000,-578,447,84,-46,759,4852,591,-4637,2666,2368,119,-119,-39,657,318,-408,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37850000,-48,476,-88,-104,1512,13825,-4535,-3782,-181,2074,240,-80,-119,658,312,-379,231,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37901000,9,551,57,143,1890,-4729,774,-3599,-523,-2838,240,-80,-1039,658,265,-411,231,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37950000,-49,760,-119,-118,927,7599,-2094,-4698,-412,-13250,240,-119,-3040,658,216,-656,231,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38001000,197,933,-56,-1,1168,1740,9990,-3721,-1615,-17825,119,-80,-3999,658,203,-481,231,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38050000,43,1406,-20,-25,1934,-396,12188,-3843,-1181,-13915,119,-160,-3800,657,113,-799,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38101000,-95,1529,257,-79,1654,-518,11028,-2562,-141,-9243,119,-119,-3120,657,162,-230,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38150000,-335,1839,100,129,1125,-2288,14995,-2073,1482,-4654,119,-80,-2640,658,146,-401,231,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38201000,-546,1815,112,140,662,11627,1812,-11961,2709,-3394,240,-80,-2400,657,152,-334,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38250000,-1405,1073,53,193,1934,-18584,-15827,-1829,7473,-8870,240,-119,-2600,657,115,-99,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38301000,-2260,153,-176,-172,1006,7294,15728,-5430,26158,-16080,240,2239,-2920,657,118,-165,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38350000,-1902,533,242,76,1259,10712,13408,123,47331,-16897,240,6240,-3439,657,119,76,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38401000,-1414,364,96,-125,1329,21027,5291,-3233,45424,-18809,240,6400,-3600,657,186,204,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38450000,-506,863,148,-268,546,31586,26775,-2928,16893,-12419,119,2400,-2999,656,162,165,224,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38501000,94,1432,-12,-283,-216,17609,9075,-426,-1016,-1902,119,-80,-1760,656,185,-34,224,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38550000,234,1414,-167,-68,638,12482,12127,-914,-1828,-1545,119,-80,-1679,657,224,480,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38601000,404,1633,-320,175,1309,16205,8526,-2073,-2815,1358,119,-80,-1399,657,264,426,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38650000,411,1401,-262,-112,614,9125,-2399,-2135,-2857,-223,240,-80,-1440,657,328,611,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38701000,277,1340,145,76,375,10346,10479,-2379,-2307,350,119,-119,-1280,656,364,559,224,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38750000,241,1360,32,-36,917,1495,-1300,-2867,-1871,1395,240,-80,-1119,656,357,765,224,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38801000,166,1039,212,-15,1934,5585,2788,-2501,-1433,4647,359,-80,-240,657,362,468,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38850000,193,1334,-74,-79,1524,5280,7244,-3294,-1824,6826,359,-119,-160,657,381,387,228,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38901000,73,1078,-72,-53,1264,3327,-7282,-2684,-892,5805,119,-80,-80,656,427,499,224,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38950000,-178,1016,-56,135,603,1190,5169,-3477,572,5677,240,-80,-39,656,457,465,224,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39001000,-320,1011,-124,-38,1218,2106,-8991,-3721,1166,5645,0,-119,-39,651,499,481,204,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39050000,-345,682,-302,-73,1729,-457,-4901,-2257,1545,5129,0,-80,199,606,509,545,24,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39101000,-428,884,-40,-156,1326,1312,-1483,-3721,2024,5372,-1560,-80,39,584,549,544,0,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39150000,-369,683,-51,-123,683,2533,-10028,-3416,1682,3508,-6480,-80,-80,585,538,322,0,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39201000,-400,524,50,2,-81,-1860,-2765,1099,1865,2583,-11520,-80,-80,584,550,37,0,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39250000,-453,549,-11,6,812,641,-5023,3663,2171,2731,-20280,-80,-80,572,568,-15,0,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39301000,-733,552,-7,-148,96,-8635,-6366,11231,3800,2746,-28680,-80,-80,562,573,-365,0,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39350000,-1171,523,-90,82,1069,-13457,-6244,15931,6112,2577,-29400,-119,-80,563,594,-60,0,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39401000,-1801,539,49,77,1341,-18157,-9174,18189,9774,2668,-33240,-119,-80,564,596,-285,0,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39450000,-2244,618,-58,216,1608,-12786,-7282,21119,12351,3127,-35040,-119,-80,571,598,-255,0,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39501000,-2419,804,-18,73,1184,-5828,-8930,23865,13599,4213,-35040,-80,-80,570,583,-323,0,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39550000,-2273,874,-2,-175,1210,-4180,-8991,24842,12983,4620,-34920,-39,-80,571,586,-281,0,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39601000,-1872,794,-30,-27,947,7538,-12958,24964,10652,4152,-22919,-39,-80,569,571,-333,0,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39650000,-1362,604,-192,-172,671,9064,-14911,20509,7455,3281,-7319,-80,-39,570,549,-518,0,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39701000,-1156,242,203,96,1119,-7720,-12653,8729,6257,942,-119,-80,-80,616,508,-625,63,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39750000,-1205,-19,259,-249,276,-3081,-7526,2991,6542,-808,119,-80,-119,674,505,-293,296,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39801000,-617,-323,3,-135,736,22858,-8075,3297,2890,-2577,0,-119,-119,719,457,-365,475,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39850000,191,-319,60,72,790,18524,1934,3724,-1343,-2553,119,-39,-119,720,391,-680,480,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39901000,594,-13,-110,-155,1395,8698,-2765,733,-3687,-776,119,-39,-119,721,391,-346,484,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39950000,754,192,589,295,539,12421,15484,2442,-4849,652,119,-80,-80,721,390,-338,484,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40001000,910,770,-364,-123,-5,6928,2605,1160,-5991,4015,240,-119,-80,721,382,-277,484,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40050000,1087,862,80,100,1934,10101,7000,184,-7252,4314,240,-160,-119,721,374,-64,484,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40101000,963,1170,1,30,1233,1618,1751,-1097,-13738,6105,119,-1399,-119,722,289,-338,488,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40150000,753,784,152,-56,1842,3265,-9052,-548,-23445,3628,119,-3279,-160,721,297,-86,484,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40201000,226,759,-22,-13,420,-12542,9319,245,-44564,3253,119,-7439,-199,721,211,-412,484,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40250000,-828,931,-146,-166,17,-25298,-6488,-1463,-45870,3552,119,-8719,-319,720,299,-50,480,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40301000,-1814,462,-334,-128,770,-26152,-4901,1221,-51998,1525,119,-10760,-199,720,293,-154,480,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40350000,-2919,672,81,198,1934,-38848,8709,-609,-44878,2513,0,-10640,-240,720,349,340,480,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40401000,-4038,618,169,20,1202,-32683,-10883,-1280,-37908,2430,0,-10559,-199,719,364,400,475,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40450000,-4768,401,-379,115,1083,-36284,2300,-120,-31574,1173,119,-10200,-199,719,367,379,475,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40501000,-5444,631,-302,81,1188,-34819,1018,-2196,-9506,2739,119,-7079,-160,719,357,282,475,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40550000,-5625,284,581,18,1222,-25054,-6915,-1646,20608,489,240,-2079,-199,719,391,487,475,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40601000,-5144,582,-301,-53,342,-5156,11028,-2135,29441,2457,359,-80,-160,702,467,582,408,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40650000,-4030,691,41,66,1934,1495,-9235,-3355,22733,3323,0,-119,-119,68440750000,-2726,1007,84,27,1845,6073,15056,-2012,29335,-12977,119,2320,-3240,645,532,283,179,645,,,,,,,,,,,,,,,,,,,,
40801000,-1784,925,-113,-33,222,16388,-629,-1951,34788,-49724,240,4200,-9480,633,577,567,132,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40850000,-1143,1404,-107,-310,93,12543,34954,-2012,33154,-63679,240,4560,-12360,629,600,477,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40901000,-361,3001,-37,-16,181,19501,43560,-2562,1871,-57888,240,-39,-12960,629,643,341,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40950000,479,3950,197,-21,917,18585,32817,-3111,-3249,-47021,0,-80,-12040,628,670,713,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41001000,645,4985,-37,38,1934,4608,48137,-2440,-4217,-32636,119,-80,-10600,628,728,642,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41050000,687,5884,74,-14,1476,10529,33794,-1890,-4692,-14623,119,-119,-8400,628,731,593,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41101000,899,5837,-105,-230,1050,9857,23052,-1890,-5694,1844,119,-80,-5520,628,782,537,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41150000,722,5771,-98,52,1185,-1128,28240,-1585,-4667,10298,119,-80,-3999,629,782,336,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41201000,638,5222,-155,171,1151,8820,4741,-1646,-4408,14778,0,-119,-2680,628,805,553,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41250000,749,4370,-191,252,1040,13947,2666,-1463,-4821,14013,240,-80,-1959,629,831,385,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41301000,747,3898,-22,236,1744,1740,5108,-1890,-5042,15218,240,-119,-1280,629,875,574,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41350000,369,3152,-112,-169,795,824,-13568,-3294,-9122,16930,119,-1200,-240,628,870,376,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41401000,519,2287,-134,-139,601,4974,-6305,-4027,-19064,13062,119,-2760,-39,628,891,302,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41450000,250,1877,-78,-120,-81,-11077,-12897,-3111,-18663,10915,240,-2960,0,629,878,239,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41501000,-408,1053,-71,-224,-197,-11931,-17413,-3416,-14597,13562,119,-2920,1280,629,912,187,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41550000,-474,526,-63,-85,84,-29,-14545,-5186,-13980,12358,240,-2879,1600,629,899,95,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41601000,-702,-54,-104,-30,242,-11321,-22968,-3111,-12892,9216,240,-2920,1640,629,928,12,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41650000,-1124,-406,-120,-43,1048,-6499,-13568,-3721,-11834,5076,119,-3159,1280,628,907,36,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41701000,-1305,-574,-236,-93,802,-1860,-21625,-4210,-34497,3171,119,-7240,1119,628,923,162,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41750000,-1640,-897,-74,-23,766,-10161,-19306,-2440,-43242,361,240,-9080,959,629,910,-144,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41801000,-2060,-804,-252,115,690,-21392,-15643,-4515,-46383,-1421,240,-10040,559,630,912,-187,119,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41850000,-2949,-901,124,144,1326,-31157,-18939,-3538,-35634,-5242,119,-9080,0,628,898,-257,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41901000,-3789,-606,-10,164,1934,-27434,-5145,-4942,-6339,-4221,240,-4880,-119,629,903,-216,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41950000,-4235,-310,-29,196,1280,-23772,-14179,-6712,22530,-2267,119,-360,-80,628,925,-24,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42001000,-3939,-399,-72,-257,862,7782,-9357,-6590,22436,-2787,119,-80,-80,628,902,-115,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42050000,-3006,-30,-105,69,1290,14923,-5634,-7261,16777,-640,240,-119,-80,629,882,-197,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42101000,-2265,-104,-98,51,1728,5280,-16254,-5125,12706,-1074,119,-80,-80,628,861,-384,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42150000,-1988,-88,-133,-48,980,9491,-4413,-6041,11093,-981,119,-80,-80,628,846,-479,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42201000,-1332,-13,-27,-93,-40,14862,-14301,-7445,7282,-309,240,-80,-39,629,836,-763,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42250000,-908,-225,145,-1,1127,1007,-11310,-5247,22487,2644,240,2960,680,628,825,-290,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42301000,-636,22,33,-118,811,19562,-6488,-7689,41598,4084,240,6519,680,630,825,-366,119,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42350000,540,-233,213,-29,703,36041,-18695,-6956,37082,2597,119,6919,680,629,789,-420,116,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42401000,1500,-360,-20,-205,662,34271,-3375,-5797,62893,1859,119,12320,680,628,754,-580,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42450000,2435,-119,-134,-213,865,55878,-12225,-5491,56758,-231,119,12200,79,628,726,-926,112,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42501000,3657,-135,103,-38,801,50446,-7709,-5308,2223,-1485,240,4040,-119,623,706,-640,92,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42550000,4177,329,-70,-185,704,37201,1873,-4576,-24748,1220,-239,-80,-119,620,672,-709,80,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42601000,3910,557,-93,89,1536,12909,-7465,-3477,-23197,2544,240,-80,-119,622,654,-382,87,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42650000,3154,800,-96,47,134,14740,2849,-4881,-18800,3259,240,-80,-240,621,644,-627,83,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42701000,2635,1136,116,34,1068,8515,-1300,-5491,-20200,-5487,240,-839,-2079,630,624,-398,119,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42750000,1928,1236,-43,-48,1083,1618,5046,-3782,-20973,-12577,359,-1679,-3400,647,590,-487,188,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42801000,1319,1720,67,129,1934,-335,10173,-5736,-17898,-21855,359,-1760,-5479,652,561,-270,208,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42850000,587,2001,-175,115,1336,-3020,12798,-4210,-19459,-19755,119,-2760,-5399,653,535,-687,211,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42901000,-76,2688,-72,139,1092,-7781,23784,-3782,-17689,-12506,119,-3120,-4839,663,516,-558,251,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
