c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36050,80,632,128,-65,952,-6694,8153,876,-17,55,0,-2,0,0,13543,1011,81,155,13543,1580,1556,1631,1586,-7,-7,-7,-7,-123,105,244,17,-3,-11,-11,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36103,-25,877,-73,46,831,-5901,5711,-771,-8,76,0,-2,0,0,13585,1036,73,159,13585,1577,1538,1639,1601,74,-213,76,-221,-25,-110,234,7,-12,20,10,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36150,-106,457,-69,-96,1222,-2605,-3138,998,-1,39,0,-2,0,0,13585,1033,90,159,13585,1591,1544,1602,1613,133,-53,137,-54,134,16,244,20,-10,-16,1,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36203,195,230,-63,148,829,-3276,1439,-222,-20,20,2,0,0,0,13458,1031,19,148,13458,1580,1543,1634,1595,166,-83,171,-86,141,-26,244,10,-26,9,41,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36250,-81,479,-206,78,869,-7244,6627,-1137,10,38,2,0,0,0,13500,1027,22,152,13500,1558,1551,1649,1590,81,-193,83,-198,0,-102,234,1,-14,37,5,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36303,-52,234,-99,-159,1023,-1201,767,-100,4,16,2,0,0,0,13585,1021,15,159,13585,1586,1538,1621,1608,173,-54,177,-55,160,-33,244,14,-12,1,0,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36350,169,113,122,56,760,-2361,2354,-1381,-14,9,4,0,0,0,14230,1029,0,219,14230,1574,1551,1650,1608,217,-134,224,-138,224,-124,234,21,-22,-18,26,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36403,126,-398,222,-10,816,-5718,5833,-893,23,-31,2,6,0,0,14273,1023,-49,224,14273,1579,1570,1647,1624,228,-133,234,-136,126,-33,234,44,-16,-75,7,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36450,35,23,-146,-34,1174,2216,3148,-405,98,8,2,20,1,0,14273,1030,-50,224,14273,1599,1556,1645,1621,175,-324,180,-333,85,-290,214,13,-15,9,2,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36503,191,-98,-122,16,1290,7892,2843,-1931,283,-5,2,60,0,0,14317,1031,-7,228,14317,1572,1563,1661,1623,306,-239,316,-247,257,-377,224,19,-13,-4,0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36550,501,80,-111,-176,1150,14728,5406,-1687,389,101,2,86,18,0,14404,1033,-14,235,14404,1572,1565,1681,1600,373,-359,385,-371,290,-615,224,14,-5,11,-11,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36603,1585,168,19,-73,1366,26141,-7105,-710,350,192,2,97,35,0,14844,1021,-1,276,14844,1617,1557,1656,1641,342,-408,349,-416,466,-864,173,2,-9,41,22,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36650,2429,-122,15,-33,783,22052,-19312,-3090,273,348,4,97,71,0,14800,1044,35,271,14800,1588,1555,1670,1653,350,-350,366,-365,622,-754,224,9,0,13,15,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36703,2933,-651,109,120,1019,24432,-29017,-3701,229,372,0,97,85,0,14933,1031,23,284,14933,1607,1523,1663,1675,496,-213,511,-220,1002,-640,183,2,7,11,17,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36750,3470,-1811,-27,78,1131,26508,-33167,-3151,150,306,2,90,92,0,14889,1033,52,280,14889,1618,1520,1662,1672,520,-480,537,-495,1103,-909,0,-4,10,0,28,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36803,4012,-2822,-87,-140,1137,20404,-25477,-5043,72,252,0,84,99,0,14889,1036,36,280,14889,1586,1523,1687,1670,478,-238,495,-246,923,-594,153,-9,19,-14,25,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36850,3983,-3262,18,67,1114,13019,-22730,-5532,46,207,2,78,98,0,14978,1039,115,287,14978,1581,1525,1683,1685,430,-286,447,-297,815,-508,214,-19,28,-6,11,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36903,3780,-3672,259,96,748,7282,-21815,-4982,-8,112,2,64,86,0,14978,1048,140,287,14978,1593,1515,1661,1704,399,-233,418,-244,780,-360,163,-7,23,-55,30,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36950,3314,-3469,37,-98,945,-3338,-16627,-6752,-76,-9,2,42,58,0,14978,1051,154,287,14978,1572,1508,1673,1714,218,-229,229,-241,537,-184,153,-27,26,-14,24,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37003,3002,-3206,-173,223,748,-11760,-5335,-8522,-12537050,1774,-2682,103,-45,1019,-15484,1256,-9133,-50,-118,0,20,23,0,14933,1057,151,284,14933,1527,1506,1715,1707,342,54,361,57,372,363,183,-33,24,-6,6,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37103,649,-1886,110,23,977,-10601,157,-8828,-25,-150,6,6,2,0,15157,1074,177,304,15157,1551,1496,1703,1725,37,22,40,24,34,207,163,-36,22,2,-1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37150,225,-1011,-27,2,1220,-4009,-330,-8217,8,-74,0,5,2,0,14317,1075,212,228,14317,1549,1487,1705,1717,138,-41,148,-44,145,106,183,-46,18,34,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37203,13,-701,203,124,1168,-6817,-1368,-8278,26,-47,-2,5,2,0,13585,1096,267,159,13585,1482,1472,1684,1691,-85,-110,-93,-120,-61,8,132,-35,11,4,12,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37250,-320,-700,109,-37,842,-10662,-758,-6691,55,-50,-2,5,2,0,13500,1109,289,152,13500,1469,1497,1677,1678,44,-120,49,-133,130,-17,224,-29,11,-11,5,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37303,-624,-185,80,-2,908,-3521,4857,-7363,78,-5,-2,4,2,0,13543,1137,326,155,13543,1490,1458,1690,1675,-9,24,-10,27,-94,85,163,-41,13,26,-3,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37350,-59,242,30,93,931,2094,7054,-6508,29,28,0,4,1,0,13500,1147,329,152,13500,1506,1455,1693,1668,-109,89,-125,102,-144,59,173,-30,-4,3,44,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37403,213,130,36,-62,665,-3460,5040,-6997,-1,21,0,3,2,0,13500,1167,319,152,13500,1482,1466,1691,1678,-124,-60,-145,-70,-212,0,193,-21,1,-15,26,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37450,41,44,174,-37,1102,-2605,7542,-5288,13,14,0,3,2,0,13500,1168,327,152,13500,1498,1473,1683,1669,-148,58,-174,68,-261,106,173,-15,10,-24,-2,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37503,171,501,-92,-13,1001,-4070,3514,-4067,2,50,-2,3,1,0,13416,1195,303,143,13416,1495,1483,1671,1668,-225,-79,-269,-94,-286,-8,224,-23,3,4,14,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37550,364,846,82,-48,878,-1506,1134,-4738,-14,84,-2,3,2,0,13416,1214,241,143,13416,1497,1470,1672,1680,-255,88,-310,107,-358,75,224,-25,4,15,11,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37603,344,733,-56,-87,1259,-1506,-1978,-1870,-16,78,-2,2,2,0,13416,1204,183,143,13416,1507,1499,1662,1657,-136,-68,-164,-82,-102,-42,193,-21,12,4,-9,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37650,531,541,-127,14,1117,1727,5223,-4494,-28,1,-4,3,-9,0,13458,1225,201,148,13458,1506,1456,1687,1667,-279,-63,-342,-77,-368,-58,214,-13,9,-13,0,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37703,782,512,-108,-23,986,2094,9373,-3823,29,-87,0,19,-26,0,13458,1227,128,148,13458,1493,1483,1680,1665,-298,97,-366,119,-461,61,122,-15,3,-1,17,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37750,761,511,-234,23,1124,4840,9007,-2663,27,-227,-2,18,-54,0,13416,1223,121,143,13416,1522,1466,1666,1669,-363,118,-444,144,-508,59,204,-10,7,-6,7,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37803,1361,228,152,139,472,5328,16636,-1748,-21,-318,0,19,-67,0,13416,1246,58,143,13416,1526,1474,1666,1656,-388,42,-484,53,-678,-50,204,15,-13,-65,69,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37850,1368,990,105,-12,905,690,19322,-2236,-14,-259,0,20,-69,0,13416,1241,87,143,13416,1505,1488,1681,1648,-446,76,-554,94,-739,8,153,-2,7,-1,16,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37903,1497,1551,-112,-74,1138,1972,9495,144,33,-290,0,32,-85,0,13458,1240,79,148,13458,1529,1497,1634,1668,-413,92,-513,114,-579,57,244,-2,5,14,25,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37950,1586,2097,-53,106,809,5390,16514,-1015,25,-176,-2,32,-71,0,13459,4,43,29,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38003,1427,2131,121,-12,792,3619,17003,-893,49,-79,0,34,-53,0,13458,1255,29,148,13458,1527,1485,1677,1639,-308,173,-386,218,-604,110,193,22,15,-28,3,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38050,1650,2549,-19,170,789,6915,6566,693,30,65,-2,34,-31,0,13416,1254,20,143,13416,1551,1479,1665,1632,-416,76,-522,95,-527,-25,214,9,1,17,44,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38103,1985,2064,112,79,860,3558,-1185,632,-30,148,0,28,-6,0,13416,1247,-51,143,13416,1542,1491,1666,1629,-358,171,-446,214,-337,109,204,18,5,-6,37,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38150,1996,1149,297,2,813,-1506,-3016,-100,-66,103,-2,21,0,0,13416,1258,-60,143,13416,1534,1488,1665,1640,-254,309,-320,389,-170,365,214,27,8,-33,31,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38203,1474,865,-19,-124,1071,-4009,-8692,1181,-48,78,-2,16,0,0,13458,1240,-73,148,13458,1539,1505,1643,1648,-210,292,-261,362,-58,362,224,6,18,15,0,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38250,1293,230,-29,-34,1070,-4375,-8448,1486,-91,20,0,4,0,0,134538303,1357,-499,76,159,977,-11821,-5701,1059,-135,-15,-2,-3,5,0,13458,1231,-121,148,13458,1530,1513,1653,1635,-167,320,-206,394,-68,527,234,10,-3,-11,45,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38350,767,-625,-1,99,1154,-12676,-4969,1975,-140,29,-2,-14,16,0,13416,1220,-210,143,13416,1544,1513,1644,1633,-177,324,-216,395,-132,531,234,4,0,1,25,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38403,223,-502,20,10,1229,-12493,-7471,1914,-155,130,-2,-27,34,0,13500,1190,-204,152,13500,1543,1519,1648,1632,-55,313,-66,372,74,531,244,-5,-3,23,26,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38450,-139,-601,-123,2,904,-13408,-16505,2036,-151,125,-2,-32,35,0,13458,1211,-141,148,13458,1536,1526,1624,1652,-132,265,-161,321,113,428,234,-8,-3,20,14,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38503,-655,-1255,-57,-44,1069,-9136,-11927,1486,-110,-43,-2,-33,13,0,13585,1204,-96,159,13585,1547,1515,1630,1657,-199,298,-240,359,8,458,224,-5,6,-1,-20,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38550,-811,-1819,11,-28,829,-6267,706,510,-96,-141,-2,-33,3,0,13585,1168,-172,159,13585,1546,1503,1658,1640,-185,322,-216,376,-95,439,255,9,-3,-46,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38603,-811,-769,-189,134,1082,-1934,5284,327,-93,-60,0,-32,1,0,13628,1179,-137,163,13628,1554,1496,1656,1644,-175,376,-206,443,-267,410,244,-19,-9,38,11,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38650,-833,-322,-115,-113,1018,140,218,388,-59,-17,0,-26,2,0,13543,1164,-163,155,13543,1545,1502,1646,1650,-331,324,-386,377,-324,307,214,-9,2,14,-19,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38703,-280,-405,-139,53,1121,-2117,-1490,83,-83,-24,0,-21,2,0,13628,1146,-138,163,13628,1540,1510,1649,1655,-256,193,-294,221,-230,230,234,-3,-12,-2,20,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38750,-201,-201,11,-186,1044,-1323,1744,-222,-90,-56,-14,-21,-7,0,13628,1143,-150,163,13628,1540,1490,1656,1661,-142,305,-163,349,-185,336,224,-3,0,-1,-12,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38803,162,-233,195,78,891,-1445,-1063,937,-63,-100,-4,-9,-16,0,13585,1131,-159,159,13585,1546,1505,1630,1662,-246,329,-278,372,-227,354,244,5,-12,-23,20,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38850,36,-260,235,80,1045,1849,2293,144,-24,-123,0,-4,-20,0,13585,1125,-125,159,13585,1549,1498,1643,1659,-234,217,-263,244,-267,190,244,1,-2,-13,-5,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38903,263,-218,168,-24,1014,2948,1134,1608,-40,-123,-2,-3,-20,0,13585,1111,-129,159,13585,1562,1502,1631,1654,-292,86,-324,95,-311,34,234,12,-5,-39,6,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38950,550,-338,179,116,664,202,5711,1425,-55,-134,0,-1,-20,0,13585,1100,-144,159,13585,1558,1505,1635,1650,-316,253,-347,278,-424,233,255,27,-19,-74,45,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39003,193,113,-74,-59,1201,-2544,10594,937,-16,-77,-2,0,-17,0,13500,1086,-212,152,13500,1540,1511,1660,1629,-201,275,-219,298,-386,319,255,3,0,-3,-10,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39050,128,543,58,-198,1124,2887,8397,1791,-11,-15,0,0,-12,0,13543,1080,-206,155,13543,1566,1499,1641,1636,-282,162,-305,175,-488,159,255,4,6,5,-25,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39103,557,883,72,83,1135,2338,4857,632,-45,14,-4,0,-12,0,13500,1054,-214,152,13500,1556,1489,1650,1643,-167,166,-176,175,-251,125,255,5,-11,5,26,1439150,436,509,74,137,943,-2178,-208,1547,-34,-7,-2,0,-10,0,13458,1056,-204,148,13458,1546,1514,1641,1637,-204,331,-215,350,-143,311,255,12,-6,-15,13,149,,,,,,,,,,,,,,,,,,
39203,146,234,54,-113,1213,934,1561,2158,1,-4,-2,2,-4,0,13543,1035,-233,155,13543,1562,1509,1638,1633,-146,303,-152,314,-174,287,255,11,0,-14,-9,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39250,349,-199,90,70,986,2155,2843,1791,-19,-34,0,2,-3,0,13543,1041,-197,155,13543,1567,1504,1644,1631,-207,468,-21645,255,24,-8,-47,16,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39303,353,105,-161,-69,942,3864,3758,2280,-20,-1,0,2,-2,0,13543,1011,-258,155,13543,1574,1505,1643,1624,-168,359,-170,363,-233,292,244,1,-5,15,12,0,2,-2,0,13500,1001,-247,152,13500,1562,1508,1637,1635,-156,382,-156,382,-131,34939403,335,256,-151,-117,1042,-42,-452,2463,-18,18,-2,2,0,0,13500,1005,-243,152,13500,1566,1516,1636,1626,-142,249,-143,251,-134,250,255,-3,7,32,-23,148
39450,407,-127,158,-112,795,1849,-1307,3195,-28,-18,0,1,-1,0,13543,989,-206,155,13543,1580,1517,1621,1631,-130,228,-128,225,-135,202,255,20,3,-31,-9,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39503,408,64,-120,-50,853,-1690,2537,3439,-21,9,0,2,0,0,13458,994,-141,148,13458,1570,1530,1627,1616,-145,160,-144,159,-189,189,255,8,4,2,-10,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39550,865,77,21,198,711,3864,-1795,4660,-65,13,-2,2,1,0,13500,981,-145,152,13500,1605,1511,1604,1626,-30,205,-29,201,-86,163,255,15,-20,-15,58,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39603,588,235,-49,-62,1171,-1934,2415,3256,-33,24,-4,3,0,0,13500,993,-128,152,13500,1573,1530,1637,1611,25,263,24,261,-16,297,214,5,1,11,-1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39650,298,208,-67,-221,1279,-347,2415,4233,-5,18,0,4,0,0,13543,960,-125,155,13543,1594,1527,1618,1613,-1,350,0,336,-70,389,224,16,7,-15,-17,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39703,411,23,-36,94,806,995,279,3623,-18,5,0,3,0,0,13500,952,-149,152,13500,1586,1527,1620,1614,-37,320,-35,305,-42,303,244,22,-1,-32,8,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39750,250,13,-23,-90,1135,-1323,5284,4172,6,1,-2,5,0,0,13500,946,-116,152,13500,1585,1538,1628,1600,-43,422,-40,399,-135,473,255,14,7,-8,-16,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39803,361,-8,-193,-69,1229,873,7115,3562,-3,0,-2,5,0,0,13543,937,-155,155,13543,1590,1525,1632,1600,114,365,107,342,-9,350,255,18,-1,-13,6,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39850,474,-158,29,-30,1052,-835,340,4111,-16,-10,4,4,0,0,13500,926,-150,152,13500,1591,1539,1613,1606,38,403,35,373,16,385,255,18,-4,-11,16,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39903,336,119,-16,-80,971,-5901,7054,2097,-1,13,2,5,0,0,13543,924,-160,155,13543,1567,1539,1649,1596,182,403,168,372,59,506,214,7,4,20,-10,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39950,291,125,-24,-75,876,-1934,340,3073,2,10,16,5,0,0,13543,922,-171,155,13543,1596,1536,1610,1611,146,387,134,356,87,483,224,16,4,-1,-12,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40003,233,-97,-110,9,943,-4314,-3138,2402,11,-1,60,6,1,0,13500,919,-169,152,13500,1597,1559,1599,1592,227,381,208,350,282,456,244,13,-6,1,11,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40050,41,69,-170,-217,1226,-5840,1683,-954,27,13,115,6,1,0,13500,909,-129,152,13500,1598,1560,1614,1578,267,420,243,382,251,543,193,1,-4,34,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40103,190,126,-33,-77,1143,-1567,-3077,-3029,7,14,161,4,0,0,13500,886,-122,152,13500,1605,1565,1590,1591,279,525,247,465,333,552,214,12,-10,4,18,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40150,400,343,28,67,1116,-5535,-8143,-5288,-13,36,167,4,1,0,13458,889,-142,148,13458,1586,1559,1595,1607,326,431,290,383,432,506,244,3,-16,22,32,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40203,277,62,261,101,628,-7976,-6129,-5837,-3,12,165,4,1,0,13416,879,-183,143,13416,1582,1555,1598,1607,413,525,363,462,520,665,255,19,-22,-24,41,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40250,17,111,-252,-54,1027,-5291,-2344,-6203,19,20,106,4,2,0,13458,863,-252,148,13458,1565,1523,1630,1623,518,599,447,517,571,722,224,-1,-12,29,9,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40303,67,-525,151,215,878,-4253,-6739,-2785,22,-38,60,5,1,0,13416,857,-254,143,13416,1562,1536,1611,1630,532,499,456,428,649,574,244,16,-24,-26,37,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40350,93,-492,-17,47,913,-9319,-880,-1198,19,-35,0,5,1,0,13374,804,-359,139,13374,1535,1536,1637,1628,515,484,414,389,564,580,224,6,-21,-2,27,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40403,86,-303,13,171,776,-3032,-4969,-283,27,-19,2,6,1,0,13458,807,-412,148,13458,1566,1521,1618,1637,537,383,433,309,624,436,173,0,-28,11,39,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40450,-139,-611,-70,-38,1114,-4253,218,-1442,47,-42,2,6,2,0,13458,767,-499,148,13458,1545,1526,1643,1627,563,445,432,341,629,542,163,6,-14,-7,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40503,77,-839,217,93,713,-2300,-2344,693,28,-66,0,6,1,0,13416,754,-519,143,13416,1561,1538,1614,1630,659,374,497,282,700,414,173,19,-27,-45,33,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40550,-94,-285,-37,10,1168,1117,-86,-39,50,-14,-2,8,2,0,13416,741,-457,143,13416,1564,1522,1625,1631,713,266,528,197,678,295,193,-4,-13,19,-5,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40603,245,-905,245,-15,788,3375,-5946,-466,20,-72,-4,8,1,0,13416,703,-515,143,13416,1556,1520,1609,1651,727,146,511,103,831,88,173,28,-17,-73,7,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40650,499,-877,16,129,907,4535,-2467,510,1,-69,2,9,1,0,13374,674,-547,139,13374,1571,1520,1611,1631,792,207,534,139,822,152,112,2,-22,-5,24,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40703,772,-956,292,55,884,4962,-3138,144,-18,-76,2,9,1,0,13416,665,-474,143,13416,1570,1518,1609,1640,771,172,512,114,826,85,153,14,-19,-42,21,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40750,599,-292,-216,36,1155,3375,-452,754,-6,-18,4,9,1,0,13458,658,-433,148,13458,1571,1528,1610,1630,929,166,611,109,861,94,112,-15,-11,41,1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40803,1226,-404,74,139,571,4474,-4176,-1442,-54,-28,4,10,1,0,13458,635,-450,148,13458,1567,1503,1620,1648,837,120,531,76,940,28,0,7,-34,-24,68,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40850,1099,-463,-7,173,701,79,-3748,876,-43,-26,2,10,2,0,13458,621,-448,148,13458,1567,1534,1607,1634,796,119,494,74,847,78,0,-2,-18,0,26,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40903,885,-620,207,173,857,-2544,584,327,-24,-47,2,10,1,0,13458,579,-493,148,13458,1565,1533,1619,1633,796,119,460,69,847,78,0,12,-18,-40,24,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
