c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,515,330,109,-53,1193,-4375,-330,1791,-44,28,-2,0,0,0,15022,931,392,291,15022,1566,1530,1685,1695,-392,-17,-365,-16,-460,58,224,10,5,-24,2,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,468,446,111,25,902,-2239,2965,388,-110,45,-2,-13,1,0,14933,955,410,284,14933,1578,1496,1706,1690,-406,-5,-387,-4,-457,33,173,9,0,-19,16,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9350,402,497,-190,4,1402,-6878,3270,205,-181,46,-2,-29,0,0,14933,968,474,284,14933,1569,1506,1713,1687,-483,-102,-467,-99,-525,38,204,0,-5,8,24,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9403,70,258,-43,11,1024,-14568,767,876,-240,22,-2,-46,0,0,14623,977,447,255,14623,1540,1523,1698,1675,-384,67,-375,66,-398,321,204,6,-4,-8,12,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9450,-315,453,-49,104,1012,-16826,3514,1242,-234,39,-2,-52,0,0,13416,996,422,143,13416,1516,1489,1673,1646,-383,145,-381,145,-487,403,244,-1,-13,16,25,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503,-885,658,51,108,1034,-15056,-1612,1975,-58,57,-2,-27,0,0,13039,1021,475,107,13039,1493,1524,1665,1644,-429,129,-438,132,-400,391,244,-2,-10,17,4,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,-1250,378,207,12,988,-5352,-3260,2158,67,1,-2,-8,-6,0,12382,1055,465,44,12382,1498,1466,1633,1628,-334,136,-352,144,-251,268,244,5,-9,-7,-8,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603,-959,124,-102,-1,1070,3314,-5213,3500,76,-20,0,-1,-6,0,12220,1074,476,27,12220,1517,1462,1613,1621,-400,-17,-430,-18,-309,-75,244,8,-15,-17,7,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9650,-330,-258,-2,12,938,3009,-2222,3439,32,-57,0,0,-6,0,12180,1103,464,24,12180,1512,1465,1608,1624,-185,-18,-204,-19,-224,-28,255,15,-20,-39,25,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9703,17,-633,158,144,1019,-1018,1317,2890,-8,-51,0,-1,0,0,12100,1143,500,15,12100,1505,1466,1631,1606,-317,-60,-363,-68,-340,-42,234,14,-20,-37,26,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9750,219,-344,13,117,714,-1140,401,2158,-26,-26,-2,-1,0,0,12100,1183,501,15,12100,1496,1459,1638,1605,-255,126,-302,149,-177,101,234,-3,-24,8,38,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9803,304,-682,154,11,721,2033,-4359,3317,36,-59,-2,12,0,0,12100,1208,453,15,12100,1512,1463,1607,1620,-323,8,-390,10,-247,-26,234,9,-17,-27,17,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9850,199,-909,202,-18,669,4718,-513,3317,150,-75,-2,33,0,0,12060,1233,437,11,12060,1500,1475,1614,1609,-339,51,-419,63,-291,-16,255,17,-6,-51,-9,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9903,410,-710,-62,-29,648,8319,401,3195,215,-89,0,50,-5,0,12020,1254,367,7,12020,1492,1483,1605,1615,-296,-236,-371,-295,-303,-381,204,2,-7,-7,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,856,-662,97,-74,700,15155,2720,1975,211,-92,0,57,-6,0,12020,1280,327,7,12020,1516,1440,1614,1620,-288,-109,-368,-140,-389,-279,224,12,-6,-33,6,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,1206,-248,-176,-194,1051,17963,8824,1853,411,-119,0,103,-19,0,12020,1271,293,7,12020,1477,1481,1632,1601,-145,-131,-185,-167,-299,-445,204,2,6,-1,-14,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050,1677,-81,-195,-90,989,22662,8946,2402,481,-195,-2,125,-37,0,12060,1286,242,11,12060,1486,1480,1615,1612,-216,-143,-278,-184,-359,-579,153,5,110103,2365,161,-236,93,980,27301,15965,1181,393,-142,0,120,-31,0,12100,1282,166,15,12100,1502,1448,1651,1587,-113,-298,-145,-382,-391,-774,132,1,14,16,4,153,,,,,,,,,,,,,,,,,,,,,
10150,3215,286,-66,64,1064,21259,9251,3623,256,-132,0,107,-31,0,12020,1305,151,7,12020,1508,1483,1612,1595,-193,-4,-252,-6,-349,-510,224,13,12,-8,32,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,3924,317,-37,54,958,10211,5284,2707,-94,-97,0,49,-25,0,12060,1281,69,11,12060,1539,1437,1607,1612,-294,-170,-376,-218,-386,-348,163,18,8,-14,60,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250,3722,588,-143,67,878,-3826,6016,1853,-275,-18,2,9,-13,0,12060,1292,-6,11,12060,1529,1436,1622,1603,-156,-141,-202,-183,-320,-50,183,7,13,20,48,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303,2904,540,18,210,604,-14690,4429,1181,-239,8,0,2,-7,0,12060,1285,-122,11,12060,1492,1468,1634,1602,-161,49,-207,63,-238,305,193,12,1,6,68,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350,1531,349,-115,104,1229,-16277,2110,2097,-161,20,0,-5,-2,0,12020,1271,-175,7,12020,1497,1477,1631,1589,-183,172,-233,218,-109,405,183,14,18,1,7,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403,605,-439,197,25,550,-8220,-2589,2158,-241,-45,0,-37,-1,0,12140,1265,-221,20,12140,1535,1445,1601,1623,-129,102,-164,129,-84,245,153,41,17,-73,-2,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10450,151,-443,208,38,936,-16948,2476,2707,-205,-42,0,-38,0,0,12060,1253,-229,11,12060,1505,1488,1609,1607,-112,46,-140,57,-192,356,234,30,3,-42,22,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10503,-904,-145,-57,-16,1157,-13958,6688,2341,-123,-19,0,-40,-1,0,12180,1256,-188,24,12180,1510,1479,1628,1591,2,141,2,177,-114,384,214,14,13,2,-19,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10550,-1129,-480,28,54,997,-14385,-635,1791,-96,-41,-2,-39,0,0,12261,1255,-202,31,12261,1491,1497,1614,1618,-13,152,-16,191,-8,340,183,27,2,-31,-3,1410603,-1060,-268,-62,41,851,-11150,7603,2219,-106,-23,12,-39,0,0,13756,1236,-224,175,13756,1543,1524,1652,1612,0,53,-1,66,-133,248,214,9,-9,16,21,146,,,,,,,,,,,,,,,,,,
10650,-1009,-481,222,-27,955,-8281,2720,632,-114,-41,-2,-40,0,0,13374,1214,-339,139,13374,1530,1508,1648,1648,142,141,173,172,50,270,234,33,-8,-45,10,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10703,-915,-304,-114,-269,1229,-6694,-1978,2890,-84,-26,-2,-32,0,0,13416,1191,-321,143,13416,1549,1521,1632,1634,70,5,83,6,104,122,255,14,-4,3,-6,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10750,-874,-432,-146,-19,1051,-7305,2476,1486,-52,-27,0,-25,2,0,13374,1185,-302,139,13374,1538,1512,1652,1626,-23,60,-27,71,-38,232,224,14,-8,5,-4,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10803,-918,-394,116,9,1181,-2178,3636,1059,80,-30,0,0,0,0,13543,1164,-333,155,13543,1540,1515,1661,1629,155,-54,180,-63,91,-16,255,17,-9,-2,-6,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10850,-527,-190,93,-90,1076,6183,1072,1730,84,-9,-4,7,1,0,13500,1158,-326,152,13500,1545,1514,1642,1641,85,-51,99,-59,8,-192,255,23,-9,-16,-1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10903,338,290,7,-92,1125,5512,-1795,2280,5,21,-2,6,0,0,13500,1130,-276,152,13500,1556,1513,1639,1634,138,155,157,176,170,59,214,8,-16,23,23,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,494,180,-175,-39,1136,1056,-3260,1059,33,26,-2,15,2,0,13458,1121,-242,148,13458,1531,1521,1646,1639,186,-141,209,-158,249,-133,244,11,-8,12,4,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003,555,-288,189,21,930,-1812,1927,1242,59,-14,2,21,2,0,13500,1107,-258,152,13500,1528,1533,1653,1628,207,-40,230,-44,174,-8,234,27,-8,-32,3,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11050,769,-84,94,96,913,5084,1439,2036,205,0,0,54,1,0,13500,1084,-270,152,13500,1528,1544,1642,1631,280,14,303,15,228,-84,224,21,-13,-12,21,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11103,1021,55,-184,96,919,16620,-330,2219,245,11,-2,67,1,0,13500,1070,-288,152,13500,1564,1507,1640,1630,272,-131,291,-140,278,-4211150,1679,-18,-41,-68,910,18207,1805,876,335,78,0,96,16,0,13500,1054,-273,152,13500,1534,1523,1664,1619,296,-194,312,-205,335,-536,234,12,3,7,1,145,,,,,,,,,,,,,,,,,,,,,,,,
11203,2599,196,-118,13,1247,18817,-513,754,324,139,-2,110,24,0,13500,1031,-281,152,13500,1533,1521,1663,1623,465,-205,479,-211,474,-533,224,4,-2,30,34,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,2969,155,73,-26,855,21625,-2894,754,362,160,0,124,29,0,13500,1028,-276,152,13500,1541,1515,1658,1627,524,-213,538,-219,582,-599,214,16,11,-3,14,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11303,3410,-335,-24,-73,1162,24371,-9669,693,327,117,0,124,29,0,13500,998,-279,152,13500,1550,1505,1642,1644,499,-144,498,-144,668,-569,244,15,20,-10,9,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11350,4106,-480,-7,107,968,16620,-5457,-222,-68,111,-2,57,30,0,13500,1003,-249,152,13500,1588,1443,1664,1634,513,-26,515,-26,616,-303,244,10,8,-3,58,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11403,3940,-682,143,-48,929,-103,-2589,-1809,-281,90,0,12,30,0,13500,1003,-188,152,13500,1552,1463,1672,1643,580,6,582,6,625,8,234,21,16,-37,41,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450,3274,-197,-81,44,982,-19878,-5518,-1503,-282,87,0,0,20,0,13500,988,-157,152,13500,1501,1521,1669,1643,432,69,426,68,581,8,1515,1510,1709,1683,-469,864,-332,611,-563,1286,122,-17,5,15,10,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13003,-2553,471,14800,1521,1513,1712,1699,-620,953,-430,661,-609,1305,153,-14,5,8,-8,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13050,-2664,207,-91,-108,1303,-16460,-3382,-2846,-123,21,-2,-71,0,0,14844,678,-182,276,14844,1527,1508,1718,1695,-458,901,-310,610,-367,1188,122,-13,-2,2,-3,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13103,-2444,-18,-115,17,1321,-8159,-4542,-2907,174,-134,-2,-7,-26,0,14889,677,-141,280,14889,1506,1531,1708,1711,-639,902,-432,611,-560,1045,163,-17,-7,8,0,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13150,-1784,-67,138,50,1011,9967,6627,-2358,162,-204,0,1,-39,0,14933,643,-173,284,14933,1558,1485,1714,1699,-632,768,-406,493,-686,711,142,-9,-9,-10,6,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13203,-617,264,57,-39,1180,7404,8824,-1809,57,-207,-4,0,-46,0,14889,653,-115,280,14889,1545,1500,1716,1692,-704,811,-459,530,-858,682,132,-6,-12,-12,22,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13250,31,365,68,-44,1051,2277,10411,-1137,0,-222,0,0,-50,0,14978,644,-68,287,14978,1540,1523,1712,1691,-798,735,-513,473,-947,617,163,0,-12,-20,26,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13303,224,614,-32,-18,1272,3925,11204,-2358,99,-319,0,23,-74,0,14978,632,-46,287,14978,1528,1516,1700,1718,-789,694,-499,439,-985,626,183,-2,-3,-5,7,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13350,273,1092,-97,-124,1389,11737,14622,-2419,101,-302,0,25,-79,0,14933,630,38,284,14933,1551,1486,1717,1701,-757,625,-477,394,-997,507,204,0,12,0,-30,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13403,1144,1500,131,-103,985,9113,12730,-1503,25,-263,0,25,-78,0,14889,645,62,280,14889,1540,1510,1707,1699,-879,621,-567,400,-1101,462,193,8,0,-9,11,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13450,1771,1947,-48,107,1036,2826,11143,-1503,-25,-297,0,25,-93,0,14933,652,109,284,14933,1539,1512,1699,1709,-793,632,-517,412,-1054,539,132,1,-12,20,53,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13503,1746,2152,-36,104,881,2460,13341,-466,-23,-252,-2,25,-87,0,14978,665,138,287,14978,1554,1509,1714,1684,-809,786,-538,522,-1042,743,173,9,-5,10,37,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13550,1693,2200,80,151,966,3681,16087,-1198,-22,-150,-2,25,-68,0,14933,673,158,284,14933,1554,1497,1718,1690,-717,714,-482,480,-1037,683,173,21,-2,-8,31,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13603,1620,2223,8,168,926,751,7298,-1381,-43,-71,-2,19,-53,0,14933,710,254,284,14933,1543,1505,1704,1706,-769,693,-546,492,-896,680,214,28,-1,-17,29,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13650,1297,1826,26,-69,640,-347,-269,-1198,-130,82,-2,-3,-15,0,14933,708,274,284,14933,1562,1485,1720,1689,-648,730,-458,517,-681,759,183,30,10,-21,-3,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13703,1462,1741,-56,-18,1300,-4741,-5762,-1809,-211,158,0,-16,1,0,14844,721,314,276,14844,1552,1489,1715,1700,-587,778,-423,561,-487,861,173,9,-2,33,30,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13750,1153,1292,-33,-31,1245,-10601,-12659,-2053,-212,116,0,-22,0,0,14933,728,375,284,14933,1540,1498,1706,1713,-536,663,-390,482,-318,898,142,6,-1,31,18,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13803,526,418,-148,-58,1252,-14202,-9913,-1503,-189,43,0,-28,1,0,14933,750,345,284,14933,1533,1512,1714,1698,-335,795,-251,596,-162,1043,214,9,0,10,3,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13850,34,99,18,161,1120,-9136,-6800,-1076,-111,74,0,-21,13,0,14933,782,438,284,14933,1539,1511,1723,1686,-402,839,-314,656,-254,985,193,6,-7,9,13,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13903,-201,-295,-151,56,1289,-4863,-9547,83,-66,103,2,-16,25,0,14978,813,511,287,14978,1554,1509,1698,1693,-310,700,-252,569,-143,785,214,3,-8,10,11,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13950,-189,-708,25,-55,1432,-2849,-7777,388,-60,74,0,-15,27,0,13798,843,577,179,13798,1524,1487,1679,1667,-306,751,-258,633,-104,769,224,6,-4,-5,-2,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14003,212,-1117,-32,47,1232,-4741,-4114,144,-91,3,2,-14,20,0,13713,852,558,172,13713,1520,1485,1676,1668,-226,528,-193,450,-154,611,244,6,-20,-13,39,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14050,188,-1470,150,3,996,-5046,523,1853,-121,-191,-2,-20,-12,0,12220,901,567,27,12220,1507,1455,1622,1654,-237,506,-214,456,-226,596,234,20,-14,-55,17,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14103,114,-1326,-68,-45,992,-9014,11204,2280,-142,-335,-2,-26,-43,0,12180,902,482,24,12180,1493,1461,1625,1629,-257,530,-232,478,-452,687,224,11,-12,-26,8,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14150,57,-784,104,16,1035,-10601,19444,4050,-169,-441,-2,-32,-74,0,12140,924,424,20,12140,1511,1467,1606,1621,-308,397,-284,366,-678,629,244,16,-18,-24,16,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14203,-253,501,-88,-12,912,-13408,24998,3989,-141,-423,-2,-32,-93,0,12140,943,360,20,12140,1499,1479,1619,1606,-338,482,-319,455,-775,717,234,11,-17,9,1,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14250,-217,1287,-37,-55,889,-13591,23533,3806,-145,-334,0,-32,-89,0,12100,953,255,15,12100,1494,1488,1617,1608,-335,447,-319,426,-776,591,224,20,-26,4,21,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14303,-334,1814,-24,-11,1106,-13286,18651,3562,-145,-225,0,-34,-76,0,12140,970,236,20,12140,1493,1488,1616,1611,-247,297,-240,288,-573,529,234,25,-27,6,15,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14350,-578,2114,-182,-40,1185,-12737,12608,2219,-124,-133,-2,-34,-63,0,12100,979,219,15,12100,1486,1472,1628,1614,-112,441,-109,432,-398,689,234,21,-27,28,5,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14403,-691,2348,131,183,843,-12554,5711,2036,-184,96,0,-48,-21,0,12100,1015,189,15,12100,1507,1448,1637,1601,-177,159,-180,161,-277,378,255,28,-42,17,35,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14450,-797,1828,-28,103,786,-15361,-4420,2707,-206,149,0,-55,-2,0,12956,989,96,100,12956,1493,1476,1627,1602,-153,316,-151,312,32,538,255,28,-49,12,43,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14503,-1512,862,97,-43,716,-14812,-10096,1914,-108,64,0,-48,-2,0,13374,1001,34,139,13374,1514,1517,1636,1659,26,252,26,252,202,511,244,37,-31,-22,-16,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14550,-1617,324,192,-53,1006,-7122,-6495,1364,43,21,2,-19,-1,0,13458,1021,142,148,13458,1514,1516,1650,1653,23,169,23,173,177,320,255,34,-39,-19,-3,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14603,-1272,25,-87,10,964,140,-9119,2036,111,225,0,0,44,0,13416,1016,132,143,13416,1520,1516,1663,1631,134,-23,136,-23,293,-25,255,22,-42,6,4,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14650,-866,-11,-142,-93,907,8930,-20960,815,180,407,0,20,81,0,13458,1021,43,148,13458,1521,1499,1651,1660,183,-70,187,-71,446,-194,255,4,-31,42,-16,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14703,4,-1006,34,58,993,13507,-36524,1425,107,386,-2,21,94,0,13500,1014,9,152,13500,1540,1489,1623,1683,280,-143,284,-145,917,-378,244,8,-35,5,6,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14750,714,-2484,222,49,874,12225,-34205,754,199,261,0,52,95,0,13500,978,-128,152,13500,1517,1506,1629,1682,272,-144,266,-141,870,-346,224,21,-35,-57,20,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14803,1045,-2936,-300,-35,1266,15033,-19495,571,233,169,0,64,85,0,13543,969,-134,155,13543,1521,1496,1649,1664,313,-246,303,-239,653,-509,244,-13,-20,13,-7,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14850,1368,-3168,-177,-24,1131,24188,-15467,-283,411,-25,0,106,50,0,13500,999,-43,152,13500,1525,1481,1636,1689,367,-359,366,-359,630,-707,224,-11,-7,-5,-26,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14903,2407,-3209,149,-7,1057,34686,-5946,205,278,-95,0,97,37,0,13500,980,-53,152,13500,1565,1442,1647,1671,237,-243,232,-238,341,-848,224,-7,-10,-26,10,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14950,3586,-2789,262,112,834,21320,2415,754,25,-166,0,67,15,0,13458,1000,-30,148,13458,1548,1470,1648,1663,224,-411,224,-411,247,-872,214,-2,-15,-40,48,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15003,3698,-2328,-37,114,904,6183,9801,1975,-95,-192,-2,45,2,0,13500,996,-21,152,13500,1545,1496,1652,1649,171,-430,170,-428,0,-538,214,-8,-6,-19,35,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15050,3293,-1551,140,-52,789,5084,8702,998,-95,-128,0,38,1,0,13543,989,-48,155,13543,1549,1478,1639,1671,126,-352,125,-348,-107,-413,244,3,4,-40,10,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15103,2795,-378,86,-17,1157,751,8580,510,-79,-22,-2,32,2,0,13500,1006,19,152,13500,1532,1486,1659,1656,166,-280,167,-281,16,-293,234,-16,5,20,10,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15150,2306,-22,47,87,971,3619,-2894,1364,-44,8,0,31,2,0,13458,1003,0,148,13458,1548,1482,1631,1670,129,-328,129,-329,109,-370,255,-15,9,21,3,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15203,1841,-388,94,-172,982,4169,-86,-161,-66,-26,-2,18,1,0,13458,986,9,148,13458,1554,1451,1653,1670,127,-303,125,-298,128,-375,255,5,15,-38,-11,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15250,1730,-463,56,-95,946,2338,3575,693,-56,-33,-2,18,1,0,13458,1000,13,148,13458,1546,1473,1653,1657,156,-151,156,-151,152,-169,244,0,11,-24,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15303,1214,2,-233,-27,1162,-469,2232,815,-18,7,-2,17,1,0,13458,999,8,148,13458,1538,1484,1651,1657,64,-244,64,-244,25,-236,244,-23,14,42,-9,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350,963,454,-187,-86,1212,3070,1622,2341,-28,50,0,11,2,0,13500,1002,33,152,13500,1561,1488,1637,1653,93,-319,93,-319,0,-365,234,-20,16,38,-14,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15403,1082,445,55,124,883,-2178,2904,1730,-66,52,0,5,2,0,13500,992,-4,152,13500,1547,1492,1646,1648,50,-301,50,-299,0,-263,234,-7,0,5,32,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15450,830,1018,-56,-52,981,-2178,4979,2280,-44,99,0,5,2,0,13500,988,30,152,13500,1558,1492,1649,1640,71,-164,70,-162,-33,-92,234,-18,7,40,6,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15503,832,1594,-154,73,965,-2788,1317,2585,-51,149,0,4,2,0,13500,1002,48,152,13500,1556,1501,1648,1635,100,-247,101,-248,77,-198,255,-30,0,76,25,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
