c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27551,562,-317,-23,105,910,2227,-1693,-274,-29,-26,2,2,0,0,15022,745,-53,291,15022,1524,1494,1719,1721,0,0,0,0,0,0,0,2,-5,0,16,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27603,624,176,112,122,768,213,-1205,-946,-42,15,-2,2,0,0,15022,763,-36,291,15022,1543,1486,1724,1707,0,0,0,0,0,0,0,0,-7,19,26,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27651,650,-186,-104,89,1363,-1739,-1754,274,-52,-19,0,2,0,0,15067,780,-16,296,15067,1534,1481,1711,1730,0,0,0,0,0,0,0,3,-5,-9,14,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27703,365,-36,44,71,1153,-946,-1693,-2105,-17,-19,0,2,0,0,15067,765,56,296,15067,1524,1505,1728,1707,0,0,0,0,0,0,0,0,-3,15,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27751,264,-105,-206,-135,1199,-213,991,-1434,-16,-28,0,2,0,0,14978,766,22,287,14978,1541,1502,1714,1704,0,0,0,0,0,0,0,0,-2,9,-5,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27803,124,-88,-80,-38,1097,946,3311,-1190,0,-17,0,3,0,0,15067,761,-45,296,15067,1519,1502,1724,1718,0,0,0,0,0,0,0,1,0,3,-12,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27851,179,-140,-74,-128,1209,1495,1358,-518,-7,-20,4,2,0,0,15067,751,-28,296,15067,1531,1491,1730,1711,0,0,0,0,0,0,0,1,-2,2,-2,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27903,331,-388,73,24,965,152,625,-1129,-3,-31,0,2,0,0,15022,732,-66,291,15022,1527,1486,1718,1726,0,0,0,0,0,0,0,4,-4,-16,7,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27951,240,-760,-95,-20,962,-213,-1022,-1190,-20,-69,-2,2,0,0,15022,734,-98,291,15022,1535,1494,1719,1713,0,0,0,0,0,0,0,6,-1,-27,-8,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28003,230,-697,-14,56,998,396,3616,-396,-5,-58,0,2,0,0,15022,725,-70,291,15022,1537,1486,1720,1716,0,0,0,0,0,0,0,4,-3,-15,3,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28051,370,-529,-44,18,909,1556,15,335,-13,-49,0,2,0,0,15022,759,-62,291,15022,1536,1488,1716,1720,0,0,0,0,0,0,0,3,-5,-8,16,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28103,502,-473,159,11,863,-2410,747,-91,-43,-31,2,3,0,0,15022,744,-77,291,15022,1540,1470,1723,1725,0,0,0,0,0,0,0,5,-4,-19,11,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151,311,-928,-95,90,1013,-823,-1876,-152,-13,-73,2,2,0,0,15022,735,-75,291,15022,1520,1499,1710,1728203,73,-736,-84,-45,992,1861,3555,-2044,12,-65,0,3,0,0,15022,735,-36,291,15022,153-13,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28251,379,-644,-123,16,1204,2349,3311,396,-1,-48,0,2,0,0,15022,733,-46,291,28303,482,-543,49,152,1181,946,2700,-396,-24,-37,0,2,0,0,14978,762,14,287,14978,1518,1472,1736,1720,0,0,0,0,0,0,0,5,-4,-14,17,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28351,305,-617,-167,-107,975,1434,442,30,-9,-52,0,2,0,0,15022,732,1,291,15022,1532,1495,1726,1707,0,0,0,0,0,0,0,6,-1,-19,-2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28403,28,-605,-67,-65,1329,1800,4409,335,96,-39,0,18,0,0,15067,731,-29,296,15067,1519,1503,1728,1713,0,0,0,0,0,0,0,5,1,-13,-17,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28451,23,-359,-24,-55,954,7598,2212,-274,232,-38,2,47,0,0,15067,745,3,296,15067,1530,1521,1715,1711,0,0,0,0,0,0,0,3,2,0,-18,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28503,490,-92,-173,-20,1079,16876,442,1312,328,11,2,71,6,0,15112,726,-43,300,15112,1545,1500,1717,1710,0,0,0,0,0,0,0,0,2,19,-7,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28551,1060,-748,101,-111,928,21636,-5111,1617,367,64,0,91,25,0,15067,720,1,296,15067,1540,1511,1711,1708,0,0,0,0,0,0,0,8,6,-29,-14,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28603,1600,-275,-74,-66,1118,23345,-7736,1861,491,169,0,126,41,0,15067,727,6,296,15067,1528,1510,1714,1715,0,0,0,0,0,0,0,-3,10,36,-16,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28651,2787,-598,73,113,1120,28167,-7369,213,409,115,2,126,34,0,15022,732,-56,291,15022,1559,1483,1691,1729,0,0,0,0,0,0,0,0,7,8,25,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28703,3361,-397,-75,155,1079,25238,-9140,-152,353,145,2,126,34,0,15067,736,12,296,15067,1544,1524,1699,1707,0,0,0,0,0,0,0,-6,13,37,12,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28751,3923,-944,86,62,915,18951,-3341,-640,261,110,2,120,33,0,15067,728,24,296,15067,1552,1500,1716,1701,0,0,0,0,0,0,0,4,13,-28,27,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28803,4050,-880,-51,-14,932,13641,-3768,-1129,55,61,2,78,28,0,15067,738,87,296,15067,1576,1482,1712,1699,0,0,0,0,0,0,0,-1,16,0,23,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28851,3813,-1165,169,74,882,5462,-411,91,-83,2,2,47,16,0,15067,736,37,296,15067,1550,1513,1704,1702,0,0,0,0,0,0,0,3,16,-33,29,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28903,3200,-974,105,50,1091,-7293,-1632,640,-163,2,2,25,16,0,15067,733,7,296,15067,1548,1499,1718,1704,0,0,0,0,0,0,0,0,17,-9,23,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28951,2132,-215,-146,-118,1126,-13275,-2120,1617,-87,67,2,24,16,0,15022,705,-43,291,15022,1522,1519,1727,1696,0,0,0,0,0,0,0,-6,20,29,-4,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29003,1362,-619,28,-13,917,-7110,2639,946,-93,-39,0,6,2,0,15022,715,-26,291,15022,1550,1496,1709,1710,0,0,0,0,0,0,0,2,17,-26,0,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29051,658,-257,-27,-47,1203,-6439,3555,1373,-36,-9,2,5,1,0,15022,723,-23,291,15022,1539,1523,1718,1693,0,0,0,0,0,0,0,-1,17,0,-9,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29103,308,-649,76,6,895,-8819,5935,1617,-19,-59,2,4,1,0,14978,721,-30,287,14978,1539,1517,1713,1695,0,0,0,0,0,0,0,6,14,-40,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29151,-170,-186,-98,-50,1199,-5950,991,2044,27,-26,0,3,1,0,15022,713,-30,291,15022,1539,1520,1708,1702,0,0,0,0,0,0,0,-2,14,10,-8,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29203,-320,15,-81,-34,1083,-1983,-45,762,43,1,2,4,0,0,15067,710,-57,296,15067,1550,1516,1706,1702,0,0,0,0,0,0,0,-1,14,9,-8,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29251,-93,361,-108,-103,960,-152,76,457,20,0,4,3,0,0,15067,684,-108,296,15067,1549,1505,1719,1698,0,0,0,0,0,0,0,-5,12,32,2,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29303,220,533,-102,-52,862,-579,1419,1251,-6,57,0,2,0,0,15067,675,-98,296,15067,1547,1503,1720,1699,0,0,0,0,0,0,0,-2,9,20,18,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29351,502,-118,127,21,838,-2716,3250,-335,-19,9,0,3,0,0,15067,701,-61,296,15067,1529,1503,1715,1718,0,0,0,0,0,0,0,7,6,-40,32,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29403,206,348,-168,-44,668,-3326,564,701,-35,8,-2,0,0,0,15067,693,-77,296,15067,1540,1510,1712,1704,0,0,0,0,0,0,0,-4,12,31,-5,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29451,396,-260,263,71,861,-1373,1052,30,-79,5,2,-9,0,0,15112,682,-64,300,15112,1540,1493,1716,1713,0,0,0,0,0,0,0,8,7,-45,19,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29503,354,23,65,54,1080,-6439,-717,274,-105,4,-2,-16,0,0,15022,675,-54,291,15022,1530,1508,1712,1713,0,0,0,0,0,0,0,0,7,7,19,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29551,-22,117,31,-74,960,-11688,991,-701,-133,24,2,-23,0,0,15022,681,-22,291,15022,1538,1522,1713,1695,0,0,0,0,0,0,0,1,9,-1,0,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29603,-447,308,-18,-194,919,-10467,-4257,-701,-82,26,0,-22,0,0,15067,673,-9,296,15067,1521,1517,1723,1705,0,0,0,0,0,0,0,-2,7,16,-3,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29651,-597,268,-212,-93,1095,-6744,-8163,-1251,-91,40,0,-29,0,0,15022,692,23,291,15022,1535,1511,1716,1706,0,0,0,0,0,0,0,-2,4,13,6,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29703,-656,197,36,17,717,-11260,-8041,-823,-119,24,0,-35,0,0,14978,672,-22,287,14978,1525,1504,1719,1709,0,0,0,0,0,0,0,-4,1,21,15,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29751,-832,291,-171,-58,889,-8392,-5783,-518,-204,18,0,-55,0,0,15067,672,-53,296,15067,1529,1498,1711,1726,0,0,0,0,0,0,0,-9,2,41,5,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29803,-1097,40,69,-77,874,-12664,-8285,-1251,-254,2,2,-67,0,0,15022,665,-14,291,15022,1518,1507,1705,1730,0,0,0,0,0,0,0,-7,1,21,-2,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29851,-1306,-658,38,-19,788,-16448,-9078,-1678,-261,-47,0,-74,0,0,15022,656,3,291,15022,1527,1499,1698,1739,0,0,0,0,0,0,0,0,-2,-23,11,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29903,-1776,-962,-54,2,820,-15472,-5844,-1312,-231,-89,2,-74,0,0,15067,676,-20,296,15067,1502,1486,1726,1739,0,0,0,0,0,0,0,-4,-2,-7,-5,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29951,-1906,-667,73,43,879,-13519,-3280,-885,-218,-54,0,-76,1,0,15022,632,-132,291,15022,1531,1495,1709,1728,0,0,0,0,0,0,0,-7,-7,6,9,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,-1922,-906,-93,26,1075,-12176,-5661,-2410,-172,-74,2,-69,0,0,15067,675,-60,296,15067,1510,1507,1696,1745,0,0,0,0,0,0,0,-4,-11,-13,20,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30051,-2212,-688,-36,6,970,-11016,-4440,-274,-18,-69,0,-39,0,0,15067,662,-19,296,15067,1505,1487,1729,1733,0,0,0,0,0,0,0,-9,-7,12,-9,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103,-2034,-979,53,-116,1033,2899,-4745,-762,98,-78,-2,-18,0,0,15022,644,-49,291,15022,1525,1490,1703,1739,0,0,0,0,0,0,0,-2,-8,-26,-7,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30151,-1046,-951,25,-26,1109,11138,-778,-1983,70,-89,0,-5,0,0,15067,647,-47,296,15067,1528,1470,1711,1742,0,0,0,0,0,0,0,-5,-11,-11,16,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203,-240,-803,23,102,930,1739,2822,-1617,19,-71,-2,-3,0,0,15022,635,-46,291,15022,1516,1473,1714,1749,0,0,0,0,0,0,0,-4,-13,-13,37,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30251,-40,-555,62,-80,981,274,76,-2593,2,-52,0,1,0,0,14978,639,-82,287,14978,1487,1493,1727,1737,0,0,0,0,0,0,0,-5,-9,-9,12,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30303,-70,-447,85,-85,667,1129,-534,-3204,4,-33,0,1,0,0,14978,632,-71,287,14978,1510,1475,1716,1744,0,0,0,0,0,0,0,-3,-5,-17,-8,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30351,406,-233,-232,-14,980,3387,2822,-3631,-33,-38,0,0,0,0,15022,636,-35,291,15022,1500,1474,1729,1746,0,0,0,0,0,0,0,-7,-9,8,18,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403,108,208,86,-80,737,1068,4043,-3082,-10,17,0,2,0,0,15022,622,-55,291,15022,1506,1483,1733,1731,0,0,0,0,0,0,0,-7,-2,14,-18,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30451,194,74,-31,40,1158,3326,808,-1983,5,19,2,2,0,0,15022,645,-63,291,15022,1507,1454,1733,1746,0,0,0,0,0,0,0,-3,-5,-10,0,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503,471,313,128,39,982,2777,259,-1678,-32,24,2,3,0,0,15022,622,-87,291,15022,1519,1478,1722,1732,0,0,0,0,0,0,0,-5,-6,4,6,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30551,678,268,-119,-79,1244,762,1968,-1739,-35,17,2,2,0,0,15022,641,-75,291,15022,1502,1473,1722,1745,0,0,0,0,0,0,0,-4,-6,0,12,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30603,743,251,-173,1,907,30,2334,-2410,-60,6,2,1,0,0,15067,629,-20,296,15067,1503,1461,1738,1742,0,0,0,0,0,0,0,-6,-7,12,19,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30651,506,348,-72,-72,1092,-3875,7339,-2288,-33,25,2,2,0,0,15067,639,-22,296,15067,1510,1465,1737,1736,0,0,0,0,0,0,0,-4,-5,8,3,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703,436,625,-97,-62,1099,30,-900,-2838,-21,55,2,2,0,0,15067,648,38,296,15067,1509,1476,1729,1738,0,0,0,0,0,0,0,-6,-6,21,7,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30751,742,425,-170,55,1115,1190,-473,-3814,-59,42,0,2,0,0,15022,602,-76,291,15022,1514,1464,1733,1735,0,0,0,0,0,0,0,-5,-8,13,23,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
