c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32
17326,2994,2460,-13,16,855,-7229,12800,2062,-51,33,4,43,-35,606,12180,920,-234,24,12180,1499,1471,1630,1601,-337,463,-310,426,-403,663,244,139
17376,2248,2651,135,-140,811,-5398,-443,1513,-181,176,0,7,-15,604,12100,922,-264,15,12100,1517,1462,1614,1609,-295,699,-272,644,-153,894,234,141
17426,2230,1979,69,182,1123,-11685,-5509,1268,-201,146,0,-2,-7,604,12100,903,-305,15,12100,1485,1494,1615,1612,-209,703,-189,635,-50,1070,224,142
17476,809,1301,-13,267,1049,-16751,-3007,109,-148,101,2,-18,-2,613,12463,897,-338,56,12504,1501,1498,1633,1611,-224,950,-200,852,-155,1206,142,143
17526,450,1308,-69,64,960,-11563,-2396,1452,-136,99,0,-19,-2,614,12504,857,-386,56,12504,1524,1482,1631,1603,-239,1005,-205,862,-182,1132,234,142
17576,265,1442,133,-10,1130,-10403,-4838,1024,-189,139,0,-32,0,638,13500,857,-375,152,13500,1540,1524,1634,1644,-215,1045,-185,896,25,1305,214,143
17626,63,320,80,-98,1093,-15713,-9843,353,-241,36,2,-43,0,638,13500,832,-379,152,13500,1529,1536,1634,1647,-94,1021,-78,850,112,1358,204,137
17676,-431,-107,-7,-68,753,-19619,-2579,170,-335,56,2,-71,13,639,13543,784,-438,148,13458,1549,1511,1649,1629,-203,1253,-159,982,-166,1585,163,143
17726,-987,-282,12,45,1253,-23281,-687,-12,-312,39,-2,-78,12,639,13543,785,-384,155,13543,1527,1524,1657,1628,-168,1264,-132,992,-126,1638,183,143
17776,-1688,-435,-152,-201,1049,-23220,-687,902,-308,41,0,-85,18,637,13458,755,-425,148,13458,1522,1538,1640,1638,-126,1409,-95,1064,-67,1696,173,146
17826,-2583,-486,63,21,846,-18154,-3922,841,-263,67,0,-97,20,638,13500,752,-431,152,13500,1531,1531,1628,1648,-169,1290,-127,970,-24,1502,214,142
17876,-3209,-460,-114,162,1168,-15896,-8256,48,-209,50,0,-100,19,641,13628,719,-443,155,13543,1534,1523,1640,1648,-123,1340,-88,963,45,1460,122,144
17926,-3173,-800,8,307,1343,-12234,-8317,1207,-230,9,0,-106,15,643,13713,696,-451,172,13713,1550,1519,1647,1638,-110,1378,-77,959,-21,1500,163,143
17976,-3553,-743,-48,-64,757,-15774,-3251,231,-264,5,0,-113,15,643,13713,673,-433,168,13670,1548,1523,1637,1650,-168,1062,-113,715,-85,1209,0,142
18026,-3363,-519,30,52,1032,-19558,-6852,414,-332,-22,-2,-125,3,644,13756,650,-480,175,13756,1548,1533,1636,1647,-168,1062,-109,690,-85,1209,0,143
18076,-3516,-67,-87,-105,892,-20962,1143,170,-336,1,-2,-125,3,644,13756,619,-500,172,13713,1533,1531,1651,1646,-168,1062,-104,657,-85,1209,0,141
18126,-3670,216,-179,-26,779,-22671,-1176,-379,-314,3,6,-125,1,644,13756,596,-463,175,13756,1539,1545,1625,1659,-168,1062,-100,633,-85,1209,0,142
18176,-3589,-153,90,186,998,-19192,-10636,-256,-326,7,2,-131,1,653,14143,582,-409,175,13756,1545,1519,1633,1667,-168,1062,-98,618,-85,1209,0,141
18226,-4059,-575,-15,-109,902,-13699,-5021,-12,-320,-40,-2,-132,2,671,14933,594,-352,284,14933,1545,1524,1668,1661,-168,1062,-100,631,-85,1209,0,145
18276,-3642,-590,55,82,1027,-11624,2485,-440,-328,-48,0,-131,0,670,14889,539,-302,287,14978,1566,1538,1691,1679,-168,1062,-90,572,-85,1209,0,141
18326,-3470,27,-55,1,1142,-9548,7002,-1721,-351,-2,2,-131,0,671,14933,539,-244,284,14933,1560,1538,1695,1680,-168,1062,-90,572,-85,1209,0,138
18376,-3197,192,-57,131,1278,-9793,-1786,-2637,-309,13,0,-120,0,671,14933,520,-264,284,14933,1553,1529,1686,1698,-168,1062,-87,552,-85,1209,0,142
18426,-3217,558,-100,-98,1149,-9854,-3922,-1782,-152,45,-2,-85,0,673,15022,519,-174,291,15022,1539,1552,1690,1695,-168,1062,-87,551,-85,1209,0,143
18476,-2710,176,76,112,1083,-2529,-199,-2820,-143,30,0,-78,1,671,14933,484,-218,291,15022,1573,1516,1699,1687,-168,1062,-81,514,-85,1209,0,139
18526,-2388,556,-74,51,1345,6991,4133,-2088,83,-52,0,-27,-18,673,15022,487,-169,291,15022,1538,1534,1690,1703,-168,1062,-82,517,-85,1209,0,139
18576,-1717,499,-8,39,994,8700,-1054,-3003,24,-50,0,-27,-18,672,14978,499,-95,291,15022,1568,1520,1684,1702,-168,1062,-84,530,-85,1209,0,137
18626,-875,508,182,138,1333,11630,-1359,-3919,-35,-10,0,-25,-13,674,15067,461,-79,296,15067,1568,1502,1717,1686,-168,1062,-77,489,-85,1209,0,141
18676,-571,435,12,48,1149,6381,6270,-3552,-71,-22,0,-25,-11,673,15022,497,-42,287,14978,1550,1499,1726,1687,-168,1062,-83,528,-85,1209,0,137
18726,-190,1051,-84,43,1276,5892,9627,-2393,47,75,-2,4,-1,673,15022,474,12,291,15022,1530,1567,1696,1683,-168,1062,-79,503,-85,1209,0,134
18776,-186,1573,135,-137,968,6930,-504,-3186,190,147,0,37,-1,672,14978,498,18,291,15022,1541,1544,1687,1702,-168,1062,-84,529,-85,1209,0,137
18826,291,1202,-43,178,1218,26583,-3678,-1233,422,101,-2,84,0,673,15022,484,81,291,15022,1596,1471,1710,1686,-168,1062,-81,514,-85,1209,0,138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18976,2931,1042,111,38,933,11447,-2640,-1782,41,99,4,58,-1,674,15067,491,112,291,15022,1578,1511,1681,1703,-847,-1330,-416,-653,-880,-1606,0,141
19026,2298,555,40,-81,1267,11141,-2457,-745,-105,46,0,20,-1,673,15022,503,198,291,15022,1575,1514,1700,1688,-682,-1458,-343,-733,-640,-1581,0,142
19076,2780,395,-7,223,1268,10592,3462,-1416,-92,26,0,26,-1,674,15067,510,355,287,14978,1569,1523,1702,1678,-1025,-2025,-524,-1035,-1061,-2058,0,144
19126,1620,704,-132,-228,874,3695,-687,-1355,131,40,0,60,-1,674,15067,545,287,296,15067,1559,1531,1688,1697,-901,-1854,-491,-1010,-806,-1856,132,145
19176,889,456,-21,-101,1117,19259,-6119,597,255,34,0,67,-1,673,15022,558,345,291,15022,1587,1509,1687,1692,-806,-1817,-449,-1014,-745,-2176,142,144
19226,1749,217,104,-279,906,23165,-4777,109,343,-12,0,104,-9,654,14186,600,408,215,14186,1581,1521,1684,1687,-710,-1779,-426,-1067,-672,-2092,173,146
19276,2134,150,-22,-189,1132,17855,532,-1233,317,-58,2,103,-13,642,13670,608,398,168,13670,1538,1494,1660,1660,-902,-1832,-548,-1114,-907,-1948,173,148
19326,1995,0,76,-194,894,20053,4072,-989,797,-265,-2,197,-54,641,13628,619,427,163,13628,1518,1513,1653,1667,-939,-1879,-581,-1163,-1018,-2185,132,147
19376,2541,-71,96,-63,1139,45382,12922,-1477,803,-275,2,203,-54,641,13628,633,394,163,13628,1607,1434,1673,1624,-692,-1637,-438,-1036,-1043,-2471,132,150
19426,4695,815,47,-52,1085,54599,17622,-317,490,-94,2,178,-32,639,13543,665,379,155,13543,1562,1457,1680,1639,-938,-1574,-624,-1046,-1198,-2137,132,148
19476,6031,1893,-7,178,1143,23959,10786,-256,309,0,2,164,-32,639,13543,667,357,159,13585,1533,1502,1659,1650,-938,-1574,-626,-1050,-1198,-2137,0,145
19526,5789,1921,95,-184,1092,12240,-1847,109,125,86,4,130,-18,639,13543,709,404,155,13543,1606,1421,1673,1635,-856,-1245,-607,-882,-770,-1212,173,146
19576,5716,1920,26,245,1109,12057,-1481,902,-163,153,2,63,-4,639,13543,738,403,155,13543,1569,1469,1650,1650,-644,-1122,-475,-828,-531,-927,163,144
19626,4757,1479,11,-97,1069,-12417,-6486,109,-214,121,4,44,-2,640,13585,743,759,159,13585,1524,1507,1665,1647,-559,-1045,-415,-776,-428,-512,153,145
19676,3099,1588,-12,157,1191,-12478,-6547,292,-142,122,4,25,-4,640,13585,772,377,159,13585,1563,1485,1641,1657,-668,-500,-516,-386,-544,-214,204,145
19726,1887,934,111,104,1342,-6253,-10575,1146,-19,85,2,637,13458,824,334,152,13500,1521,1510,1661,1644,-610,-278,-503,-229,-499,-25,204,138,,
19826,780,954,14,104,892,-3933,-11185,780,146,84,4,41,-1,638,13500,820,312,152,13500,1558,1477,1649,1655,-575,-257,-472,-210,-407,-152,183,139
19876,847,917,-136,-64,1104,4489,-15031,1452,133,68,4,42,-1,639,13543,858,330,152,13500,1537,1491,1654,1653,-491,-348,-421,-298,-306,-259,214,142
19926,1099,245,1,-166,893,-1858,-10453,841,175,23,4,58,0,638,13500,873,344,152,13500,1514,1531,1638,1656,-547,-100,-478,-87,-397,76,234,136
19976,772,17,-157,111,1168,-820,-8500,170,268,-15,2,65,-1,638,13500,870,267,152,13500,1546,1494,1645,1653,-634,38,-551,33,-577,33,255,134
20026,888,-262,-58,44,1125,11264,-3861,1390,282,-37,2,70,-2,639,13543,901,255,155,13543,1544,1513,1642,1642,-606,95,-546,85,-613,38,234,136
20076,1334,-326,9,14,846,7174,-809,1513,245,-62,2,71,-6,639,13543,880,230,148,13458,1533,1501,1647,1652,-681,155,-599,136,-688,172,244,135
20126,1278,-298,-56,253,1288,8151,1692,597,-230,-164,0,-27,-26,639,13543,911,241,155,13543,1584,1461,1628,1660,-613,145,-559,132,-720,228,234,142
20176,1319,-306,23,-135,785,-16323,8528,1146,-403,-282,0,-52,-50,638,13500,886,138,143,13416,1484,1544,1664,1635,-563,315,-499,279,-828,956,214,144
20226,-553,355,-53,223,1032,-30606,18721,48,-444,-484,4,-100,-100,638,13500,886,119,152,13500,1555,1491,1636,1655,-744,677,-659,600,-1100,1176,224,147
20276,-1968,905,-3,-133,936,-19131,22566,231,-381,-519,4,-106,-117,638,13500,917,144,152,13500,1547,1514,1651,1630,-750,607,-688,557,-1237,1026,255,148
20326,-2564,1824,-114,-111,710,-23098,34224,-562,-328,-584,4,-106,-143,636,13416,906,144,143,13416,1540,1509,1642,1641,-875,769,-793,697,-1354,1203,204,152
20376,-3091,2733,-4,65,788,-23831,33980,597,-358,-491,2,-126,-143,636,13416,913,106,143,13416,1578,1466,1671,1611,-881,930,-805,849,-1352,1241,214,147
20426,-3187,4235,-149,-14,984,-24136,30256,1146,-576,-237,2,-169,-117,637,13458,909,66,148,13458,1541,1509,1654,1632,-956,945,-869,859,-1224,1442,234,150
20476,-3667,4608,-21,-111,748,-41104,16890,1390,-648,-102,4,-188,-100,636,13416,934,74,148,13458,1524,1509,1650,1650,-637,906,-595,846,-716,1507,204,149
20526,-4463,4276,-66,151,987,-41470,8406,1879,-523,-101,4,-183,-94,637,13458,936,93,148,13458,1531,1520,1648,1630,-653,1185,-611,1109,-683,1720,214,148
20576,-5978,3721,-61,-171,1011,-37319,9566,1635,-359,-115,4,-171,-87,637,13458,929,84,143,13416,1504,1535,1652,1639,-588,1097,-546,1020,-625,1428,193,150
20626,-6405,3232,-9,0,829,-28652,5659,2062,79,-99,2,-95,-76,637,13458,941,38,148,13458,1530,1537,1630,1641,-535,989,-504,931,-472,1145,244,139
20676,-6444,2733,125,-86,972,-3994,2485,2916,119,-128,2,-88,-76,636,13416,947,44,148,13458,1575,1489,1636,1637,-423,959,-401,908,-370,639,214,142
20726,-5252,2264,-47,-79,1088,2230,7307,2733,311,1,0,-30,-38,636,13416,959,84,143,13416,1548,1521,1645,1613,-392,863,-376,828,-382,628,214,139
20776,-4512,2156,19,-151,885,4306,1936,2001,183,50,2,-40,-28,637,13458,950,44,143,13416,1543,1524,1626,1643,-302,784,-287,745,-81,517,244,138
20826,-3289,1624,94,109,1227,8212,-7462,2672,193,54,0,-22,-20,637,13458,964,56,148,13458,1555,1524,1623,1638,-198,647,-191,624,50,341,234,138
20876,-2399,1226,43,-99,1063,9860,-2213,1696,96,41,2,-22,-14,637,13458,952,77,148,13458,1556,1510,1637,1636,-123,592,-117,564,19,342,234,137
20926,-979,616,167,120,1038,6137,-1664,1635,-10,-4,0,-22,-15,636,13416,968,60,143,13416,1547,1524,1627,1638,-40,557,-39,539,116,365,244,136
20976,-621,1130,-174,-26,1021,5282,-1847,1513,-53,10,2,-21,-14,637,13458,970,49,143,13416,1557,1532,1624,1625,61,516,60,501,172,384,234,136
21026,-120,1057,93,124,1123,3390,-16,1024,-81,29,2,-20,-14,637,13458,964,6,148,13458,1557,1507,1644,1630,86,418,83,402,202,270,255,131
21076,-236,1417,-130,71,1217,6015,-2579,1940,-92,71,0,-24,-9,636,13416,967,18,143,13416,1558,1514,1638,1626,297,267,287,258,406,135,234,136
21126,383,1235,-64,231,1040,3329,-4533,414,-149,98,2,-27,-1,635,13374,966,4,139,13374,1568,1498,1638,1637,378,329,365,318,524,199,255,134
21176,414,1022,-89,2,914,-2102,-7828,2977,-177,77,0,-27,-1,637,13458,951,-11,143,13416,1540,1530,1633,1633,452,342,430,325,612,343,255,135
21226,276,218,-41,284,1130,-5581,-9476,2794,-134,19,0,-26,0,635,13374,945,-63,139,13374,1554,1520,1618,1647,541,354,511,334,716,311,234,136
21276,-416,-189,-15,-67,1144,-1309,-8073,2672,-91,-21,0,-24,-1,636,13416,949,-41,148,13458,1564,1510,1631,1635,559,305,530,289,636,250,234,139
21326,-196,-633,93,107,1227,-4849,-4899,2733,-90,-46,0,-23,0,637,13458,955,-38,148,13458,1552,1532,1620,1637,578,284,552,272,645,280,224,137
21376,-715,-399,-38,104,866,-3933,-3983,2001,-89,3,2,-32,8,637,13458,955,-15,148,13458,1564,1521,1634,1622,600,193,573,185,698,232,204,135
21426,-714,-207,151,153,1163,-7229,-6974,1696,-198,182,0,-54,37,636,13416,952,-15,143,13416,1561,1515,1632,1631,748,109,712,104,908,195,204,140
21476,-1179,71,-178,3,1151,-12051,-11246,1818,-235,281,-2,-67,57,636,13416,938,-33,143,13416,1543,1509,1649,1631,731,167,686,156,978,404,214,141
21526,-1198,-435,117,30,1124,-16445,-17838,719,-264,304,0,-73,64,636,13416,941,-64,143,13416,1548,1516,1629,1645,855,285,805,268,1177,482,234,142
21576,-1770,-442,-104,119,1048,-11929,-19974,170,-244,315,4,-81,71,637,13458,961,-34,148,13458,1555,1520,1632,1634,898,31,863,29,1123,115,244,142
21626,-1871,-1013,-28,118,935,-12417,-18327,109,-304,246,4,-95,66,637,13458,945,-50,148,13458,1552,1504,1636,1644,793,1,749,1,1020,107,255,139
21676,-2136,-1081,-68,387,1069,-17605,-19608,1146,-256,188,4,-94,56,635,13374,939,-40,143,13416,1532,1522,1637,1643,832,-64,781,-60,1038,97,173,144
21726,-2463,-1118,-136,-67,980,-15652,-18388,-12,-269,117,2,-94,44,636,13416,937,-37,143,13416,1552,1503,1622,1655,969,-66,908,-62,1146,25,163,143
21776,-2487,-1416,-26,149,1022,-16140,-17777,1085,-248,70,4,-95,38,636,13416,938,-94,148,13458,1537,1532,1625,1645,744,-177,698,-166,808,-93,122,145
21826,-2547,-1208,-150,-151,988,-14065,-11430,353,55,-62,2,-30,11,637,13458,918,-59,148,13458,1506,1566,1610,1656,744,-177,683,-163,808,-93,0,142
21876,-3027,-1174,-104,-34,980,-271,-8195,780,227,-101,0,-7,2,636,13416,787,-167,148,13458,1588,1456,1632,1653,744,-177,585,-139,808,-93,0,139
21926,-1766,-336,-136,195,1075,17306,-4655,1085,148,-30,2,-6,2,636,13416,921,-88,143,13416,1565,1476,1645,1643,744,-177,685,-163,808,-93,0,139
21976,-306,190,-117,-195,927,8883,-3617,-73,23,19,2,2,2,637,13458,900,-113,143,13416,1511,1539,1619,1663,711,-552,640,-497,701,-701,163,136
22026,-350,56,31,116,1171,3390,-8317,-1233,224,14,0,36,0,637,13458,898,-128,148,13458,1558,1494,1629,1654,804,-779,722,-700,807,-1040,132,138
22076,32,34,-131,-81,1111,23898,-6547,109,188,-2,0,37,0,636,13416,905,-110,143,13416,1566,1474,1632,1656,636,-1052,576,-952,595,-1514,112,138
22126,1399,65,-22,282,937,19992,-5143,-806,270,5,4,71,0,636,13416,889,210,143,13416,1542,1494,1633,1660,585,-1009,520,-897,571,-1344,153,137
22176,1880,170,-42,237,1162,21151,-5448,-1965,193,13,4,66,0,637,13458,891,-478,143,13416,1552,1480,1635,1660,601,-1149,536,-1023,579,-1500,193,143
22226,2280,-40,-23,-168,915,23837,-4227,-379,12,-4,4,44,0,636,13416,857,-294,143,13416,1563,1464,1640,1662,569,-960,487,-823,551,-1253,255,139
22276,74,1526,1485,1654,1656,399,-1219,338,-1032,387,-1301,163,141,,,,,,,,,,,,,,,,,,
22326,2212,16,69,-62,878,10165,-4349,-2210,16,14,2,43,0,637,13458,842,-252,148,13458,1551,1479,1622,1674,371,-1242,313,-1046,441,-1332,234,139
22376,2311,6,213,240,1084,6076,-10514,-2576,35,24,4,43,0,637,13458,811,-342,148,13458,1547,1470,1647,1665,344,-1400,279,-1135,386,-1416,142,140
22426,1981,-31,-164,-13,640,4244,-6425,-2576,29,-18,2,41,1,637,13458,823,-290,148,13458,1527,1475,1657,1663,370,-1222,305,-1006,319,-1221,234,142
22476,1635,149,-70,19,715,3268,-4349,-2515,61,1,2,40,0,636,13416,795,-269,143,13416,1545,1467,1636,1675,151,-1406,120,-1118,101,-1466,214,138
22526,1486,-4,-130,106,1153,7174,-6669,-2026,75,-8,2,39,0,638,13500,803,-250,152,13500,1553,1452,1648,1672,116,-1473,93,-1182,34,-1580,142,139
22576,1533,-184,-85,-118,1151,13095,3462,-2576,57,-32,4,39,-1,638,13500,775,-239,152,13500,1537,1470,1657,1666,-6,-1574,-4,-1219,-178,-1647,193,144
22626,1712,-65,156,37,935,11203,9443,-2881,83,-20,4,45,-5,636,13416,764,-269,143,13416,1515,1480,1656,1674,-126,-1425,-96,-1089,-311,-1508,142,143
22676,1593,194,111,51,1120,10226,5110,-2088,314,-48,4,89,-14,637,13458,761,-262,148,13458,1535,1475,1661,1657,-253,-1573,-192,-1197,-396,-1727,163,147
22726,1971,870,-125,-124,957,19686,5354,-2576,200,-67,2,76,-25,636,13416,754,-248,143,13416,1546,1462,1650,1664,-280,-1501,-211,-1131,-454,-1756,153,149
22776,2279,1160,-64,-76,884,14315,4439,-562,352,-104,4,111,-39,639,13543,729,-277,155,13543,1519,1500,1644,1675,-332,-1418,-242,-1034,-507,-1600,0,147
22826,2385,923,73,-68,1131,19869,10847,-2881,383,-170,2,118,-50,648,13927,717,-299,192,13927,1558,1486,1659,1670,-332,-1418,-238,-1017,-507,-1600,0,148
22876,2962,1649,-120,-81,1093,30307,20491,-2149,506,-222,2,152,-69,649,13970,695,-293,192,13927,1550,1495,1663,1667,-553,-1551,-384,-1078,-918,-1863,122,153
22926,3516,2199,-82,-117,802,30795,22871,-1660,558,-306,2,174,-96,648,13927,665,-350,192,13927,1531,1529,1641,1684,-639,-1463,-425,-973,-1006,-1822,0,150
22976,4465,3172,-3,30,1062,31222,22566,-2088,606,-265,4,197,-107,649,13970,653,-358,199,14013,1557,1499,1668,1659,-787,-1402,-514,-915,-1122,-1701,0,149
23026,4807,3539,-10,-159,833,33663,25435,-867,586,-234,2,203,-107,649,13970,646,-313,195,13970,1545,1499,1672,1666,-488,-1143,-315,-738,-797,-1481,122,151
23076,5557,3711,15,179,1118,35922,19880,-12,640,-228,4,220,-110,650,14013,634,-313,199,14013,1553,1498,1657,1675,-667,-1062,-423,-673,-981,-1440,0,147
23126,5508,4053,6,-124,1190,38058,19331,-684,576,-163,4,212,-103,650,14013,595,-291,199,14013,1584,1454,1679,1655,-667,-1062,-397,-632,-981,-1440,0,148
23176,6717,4162,-125,335,1260,34518,16951,-440,392,-100,2,189,-90,649,13970,611,-241,195,13970,1568,1487,1662,1663,-843,-786,-515,-480,-947,-890,142,149
23226,6333,4206,-104,91,1107,15719,12617,-317,257,-14,2,161,-74,650,14013,593,-222,199,14013,1557,1497,1675,1651,-740,-540,-439,-320,-768,-374,142,147
23276,6003,3925,-137,273,1267,14193,4072,-256,111,64,2,123,-54,652,14100,589,-227,199,14013,1584,1477,1655,1666,-717,-125,-422,-73,-522,24,153,143
23326,5007,3586,-99,18,1236,5648,-4594,-134,-180,239,0,52,-14,651,14056,553,-216,204,14056,1567,1501,1659,1659,-618,59,-342,32,-381,314,0,138
23376,4527,2792,38,79,1163,-11807,-1420,-1416,-251,179,2,30,-14,650,14013,559,-281,204,14056,1536,1524,1679,1651,-479,750,-267,419,-346,1328,142,145
23426,2604,2838,-174,-178,880,-20840,-1115,-195,-303,226,2,-8,-1,671,14933,519,-329,284,14933,1565,1524,1664,1674,-470,431,-243,223,-289,1041,0,144
23476,1688,2197,129,198,1142,-16079,-12589,536,-251,212,2,-22,0,671,14933,497,-362,284,14933,1582,1531,1658,1699,-470,431,-233,214,-289,1041,0,143
23526,296,1660,-41,-48,1005,-19619,-19242,-1355,-148,148,2,-21,0,673,15022,501,-331,291,15022,1543,1546,1677,1705,-470,431,-235,216,-289,1041,0,144
23576,-413,558,-148,169,1332,-18460,-14786,170,-73,41,4,-23,0,673,15022,494,-240,284,14933,1580,1543,1666,1684,-470,431,-232,213,-289,1041,0,141
23626,-1095,76,-21,-142,1138,-12295,-6913,536,-32,4,4,-22,0,673,15022,426,-358,291,15022,1566,1557,1668,1689,-470,431,-200,183,-289,1041,0,139
23676,-921,120,69,27,1124,-13882,-4044,536,-40,18,2,-23,0,672,14978,390,236,296,15067,1586,1556,1669,1676,-470,431,-183,168,-289,1041,0,136
23726,-1855,-61,69,-152,726,-17849,-5143,780,-41,3,2,-35,0,673,15022,384,-385,291,15022,1578,1535,1674,1688,-470,431,-180,165,-289,1041,0,138
23776,-2195,-454,-31,-96,1238,-18826,-1237,1757,-103,-42,4,-56,0,674,15067,358,-401,291,15022,1571,1562,1671,1678,-470,431,-168,154,-289,1041,0,144
23826,-2707,-437,-21,-91,955,-24075,715,1574,-163,-114,2,-76,-14,673,15022,357,-350,291,15022,1594,1559,1655,1677,-470,431,-167,154,-289,1041,0,144
23876,-3245,245,-8,-192,1075,-25906,4255,658,-155,-47,4,-83,-13,674,15067,320,-241,287,14978,1569,1564,1674,1672,-470,431,-150,138,-289,1041,0,143
23926,-3046,412,162,189,1151,-27615,7490,231,-303,-22,0,-115,-13,674,15067,331,-217,296,15067,1558,1560,1689,1674,-470,431,-155,142,-289,1041,0,144
23976,-4382,571,26,-98,686,-37442,3828,-317,-321,49,2,-136,0,673,15022,340,-158,291,15022,1537,1574,1685,1682,-470,431,-159,146,-289,1041,0,140
24026,-4746,828,113,220,1026,-31338,2669,170,-250,76,2,-136,-1,673,15022,287,-195,291,15022,1556,1542,1695,1684,-470,431,-134,123,-289,1041,0,142
24076,-4805,1300,-149,-46,964,-24380,8528,-745,-275,92,2,-137,0,673,15022,292,-98,291,15022,1568,1537,1707,1665,-470,431,-137,126,-289,1041,0,142
24126,-4871,1666,-125,118,1012,-27371,5903,-1599,-226,129,4,-131,0,673,15022,299,-38,291,15022,1544,1562,1684,1688,-470,431,-140,129,-289,1041,0,145
24176,-5166,1230,-21,-138,1317,-24563,-2518,-1111,-189,102,2,-125,-1,673,15022,303,13,296,15067,1565,1555,1683,1681,-470,431,-142,130,-289,1041,0,146
24226,-5038,699,37,-99,965,-16873,5110,-1416,-197,60,4,-125,0,672,14978,344,192,287,14978,1548,1534,1708,1684,-470,431,-161,148,-289,1041,0,140
24276,-4492,1465,-163,269,1475,-22671,2730,-1172,-219,111,4,-125,-1,672,14978,332,178,284,14933,1552,1555,1680,1684,-470,431,-156,143,-289,1041,0,146
24326,-4255,1668,-74,64,1167,-21878,-7279,-1538,-228,145,4,-120,0,673,15022,349,308,291,15022,1523,1585,1686,1684,-470,431,-164,150,-289,1041,0,144
24376,-4375,776,155,40,1170,-22000,-3251,-1904,-146,73,2,-106,-2,673,15022,382,359,296,15067,1542,1558,1689,1691,-470,431,-179,164,-289,1041,0,143
24426,-4462,307,167,125,1332,-11074,-4960,-2637,-107,38,2,-101,0,673,15022,395,321,291,15022,1573,1535,1689,1681,-470,431,-185,170,-289,1041,0,143
24476,-3842,186,-106,-73,1083,-3262,-9415,-379,-172,7,2,-101,0,672,14978,416,427,296,15067,1553,1518,1692,1712,-470,431,-195,179,-289,1041,0,141
24526,-3151,-85,-11,115,805,-11929,-10331,-2026,-149,-7,4,-87,0,672,14978,414,435,287,14978,1536,1571,1670,1703,-470,431,-194,178,-289,1041,0,142
24576,-3244,-821,14,-192,1009,-15896,-10209,-3064,-177,-74,4,-87,-1,672,14978,476,481,291,15022,1544,1547,1685,1699,-470,431,-223,205,-289,1041,0,146
24626,-2901,-824,31,-16,942,-9732,-3800,-1904,-180,-75,4,-86,-1,673,15022,492,525,291,15022,1560,1523,1690,1700,-470,431,-231,212,-289,1041,0,142
24676,-2367,-562,-4,146,1229,-5276,-3617,-1111,-215,-52,2,-87,0,647,13884,520,587,255,14623,1560,1516,1672,1691,-470,431,-244,224,-289,1041,0,142
24726,-2029,-666,49,-43,1053,-8999,-1420,-1294,-246,-59,-2,-97,-1,636,13416,540,559,143,13416,1529,1464,1661,1669,-470,431,-253,233,-289,1041,0,144
24776,-1875,-345,-10,198,1034,-13821,-1847,-684,-458,-37,0,-127,-1,637,13458,559,551,148,13458,1544,1479,1644,1663,-470,431,-262,241,-289,1041,0,145
24826,-1769,-344,-95,224,1108,-21939,-1847,-134,-522,-45,0,-138,-1,638,13500,606,563,152,13500,1511,1517,1648,1656,-470,431,-284,261,-289,1041,0,145
24876,-2587,67,-87,-54,725,-23342,-565,-256,-516,-9,0,-145,0,636,13416,622,562,143,13416,1530,1516,1637,1650,-470,431,-292,268,-289,1041,0,139
24926,-3400,43,-41,-31,840,-18338,410,-562,-407,-4,-2,-139,0,637,13458,621,515,148,13458,1535,1517,1633,1648,-470,431,-291,268,-289,1041,0,139
24976,-3598,-352,-2,124,972,-17422,3706,719,-305,-36,2,-126,0,636,13416,700,566,143,13416,1526,1511,1657,1636,-470,431,-329,302,-289,1041,0,140
25026,-3901,24,-178,23,1019,-6558,6270,597,-148,-18,2,-99,0,637,13458,703,523,148,13458,1540,1505,1635,1652,-470,431,-330,303,-289,1041,0,138
25076,-4021,42,42,-103,776,2291,471,780,-10,-4,2,-71,-2,637,13458,737,471,143,13416,1521,1534,1616,1662,80,-246,59,-181,89,-508,0,130
25126,-3417,-34,-92,108,1011,10043,349,-501,211,-64,4,-21,-10,639,13543,757,437,155,13543,1562,1499,1640,1644,80,-246,61,-186,89,-508,0,136
25176,-2633,49,8,-43,951,18771,1692,902,119,-26,4,-23,-6,638,13500,758,325,152,13500,1549,1500,1648,1642,80,-246,61,-186,89,-508,0,131
25226,-1682,397,-126,-60,710,18893,2852,-440,205,-50,2,11,-13,638,13500,748,292,152,13500,1552,1499,1628,1661,83,-936,62,-700,115,-1386,112,140
25276,-467,219,13,128,976,20541,-77,-195,112,-48,2,9,-13,639,13543,766,263,152,13500,1559,1481,1639,1657,-117,-345,-89,-264,-109,-766,0,136
25326,261,1014,-123,-88,975,24874,3584,-195,205,-95,2,45,-34,640,13585,791,238,159,13585,1537,1491,1643,1664,-117,-345,-92,-273,-109,-766,0,140
25376,1177,906,-43,20,868,29086,3584,-73,238,-100,2,65,-34,637,13458,782,201,148,13458,1566,1477,1634,1654,64,-1087,50,-850,0,-1683,153,136
25426,2398,1569,-19,-83,1088,35067,6209,-1233,149,-35,4,71,-34,637,13458,797,180,148,13458,1572,1461,1649,1647,64,-1087,51,-866,0,-1683,0,138
