626,-46,64,45,-41,944,-977,-482,-3793,0,14,0,0,0,0,0,137,86,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,155,-269,28,90,973,670,-360,418,0,-20,2,0,0,0,0,83,-51,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,-29,52,-31,-73,1005,-794,1287,-192,-1,-2,2,0,0,0,0,46,-58,-1600,0,1150,1150,1150,1173,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,68,-158,146,37,1044,426,-1275,-3366,-2,4,-2,0,0,0,0,75,-9,-1600,0,1150,1155,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,130,-17,-151,-14,1052,-488,921,4995,-13,-13,0,0,0,0,0,59,-22,-1600,0,1150,1150,1156,1186,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,50,-12,178,-42,1059,914,-726,-5624,-4,12,-2,0,0,0,0,32,-110,-1600,0,1150,1156,1150,1150,0,0,0,0,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,194,-122,-81,-34,946,-305,-482,1760,-17,-19,-2,0,0,0,0,94,11,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,163,90,23,-47,978,1159,738,-924,-15,10,-4,0,0,0,0,114,22,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,-12,-241,22,3,951,-549,189,-2389,1,-19,-4,0,0,0,0,74,113,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,248,11,-67,17,1008,670,616,2554,-13,-6,-2,1,0,0,0,40,-106,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,48,-203,107,-42,967,60,-238,-4708,-1,-6,-4,1,0,0,0,74,-26,-1600,0,1151,1150,1150,1150,0,0,0,0,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,249,-44,-103,122,973,304,6,5667,-5,-11,-2,0,0,0,0,90,-18,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,151,-26,78,-91,936,-122,372,-1290,-20,5,-2,0,0,0,0,98,88,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,-42,-227,-17,42,994,-366,-1702,967,1,-14,0,0,0,0,0,84,48,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,193,64,-50,-39,946,853,738,3347,-21,0,0,0,0,0,0,118,19,-1600,0,1150,1150,1150,1174,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,-126,-101,91,-54,988,-61,-1214,-4220,5,0,-2,0,0,0,0,110,127,-1600,0,1165,1150,1150,1150,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,50,20,-107,22,1060,975,-177,4263,-1,-4,-2,0,0,0,0,56,-82,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,-98,36,77,-84,916,0,-115,-4098,6,11,0,1,0,0,0,124,-49,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,59,-39,-88,89,931,1098,-54,1882,15,-20,0,2,-1,0,0,100,-12,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,-103,114,-58,-95,1040,-244,1043,-1535,3,4,0,0,0,0,0,117,88,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,-33,-125,46,107,930,1647,-909,-3121,18,-5,2,0,0,0,0,46,-20,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
