time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,
15350000,-1605,2258,-341,27,149,-3759,12727,7286,8866,-7333,240,-80,-3520,648,523,-64,480000
15401000,-1565,2611,685,165,1458,-4248,-4972,2952,4219,-5050,240,-839,-3480,649,549,205,549000
15450000,-1409,2241,285,-172,417,1428,-3568,1060,-2734,-4176,359,-1879,-2960,649,501,-32,527000
15501000,-1321,2130,-45,-123,93,-7177,-639,2708,-3709,-3659,240,-1959,-2760,648,558,28,558000
15550000,-1354,1686,430,-42,1277,-6018,-13578,694,-5148,-4380,359,-2239,-2439,648,537,200,528000
15601000,-1204,1785,-32,-74,635,-4248,6441,-3455,-5785,-4039,240,-2200,-2480,648,541,-48,541000
15650000,-1272,1856,-663,114,1224,-10473,-14921,2952,885,-3857,359,-1119,-2519,648,531,-56,550000
15701000,-1175,1536,-394,78,-571,1184,-1554,206,5206,-6648,359,-279,-2680,649,575,-387,575000
15750000,-923,1914,254,327,1926,-5285,6868,23,4205,-5609,240,-199,-2879,649,519,-181,552000
15801000,-858,1309,-29,-22,713,878,-13822,2403,3829,-11685,359,-199,-3320,649,560,-196,560000
15850000,-735,1772,-178,10,1674,-2966,23469,-465,-372,-15037,240,-800,-4359,647,550,-3,567000
15901000,-666,2055,94,-215,-508,-1867,-3141,-2235,-2634,-17579,240,-1119,-5080,649,558,-416,558000
15950000,-716,2250,351,46,115,-6811,25972,-3455,-6298,-18769,240,-1799,-5479,647,583,23,587000
16001000,-845,2947,-218,130,205,-6079,7844,511,-6708,-14722,240,-2000,-5479,648,585,39,585000
16050000,-840,2753,240,-3,1281,-9802,10530,-2784,-8134,-15383,240,-2239,-5399,648,580,142,573000
16101000,-1000,3378,236,-180,384,-4187,20906,-2723,-3019,-10354,240,-1519,-5160,648,610,78,610000
16150000,-826,3040,297,-39,538,-280,6746,-5042,-3798,-7203,240,-1000,-775,3500,-286,28,7
16250000,-638,3359,-185,-4,913,-708,-5704,-1868,-14658,4645,240,-3159,-2560,648,645,34,648000
16301000,-889,2778,0,113,1226,-15478,8699,-2662,-24588,6615,240,-5120,-1640,648,647,-48,647000
16350000,-1235,2922,515,-33,1699,-16271,-2836,-3089,-25135,11872,119,-5560,-880,648,673,340,677000
16401000,-1632,2059,318,-11,976,-19506,-6498,-4371,-28874,10809,240,-6599,-199,648,683,92,683000
16450000,-2146,2031,-131,-18,-413,-26342,703,-98,-27047,11343,359,-6799,-80,649,699,166,723000
16501000,-2551,1301,-321,-14,-355,-17126,-12174,-1197,-18650,6868,240,-5759,-119,648,771,136,771000
16550000,-2891,1339,-117,-47,73,-26525,4243,84,-3188,6857,240,-3439,-160,648,770,344,767000
16601000,-3076,845,570,163,1228,-17797,-12662,-1075,9279,1424,240,-1480,-599,649,795,421,795000
16650000,-2827,987,510,89,880,-9497,16633,-281,10852,-1236,359,-959,-1200,649,800,332,788000
16701000,-2415,1128,211,-86,1247,-4492,-9183,-1075,12646,-2042,359,-240,-1480,649,810,461,810000
16750000,-2131,1208,82,197,796,-3637,11873,-220,11927,-5528,240,-80,-2159,647,837,260,864000
16801000,-1878,1491,-281,39,62,-5102,-1554,633,10223,-5980,240,-119,-2519,647,862,409,862000
16850000,-1523,1630,31,-33,152,-7910,9248,755,8159,-13543,240,-119,-3960,635,866,315,894000
16901000,-1270,2293,-55,-98,508,-2233,8699,755,6918,-14803,240,-80,-4839,629,898,371,898000
16950000,-1030,2014,184,190,515,-7666,1741,-1624,5522,-21075,359,-80,-5640,620,920,572,936000
17001000,-958,2701,775,141,1761,-10778,43062,2769,4871,-17543,240,-119,-5720,616,964,597,964000
17050000,-789,2987,813,380,1409,-2722,11812,-98,4126,-13326,359,-80,-5279,612,961,437,966000
17101000,-480,2552,-186,309,861,-1501,16572,2098,2328,-9578,240,-80,-4200,611,969,204,969000
17150000,-321,3159,240,351,1530,5273,17305,2098,1169,3021,359,-119,-2640,611,973,180,958000
17201000,39,2826,725,429,1555,-402,10530,4173,-693,10619,240,-80,-1000,615,988,187,988000
17250000,167,2555,460,118,1020,1245,5586,3807,-1673,13694,359,-119,-199,617,1014,141,997000
17301000,332,2108,-344,-73,1416,1367,-3873,4417,-2630,11561,240,-119,-119,616,1020,292,1020000
17350000,460,1833,-326,-563,-83,-3515,2962,2525,-3375,10191,240,-119,-80,618,1031,-26,1030000
17401000,487,1314,-444,-406,176,8447,-22977,4417,-3298,7405,240,-80,-39,618,1033,152,1033000
17450000,459,1023,260,-131,1075,4846,6807,5699,-2906,5248,240,-39,-119,625,1038,-174,1043000
17501000,334,1261,-225,271,1926,6494,-1066,1365,-2407,6634,240,-80,-119,626,1066,74,1066000
17550000,434,966,240,191,1926,13085,-7413,2281,-2991,4922,240,-80,-119,629,1061,171,1059000
17601000,338,1000,-474,-172,1920,-3332,2656,3135,-2432,5117,359,-80,-119,631,1045,-199,1030000
17650000,127,1550,-1005,-311,259,4602,-10038,4906,8793,7619,240,1640,-240,630,1032,-150,1038000
17701000,380,1461,153,-7,1598,10827,-8390,6614,15459,2219,359,3039,-1080,629,1081,292,1081000
17750000,611,1858,396,220,1926,14550,11140,5455,35975,5685,240,6800,-880,630,1037,208,1045000
17801000,1268,2753,729,373,1926,29565,1008,3197,37266,9728,359,7679,-1080,630,1038,12,1038000
17850000,2245,2798,-255,-22,1670,39147,-9733,4967,44612,2083,359,9920,-2439,629,1034,-229,1046000
17901000,3119,3079,-1017,-229,18,33776,15108,5577,33717,1856,359,8920,-2760,630,1021,-441,1022000
17950000,3857,3340,130,429,1926,43176,1741,6004,9666,6165,240,5520,-2280,629,1021,-416,1018000
18001000,4254,2643,-104,-197,1128,27673,-24015,6492,-15664,11643,240,1559,-640,630,1016,-326,1018000
18050000,3774,2494,-503,20,585,8752,-4789,10216,-22170,13802,359,-39,-119,631,1008,20,1020000
18101000,3217,1862,-189,-5,1480,10827,-27311,2159,-19165,10129,359,-80,-119,631,1010,-492,1010000
18150000,2569,882,-356,-108,-68,1184,-17362,9910,-15403,4432,240,-80,-119,630,1021,-333,1022000
18201000,1814,1012,421,-170,-550,11804,-5949,7530,-11012,5420,240,-80,-80,630,1008,-688,1008000
18250000,1374,237,138,-426,-481,4907,-24015,2037,-8457,916,240,-80,-80,630,1021,-735,1020000
18301000,412,106,184,-318,-531,-1501,-516,7225,-3095,-78,240,-119,-119,630,1008,-536,1008000
18350000,103,-112,526,-157,-32,9729,-20536,1854,-1067,-1584,359,-80,-160,630,1024,-650,1010000
18401000,-464,-267,299,126,1917,329,2717,5638,2237,-2484,240,-80,-160,630,1024,-151,1024000
18450000,-816,444,-3,0,511,8630,-11747,8629,4280,1190,359,-80,-240,630,1033,-623,1015000
18501000,-899,339,888,55,1632,85,-3751,4844,4532,-1279,359,-119,-559,630,1027,-165,1027000
18550000,-1055,842,24,-178,213,4724,-211,6614,5669,-7193,359,-80,-2079,630,1018,-392,1035000
18601000,-966,658,-519,128,1644,695,-8756,9849,5152,-12915,240,-80,-2879,629,1026,23,1026000
18650000,-1015,1003,611,413,1838,-2844,20784,9910,5436,-12766,359,-80,-3200,629,1032,-195,1034000
18701000,-954,876,156,97,538,2160,-2592,8140,5082,-12108,359,-80,-2960,629,1030,17,1030000
18750000,-813,781,-226,129,679,-4553,8088,9117,4034,-10567,359,-119,-2600,630,1034,64,1038000
18801000,-894,1014,-501,-214,-277,-4064,-2897,6859,4733,-7123,359,-80,-2239,630,1039,-388,1039000
18850000,-899,698,-7,-39,172,-5468,9981,6370,2205,-7099,359,-520,-1920,629,1041,57,1028000
18901000,-816,720,-605,-252,-994,-830,-6437,6126,-1999,-5579,359,-1160,-1679,629,1036,-220,1036000
18950000,-979,496,-385,-262,-104,-11999,-6742,7164,-815,-5482,359,-1119,-1440,629,1037,-246,1038000
19001000,-1182,1023,-114,-77,-246,-3759,16633,8323,1524,-795,240,-920,-1160,631,1018,-570,1018000
19050000,-1053,1204,436,457,1926,-9130,2046,4173,1940,954,240,-720,-1039,631,1028,-151,1045000
19101000,-1222,1504,331,260,1926,-11022,15962,6859,5012,2934,240,-360,-1000,630,1045,-276,1045000
19150000,-1204,2129,-368,-29,1731,-2661,5525,6614,5608,7494,240,-240,-839,631,1026,-248,1019000
19201000,-1049,1809,-282,-351,-49,-7299,-16935,5272,4705,7495,240,-240,-520,630,1025,-582,1025000
19250000,-1121,2170,-91,-237,1367,-10900,16817,7164,4892,11454,359,-279,-199,630,1003,-184,1016000
19301000,-768,2151,121,-78,1447,5700,-17667,2525,2841,11108,359,-279,-240,631,998,-108,998000
19350000,-537,1735,-191,-505,-520,-2844,-3507,6065,1729,8693,1799,-240,-240,630,1015,-327,1034000
19401000,-582,2147,130,-15,1245,1733,4182,2952,1991,10854,7440,-240,-279,630,1016,-21,1017000
19450000,-131,1679,135,270,1314,1489,-5216,-98,-630,8370,12240,-240,-240,631,1011,-356,1012000
19501000,0,1625,375,197,1296,-6872,16511,-2906,-925,8053,21720,-160,-240,631,1024,-89,1024000
19550000,142,2073,-784,127,680,146,2351,-6873,-1756,10659,29040,-160,-240,633,1035,107,1030000
19601000,418,1505,522,272,1926,-2905,-10770,-16273,-3133,7355,33480,-119,-240,633,997,56,997000
19650000,174,1394,-573,-5,2,-4980,8577,-22437,-1712,6711,39360,-119,-240,632,1019,-254,1014000
19701000,138,1507,-107,-87,857,-2111,-5338,-25794,-1735,7368,42720,-160,-240,632,989,-358,989000
19750000,106,1287,181,43,1019,-5957,-3019,-29151,-1314,2370,42840,-119,-880,631,1016,-188,1009000
19801000,-24,1637,344,-92,1926,-1135,5403,-27930,-557,-1176,36960,-119,-1840,632,1021,-12,1022000
19850000,27,1784,-351,-305,-1272,2770,-1066,-27747,-1789,-6367,27960,-279,-2879,632,1010,-401,1027000
19901000,-165,2282,923,247,1403,-8642,12544,-19447,-6480,-12308,16080,-1280,-4400,632,1026,-126,1023000
19950000,-348,2349,674,286,1467,-7299,6990,-13404,-16109,-20519,7559,-3120,-5880,631,1001,-139,993000
20001000,-624,2771,121,236,980,-15051,29451,-3333,-14271,-21558,240,-3079,-6480,630,1011,-137,1011000
20050000,-1078,3468,563,445,1877,-13708,20051,1060,-11866,-17273,119,-3120,-6440,630,998,-585,1003000
20101000,-1390,3368,600,266,1926,-11633,16450,2830,-2610,-14829,359,-1840,-5920,631,1000,-19,1000000
20150000,-1606,3733,285,21,1067,-4492,18464,877,8172,-1548,240,-199,-3999,630,1011,-199,988000
20201000,-1459,3028,-112,201,1926,-8825,9370,2891,7320,1326,240,-199,-2799,630,1002,32,1002000
20250000,-1291,2818,-307,62,1714,-1318,10713,4234,7039,3129,240,-80,-2280,631,1001,-577,1000000
20301000,-1113,2781,-612,-152,-691,-5468,-3263,4295,6005,2447,240,-80,-2359,631,1006,-438,1006000
20350000,-959,2970,-538,107,-4,-6567,11690,6309,5112,2388,359,-80,-2560,631,992,-428,980000
20401000,-608,2815,-205,-297,-363,7165,-21635,3990,2840,-1073,3119,-119,-2999,630,1011,-584,1012000
20450000,-447,2338,336,-197,-384,-3576,5525,2159,2134,-4776,3119,-80,-3159,632,996,-403,988000
20501000,-394,2698,86,-92,430,3686,2717,1304,1827,-3378,3359,-80,-3279,632,958,-360,977000
20550000,-144,2563,-36,-266,876,4113,-19865,2708,374,-5792,3600,-80,-3559,632,1003,-282,976000
20601000,-191,3061,-192,159,1108,-3759,13093,6126,413,-3129,3359,-119,-3600,631,958,-313,958000
20650000,-30,3255,222,249,1926,1977,-2714,1365,-289,-1070,3359,-80,-3439,633,967,-66,963000
20701000,178,2471,745,462,1926,-2233,9065,4722,-1733,-4700,5279,-119,-3279,633,950,-342,950000
20750000,252,2412,-35,124,1079,5029,9553,3013,-2163,-3879,7200,-119,-3079,633,933,-494,948000
20801000,490,1465,-557,-273,-512,2160,-15592,267,-3317,-9618,19680,-80,-3120,634,936,-684,936000
20850000,330,1249,-160,-156,-273,-5285,11873,-7728,-2386,-10410,22560,-80,-3040,635,924,-241,915000
20901000,562,1216,-456,-399,-4,11376,-14371,-12977,-3965,-10135,25079,-119,-2960,648,936,-305,936000
20950000,527,1127,897,157,1926,-3820,12239,-13709,-3765,-10184,33360,-119,-2879,650,924,-441,898000
21001000,331,1733,-567,-236,-154,3991,12971,-17677,-2391,-5502,37559,-80,-2680,649,921,-653,921000
21050000,578,1844,72,8,1842,2893,-11076,-22315,-3826,-4392,40320,-80,-2600,648,892,-256,905000
21101000,606,1670,137,-131,38,3015,-2470,-28358,-3991,-4937,46080,-80,-2519,648,889,-350,889000
21150000,788,1668,339,103,1823,7165,-3324,-31348,-5048,-4719,48600,-80,-2480,649,912,-384,897000
21201000,705,1607,41,41,1745,-3759,-2164,-32020,-4568,-5068,50880,-80,-2480,648,877,-386,877000
21250000,726,1712,-188,-472,-721,8020,-4789,-36475,-4686,-1673,50880,-80,-2000,647,885,-397,877000
21301000,838,1426,659,96,1926,2526,-6254,-35316,-5339,-545,51960,-80,-1519,648,852,-281,852000
21350000,687,1054,384,348,1406,2648,703,-39466,-4461,1016,57600,-80,-880,649,862,-284,852000
21401000,709,843,-104,-311,-327,2587,-13029,-41114,-4586,1880,57720,-80,-520,647,855,-517,855000
21450000,551,854,677,125,1926,1367,-4728,-41236,-3673,3570,56160,-80,-240,648,831,-180,840000
21501000,598,958,137,128,265,7104,-578,-41663,-3946,4178,43680,-80,-240,647,854,-90,854000
21550000,610,887,159,141,827,-97,-5949,-37025,-4011,3994,36240,-80,-199,648,856,-167,857000
21601000,554,880,-923,-196,-1142,3381,-7474,-25611,-3690,3724,27359,-80,-240,648,866,-530,851000
21650000,558,1473,-231,126,1077,-3210,398,-20667,-3713,6241,18840,-80,-399,646,850,-117,848000
21701000,650,1384,608,366,698,3137,-89,-12916,-4244,4791,240,-80,-559,646,828,-601,828000
21750000,773,1691,306,-316,113,8081,-1737,-648,-4960,5648,240,-80,-720,645,855,-449,844000
21801000,812,1744,55,-240,1926,3198,-8146,-4066,-5187,6188,240,-80,-679,645,851,-14,851000
21850000,771,1778,-436,-494,1027,-1379,4793,-953,-4951,8243,240,-80,-360,646,848,-165,866000
