time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,height,heightRate,
48301000,282,1732,-411,113,376,-6506,-10160,-2601,-3039,-2254,240,-240,-2120,645,787,-641,787000
48350000,-3,1117,-149,145,668,-12182,12544,-770,-7654,-1872,359,-1319,-1440,643,760,-590,787000
48401000,-415,999,-902,-99,559,-7299,-6498,-1319,-5490,-2557,240,-1360,-1440,643,750,-531,750000
48450000,-749,515,-520,271,1926,-16333,6135,3258,-4479,-4676,359,-1519,-1319,644,733,-315,754000
48501000,-1091,523,812,241,1926,-8154,-4179,-953,-5283,-3933,720,-2000,-1200,647,720,-664,720000
48550000,-1158,273,562,-272,1926,-5957,-7841,-5347,-4893,-3295,240,-2000,-839,644,717,-673,739000
48601000,-1377,521,672,41,1167,-14929,11934,-4554,-2920,-1849,240,-1879,-839,644,719,-496,714000
48650000,-1577,328,91,-66,-86,-6018,-17118,-5836,1959,-1808,240,-1239,-640,644,701,-717,718000
48701000,-1529,276,-61,128,215,-5712,6257,-2845,5637,-2811,359,-559,-759,645,698,-384,698000
48750000,-1482,551,34,109,889,390,-12846,-3089,7224,-981,240,-240,-720,644,693,-656,684000
48801000,-1404,166,594,173,1926,-6628,-1554,-3272,6768,-3684,240,-240,-800,643,672,-452,665000
48850000,-1188,678,448,-239,1344,5090,-11198,-5042,5980,-708,359,-160,-800,643,674,-380,638000
48901000,-875,387,-758,-251,-652,390,-20414,-3272,4157,-4023,240,-160,-1080,644,636,-548,636000
48950000,-705,413,-370,98,8,-1867,-6498,-1014,3405,-4337,359,-119,-1160,643,643,-481,650000
49001000,-593,502,-625,-52,299,8813,-15165,-2296,2985,-5217,240,-80,-1399,644,621,-629,621000
49050000,-529,532,-515,-222,602,1550,-28,-1502,2611,-5972,240,-80,-1560,644,648,-652,632000
49101000,-570,943,249,-175,1926,4846,-10465,-1258,2853,-4278,240,-80,-1679,645,605,-226,605000
49150000,-331,793,148,56,1926,8203,-4057,-526,1696,-4689,240,-39,-1599,643,609,-347,619000
49201000,-307,1190,-100,-60,593,-5651,-5521,-1929,1089,-2378,240,-119,-1599,644,601,-520,601000
49250000,-181,967,13,45,2,4602,-9428,-1563,356,-3443,240,-119,-1560,644,582,-173,585000
49301000,68,1403,263,-96,150,2526,5159,1243,-861,-1142,240,-80,-1599,644,566,-409,566000
49350000,42,1214,195,-125,-515,2099,-17362,1365,-709,-2241,480,-80,-1599,645,573,-489,560000
49401000,169,987,-312,-119,1808,9301,2046,4356,-1448,-3096,359,-80,-1519,644,552,-49,552000
49450000,189,1344,-184,-170,1610,1123,-6803,877,-1332,-1253,240,-39,-1560,645,556,-296,570000
49501000,-27,988,-194,18,1926,1550,-14555,1243,-305,-3087,240,-80,-1519,645,558,-214,558000
49550000,-40,1305,-423,213,1512,5090,7722,3563,-228,-1244,119,-80,-1519,645,548,-261,526000
49601000,-143,1277,-254,235,322,-6079,-13761,3624,367,-1407,359,-80,-1519,661,548,-525,548000
49650000,-320,1203,-98,186,1287,-4125,8760,4539,1400,-2071,240,-80,-1560,663,525,-118,517000
49701000,-266,1615,635,78,1926,1611,-5643,572,1081,320,359,-80,-1560,664,505,-569,505000
49750000,-414,1571,-111,-383,1053,4541,-7597,1121,1713,-168,119,-119,-1599,662,538,-418,503000
49801000,-325,1994,43,-336,690,7409,-394,2891,1425,2755,240,-80,-1519,663,479,-597,479000
49850000,-328,2014,200,-77,1132,-1074,-9977,-98,1447,2641,240,-80,-1560,663,452,-288,484000
49901000,-301,2062,-360,151,1174,3076,3938,2220,1288,2456,359,-80,-1640,663,485,-337,485000
49950000,-366,2032,377,325,1926,-1745,-3690,4417,1664,2282,240,-80,-1640,663,423,-342,435000
50001000,-342,1903,142,382,1864,268,10225,5394,1757,1068,359,-39,-1720,662,440,-174,440000
50050000,-269,2122,63,18,1926,8813,-3385,3868,868,2574,599,-119,-1679,665,464,-81,446000
50101000,-259,1738,450,63,1926,1245,-4972,2464,1040,338,720,-80,-1679,666,400,-382,400000
50150000,-312,2212,-371,-334,750,9179,9797,511,1349,2864,119,-80,-1720,661,408,-542,440000
50201000,-293,2253,-140,-364,614,756,-14494,5394,1242,3567,240,-80,-1640,662,422,-212,422000
50250000,-267,1826,199,79,1926,85,9614,7286,856,1319,240,-119,-1599,662,410,-274,410000
50301000,-275,2529,-335,104,226,5029,6746,7286,-3745,9123,240,-920,-959,663,448,-41,407000
50350000,-396,1858,393,252,1116,-6079,-12235,8873,-15831,10107,240,-3120,-119,663,410,-167,395000
50401000,-866,1547,153,252,1926,-7360,7783,5699,-16820,8298,119,-3760,-119,662,393,71,393000
50450000,-1316,2187,43,34,1105,-8947,-4240,7591,-21642,12249,119,-5039,-80,662,404,-122,369000
50501000,-1622,1684,749,-30,1416,-13281,93,7652,-19630,9094,240,-5000,-119,663,399,106,399000
50550000,-2091,1881,-321,-437,-157,-14440,-211,6798,-10860,10237,240,-3960,-119,662,396,118,393000
50601000,-2350,1761,634,166,1875,-10656,-13578,1793,-4239,9074,119,-3079,-199,662,425,393,425000
50650000,-2454,1319,300,-131,707,-7116,-11076,5272,6131,4878,119,-1399,-479,661,453,178,447000
50701000,-2326,1541,-203,-62,1010,-341,764,6187,10266,5702,240,-559,-559,662,476,367,476000
50750000,-1963,1534,225,-201,1926,2099,-4911,755,11182,3803,1080,-39,-880,669,495,119,508000
50801000,-1707,1851,322,-72,1926,1733,2473,4844,9458,5879,119,-80,-839,663,499,247,499000
50850000,-1289,1842,490,28,1579,4907,-5704,2586,7030,6060,119,-80,-800,662,515,-124,529000
50901000,-1131,1731,223,-275,1069,5761,3816,206,6110,5416,119,-80,-800,661,536,234,536000
50950000,-913,1015,-329,-503,-1450,10400,-23832,3013,5078,786,119,-39,-880,662,560,16,538000
51001000,-653,207,122,-143,1506,2221,6746,2281,3102,-3906,119,-119,-880,661,557,338,557000
51050000,-567,123,-1009,-62,-421,-36,-9367,4112,2832,-4162,240,-80,-839,661,583,284,586000
51101000,-504,157,-986,-348,-1349,8508,-5094,4173,2697,-4199,240,-39,-880,661,598,-382,598000
51150000,-412,847,21,126,-100,-952,13887,3685,1932,43,119,-80,-839,661,571,-53,592000
51201000,-333,581,-723,-75,-87,5395,-17057,5455,1707,-1502,240,-39,-839,661,603,-134,603000
51250000,-181,826,48,399,1553,451,23164,5699,592,-78,240,-80,-839,661,614,21,615000
51301000,-119,1415,-114,173,453,2832,-3080,4600,463,3111,240,-39,-880,662,644,-79,644000
51350000,-2,933,-616,148,-183,3442,-5888,10643,-683,313,240,-119,-880,661,637,279,651000
51401000,2,1623,410,177,1749,1489,15169,6370,-481,4090,119,-80,-920,660,671,101,671000
51450000,-7,1215,27,-233,653,5273,-26029,2464,-189,-374,119,-39,-1280,660,705,377,704000
51501000,16,1414,-293,-31,730,2587,20051,7286,-558,779,240,-80,-1280,661,735,316,735000
51550000,-70,2170,509,-169,862,3259,-5155,3380,174,4711,240,-39,-1360,659,762,425,761000
51601000,-138,1615,-481,-493,-759,5456,-16264,5089,341,1020,119,-80,-1440,657,778,341,778000
51650000,-180,2184,11,126,1329,-158,14741,2952,814,3864,240,-39,-1519,635,796,453,809000
51701000,-249,2140,149,-400,-503,7043,-17240,938,983,3604,119,-80,-1519,635,834,125,834000
51750000,-298,1768,-605,-284,-933,2954,-3019,2708,1271,1674,119,-80,-1480,635,868,558,854000
51801000,-338,2339,44,98,-565,-463,11873,3258,1732,4994,240,-39,-1480,636,917,435,917000
51850000,-323,2029,-476,-297,-962,878,-16935,3929,1416,-1455,240,-80,-2280,636,925,301,944000
51901000,-319,2092,129,-291,1168,6921,9187,755,1160,-2252,119,-119,-2480,635,944,623,944000
51950000,-205,2188,-591,-448,727,4052,-16508,1304,-4620,-1461,240,-1000,-2439,636,967,168,954000
52001000,-314,1701,344,-129,1748,-3271,2839,-37,-3753,-3827,119,-959,-2359,635,973,512,973000
52050000,-346,1776,103,-158,1554,1245,-3080,511,-5194,-2926,119,-1239,-2280,636,1006,453,981000
52101000,-464,1532,832,221,1536,-10107,3267,3197,-7763,-2487,240,-1799,-1959,637,989,324,989000
52150000,-757,1378,-32,-100,305,-5224,-7413,755,-12802,-126,240,-2960,-1399,637,1026,226,1032000
52201000,-1114,1302,44,-230,-884,-16027,3450,1427,-11189,130,240,-3040,-1280,638,1035,142,1035000
52250000,-1530,1210,550,-87,649,-16149,-6742,-1929,-12724,3314,240,-3719,-640,639,1053,160,1051000
52301000,-1838,1117,-158,59,1926,-17309,11629,3074,-12567,5331,119,-3999,-199,638,1059,467,1059000
52350000,-2168,1420,847,256,1926,-14868,2962,-1014,-10645,7557,240,-3999,-119,640,1083,-106,1079000
52401000,-2345,808,556,53,1926,-13952,-10526,267,-9617,4000,240,-3999,-119,641,1094,264,1099000
52450000,-2407,856,-111,-312,1837,-7543,2290,-2174,-1353,1955,240,-2640,-520,641,1130,42,1116000
52501000,-2275,703,622,321,1857,-12854,-944,-953,11833,-2883,119,-240,-1200,640,1130,122,1130000
52550000,-2032,595,5,-153,948,-1562,-3690,-2418,11347,-3748,119,-80,-1239,640,1140,-10,1127000
52601000,-1629,1019,-244,-274,974,-5957,-2653,450,9005,-1280,119,-80,-1239,640,1145,106,1145000
52650000,-1481,737,-140,-290,577,-6262,-12968,84,7913,-2687,240,-119,-1200,640,1148,141,1157000
52701000,-1296,1183,68,-234,-659,-2111,11995,2586,7069,367,240,-80,-1119,642,1143,-321,1143000
52750000,-1109,1394,-200,-423,-259,-3942,-12785,-404,5986,1363,240,-80,-1160,642,1153,57,1159000
52801000,-1079,1349,-278,-443,-592,-4675,11079,-281,5811,1100,119,-80,-1160,643,1168,-82,1168000
52850000,-915,1692,-128,-60,910,-4736,1192,-1197,4857,1233,240,-80,-1480,657,1165,-34,1162000
52901000,-710,1762,204,-228,-313,1550,11567,2403,3898,-4402,359,-39,-2519,656,1172,-304,1172000
52950000,-618,2019,296,-117,55,-402,13154,-1319,28240,-10119,240,4240,-3760,655,1179,95,1181000
53001000,-183,2119,705,-102,985,17541,15474,-709,39201,-8607,240,6559,-3600,656,1174,135,1174000
53050000,674,2382,843,32,1365,24804,14131,-1807,34444,-1266,240,6600,-2600,656,1177,101,1174000
53101000,1432,2391,772,485,1640,20471,24934,2830,29803,2274,359,6559,-2000,656,1189,243,1189000
53150000,2129,2787,696,8,795,32373,15840,-281,11800,12020,240,4159,-720,656,1174,-232,1181000
53201000,2614,2836,-127,-259,-1029,22241,3206,1365,-2643,15328,119,2160,-199,655,1176,-249,1176000
53250000,2686,2718,328,-136,389,16748,3816,-3211,-15846,15571,240,-39,-39,655,1190,-323,1185000
53301000,2307,2491,341,361,1926,4785,7295,755,-13877,13786,240,-80,-119,656,1212,127,1212000
53350000,1997,2051,314,225,1926,13574,-2592,-220,-12076,11226,240,-80,-119,656,1211,-532,1200000
53401000,1636,1557,-33,74,1926,1550,-4850,1732,-9975,8120,119,-80,-160,655,1204,18,1204000
53450000,1301,1227,556,89,1926,6066,-6437,-3944,-8031,6669,119,-80,-80,655,1203,-126,1220000
53501000,1032,939,473,508,1635,-5895,5281,1365,-6464,4998,119,-80,-80,656,1224,-51,1224000
53550000,700,836,374,223,1240,878,-6742,2830,-4302,4627,240,-39,-39,655,1228,242,1197000
53601000,474,738,292,32,600,-97,-8146,3197,-3222,5685,240,-80,239,655,1208,-17,1208000
53650000,157,590,414,-79,1104,-2355,-11381,-3150,-1146,8547,119,-39,880,655,1212,142,1223000
53701000,11,293,566,331,1926,85,1497,2708,-533,3334,240,-80,280,654,1219,320,1219000
53750000,-136,169,360,82,1335,5761,-4118,2281,326,754,240,-80,-39,603,1228,-314,1233000
53801000,-286,143,-15,-301,609,4296,-10404,3319,1433,371,119,-39,-80,554,1253,146,1253000
53850000,-368,340,17,-158,1049,3747,-5094,-1807,1674,1516,119,-80,-80,549,1252,-206,1259000
53901000,-526,391,-583,-12,333,-6994,-8756,-1502,2361,1810,0,-119,-80,596,1261,-380,1246000
53950000,-642,358,-827,-326,-27,5029,-16508,2403,3267,1384,119,-80,-119,622,1245,-80,1250000
54001000,-474,392,-798,-240,1312,10156,-22367,3380,2292,1813,119,-80,-80,628,1234,96,1234000
54050000,-363,299,-230,-102,53,-97,-12540,4906,1646,1274,119,-80,-80,635,1243,238,1242000
54101000,-369,900,-538,-166,1046,9423,2229,2891,1680,4767,119,-80,-80,671,1221,226,1221000
54150000,-387,757,-1037,-312,508,268,-18644,1732,2022,3473,119,-39,-160,677,1209,-88,1214000
54201000,-549,729,-190,217,1745,-2050,4976,3319,2962,2847,240,-39,-240,685,1206,-210,1217000
54250000,-605,842,-35,180,1458,2893,2229,5638,3285,2574,240,-39,-399,685,1194,-173,1183000
54301000,-645,805,-462,67,1424,-4003,-2592,511,3289,2357,119,-80,-399,685,1195,2,1195000
54350000,-790,797,49,303,1864,-4797,4365,3807,4129,2540,240,-80,-360,684,1183,26,1190000
54401000,-778,472,791,343,1737,-2783,-2653,2342,4063,887,240,-80,-319,684,1184,112,1184000
54450000,-1007,739,-496,-365,45,-3881,3694,3624,5390,3133,119,-80,-199,685,1153,10,1181000
54501000,-1032,539,-51,-153,782,-708,-8207,4356,5535,2205,240,-80,-160,684,1169,-16,1169000
54550000,-1206,888,168,-20,1904,-7238,6990,-1136,6781,4002,240,-39,-199,684,1167,59,1174000
54601000,-1176,739,-192,-19,774,3259,-15287,-2845,6604,3368,240,-39,-160,684,1174,155,1174000
54650000,-1108,913,-252,40,-230,-6750,14375,3258,5976,4148,240,-80,-199,684,1182,132,1185000
54701000,-1140,1204,-699,105,523,-769,-4423,-1380,6399,5840,240,-39,-199,684,1198,137,1198000
54750000,-810,810,544,477,1529,6066,-1920,-1136,4244,3547,240,-80,-199,682,1200,348,1186000
54801000,-739,878,123,-317,315,-4187,1924,511,3834,3244,119,-80,-319,658,1207,188,1207000
54850000,-682,563,-607,-369,291,2587,-19620,-3822,3501,-1839,119,-80,-880,653,1208,119,1212000
54901000,-405,790,-612,-336,-595,-3637,20601,-220,2122,-2148,240,-39,-1160,650,1214,-145,1214000
54950000,-439,1340,-489,-46,0,-7910,7539,1549,2321,1511,240,-39,-1080,650,1243,358,1233000
55001000,-287,1127,176,138,1560,-6811,215,1610,1203,2833,240,-80,-640,650,1264,76,1271000
55050000,-150,1626,233,450,1926,-3576,15779,-220,643,6667,240,-39,-479,651,1281,322,1268000
55101000,-20,1536,290,88,482,-1013,-15958,-3089,-348,7304,240,-80,-279,650,1310,65,1310000
55150000,-13,1509,206,110,583,-2905,12056,877,-151,6447,119,-39,-399,650,1314,319,1309000
55201000,110,2183,-165,-149,164,-158,-7047,694,-1107,10601,240,-80,-360,619,1338,246,1338000
55250000,165,1726,-570,-408,-726,-2416,-16447,145,-1661,7941,119,-119,-360,612,1355,280,1372000
55301000,239,2284,-290,-483,-384,-3698,16450,4661,-1857,11420,119,-80,-319,614,1380,38,1380000
55350000,277,2365,-240,-381,307,-6994,-6803,5455,-2079,11658,240,-80,-360,614,1378,-265,1390000
55401000,273,1926,0,-102,234,3991,-9122,1854,-2053,8871,240,-80,-399,614,1382,1,1382000
55450000,214,1675,43,234,1926,-7604,2778,694,-1709,7417,240,-80,-399,613,1423,47,1397000
55501000,91,1654,-515,-259,266,-7116,6013,2891,-995,7059,119,-80,-440,613,1425,-447,1425000
55550000,222,1877,-319,-378,-80,-2294,11934,2220,-1761,4171,240,-80,-1160,614,1430,56,1408000
55601000,323,1625,175,194,743,-6872,-15470,5211,-2344,2706,240,-80,-1160,614,1441,-171,1441000
55650000,122,1621,944,440,1853,-7788,16511,4600,-712,-338,119,0,-1679,614,1434,-5,1454000
55701000,304,2023,668,235,1290,-1135,20296,755,10786,2460,240,2160,-1599,613,1439,-66,1441000
55750000,545,2100,-268,4,551,1672,4609,1671,21244,2678,119,4200,-1640,614,1453,159,1452000
55801000,1097,1635,943,448,1862,17602,6196,5943,18500,-489,240,4279,-1720,613,1436,313,1436000
55850000,1575,1453,81,28,1861,15771,14924,4661,15718,-6198,240,4279,-2519,613,1422,-627,1421000
55901000,1681,1401,-915,-361,478,12780,6318,6553,3480,-6503,240,2279,-2519,613,1407,-307,1419000
55950000,1775,1658,-557,-528,220,15039,4426,3990,-10320,-5007,240,0,-2519,613,1410,-377,1405000
56001000,1543,1884,-421,-49,1091,-1806,3755,7408,-9437,-3462,119,-80,-2480,613,1375,-373,1375000
56050000,1293,1694,-417,-8,27,329,-3385,6798,-7982,-4801,240,-80,-2519,612,1394,88,1372000
56101000,1257,1862,359,309,1432,-1013,6135,7103,-7772,-3822,240,-80,-2519,611,1335,-532,1335000
56150000,919,1865,414,164,1560,-7360,5769,5272,-5812,-4034,240,-80,-2560,608,1343,-411,1323000
56201000,656,1724,944,287,1066,2160,13276,5516,-4281,-5091,119,-80,-2600,572,1295,-454,1295000
56250000,402,1885,-48,59,1195,-2844,15962,7164,-2803,-4619,119,-80,-2680,561,1275,-1120,1258000
56301000,-30,1788,-622,-484,-354,-5346,-2348,7347,-520,-5182,240,-119,-2680,562,1246,-890,1246000
56350000,-227,1820,-392,-93,491,-341,5098,6492,854,-12901,119,-80,-4040,571,1226,-1066,1237000
56401000,-348,2144,985,-28,-30,-2539,12361,2403,1559,-36593,240,-80,-8440,572,1190,-1285,1190000
56450000,-335,2184,656,69,965,-4309,38545,4234,1484,-58916,359,-80,-12320,582,1168,-1430,1165000
56501000,-228,3067,179,-179,1182,-341,55574,7835,862,-67965,240,-80,-14760,619,1143,-778,1143000
56550000,-189,4777,482,-152,1926,3503,58748,3624,634,-58954,240,-80,-14920,658,1096,-938,1097000
56601000,-109,5930,-311,7,464,-5346,41719,7225,402,-52487,359,-39,-14960,661,1047,-1340,1047000
56650000,3,6910,404,248,1733,4235,64363,6492,-717,-47489,359,-119,-15080,664,1037,-885,1037000
56701000,335,8204,371,-90,1096,13208,37507,4539,-2413,-34150,359,-80,-14080,664,972,-885,972000
56750000,386,8235,252,230,1926,-36,39155,6798,-2711,-5373,359,-80,-9160,664,959,-592,950000
56801000,208,7998,-225,10,1679,-3149,28474,5089,-1445,17431,480,-39,-5000,662,908,-820,908000
56850000,197,7241,-167,-267,730,7043,-5338,877,-1613,41860,4440,-80,-39,527,872,-849,859000
56901000,177,5443,534,72,1330,3259,-18888,-2296,-1727,39549,1799,-119,1359,451,794,-742,794000
56950000,8,3572,540,196,1923,695,-17606,-5531,-515,34481,2640,-80,2360,316,754,-1129,740000
57001000,-230,1448,-254,365,-578,-5895,-36832,-5531,872,17253,10800,-80,1519,182,665,-1954,665000
57050000,-353,-330,-511,97,1350,2709,-66740,-10963,1591,868,21480,-80,480,0,619,-1949,599000
57101000,-553,-2299,-142,-143,512,-13220,-64786,-15052,2519,-13834,21720,-119,-80,0,519,-2200,519000
57150000,-847,-4429,-117,-119,450,-14440,-86942,-16456,4227,-30633,28080,-119,-839,0,519,-2042,5
