time_ms,imu_roll,imu_pitch,ax,ay,az,gx,gy,gz,Setpoint_rollRate,set_pitchRate,Setpoint_yawRate,Setpoint_roll,Setpoint_pitch,radio_3,,
30801000,594,-394,144,61,2179,1032,-5979,4515,-2993,-9035,359,79,-1160,549,21,64
30849000,154,-221,-23,-66,1029,-10381,11903,2379,2737,-9878,480,720,-1399,541,21,64
30901000,-307,251,-114,84,-745,-5681,8302,1829,15506,-8770,359,2360,-1760,541,21,64
30949000,-294,575,-157,42,142,1093,6959,1524,18879,-11220,359,2920,-2439,541,21,64
31001000,-142,1232,-302,-4,-179,4266,15565,2196,24542,-7248,359,4080,-2480,541,21,64
31049000,52,1917,24,-181,2179,9027,12758,792,23670,-3531,240,4080,-2439,541,21,64
31101000,416,2247,-33,71,663,13666,12025,181,21529,-885,240,4119,-2400,542,21,64
31149000,802,2561,122,-149,1262,16718,14467,975,19608,3886,240,4119,-1840,563,21,64
31201000,1111,2442,-90,47,965,12994,6166,1768,4933,12799,-1919,1960,-240,636,21,64
31249000,1331,2090,-268,-46,2023,11957,3541,4820,-1492,12266,-3120,1040,-39,673,21,64
31301000,1303,1926,-76,-187,1437,6830,7448,5675,-1762,18174,-3120,999,1199,694,21,64
31349000,1199,1331,48,256,1431,7868,-10679,5430,6520,25618,-3240,2320,2920,708,21,64
31401000,1079,377,180,109,1320,6159,-1218,5308,16045,24051,-2879,3840,3759,709,21,64
31449000,1040,515,-73,-239,1852,8173,8302,6590,18653,17913,-1919,4240,2600,709,21,64
31501000,1218,-343,291,263,1462,15131,-22092,6407,21746,-369,-1799,4960,280,708,21,64
31549000,1246,-382,-58,-53,1128,5731,35463,5247,18562,-3568,-719,4479,-39,708,21,64
31601000,1103,1196,-308,-185,2143,14642,29725,5003,8234,6953,240,2520,0,692,21,64
31649000,1580,965,-51,168,647,17877,-15134,2440,-1858,5741,359,1199,-119,671,21,64
31701000,1216,876,79,-193,206,-13311,30702,3599,-7534,4632,599,-80,-80,598,21,64
31749000,486,1995,-152,-135,743,-5498,20082,8177,-3737,9789,599,-80,-199,544,21,64
31801000,536,1461,-35,55,968,6586,-17210,1829,-3583,7102,839,-80,-240,513,21,64
31849000,592,605,84,27,1771,-1836,-9641,548,-3988,2823,839,-80,-199,507,21,64
31901000,74,534,-67,-83,505,-14226,3969,-1,-1364,2176,599,-160,-160,507,21,64
31949000,-424,528,-221,-45,2179,-9465,-5796,-733,-4916,2793,599,-1200,-80,508,21,64
32001000,-797,160,321,-50,1590,-11541,-10862,-2015,-11407,465,480,-2760,-80,533,21,64
32049000,-1195,-172,76,-1,1595,-15569,-7688,-733,-21843,808,480,-4880,280,573,21,64
32101000,-1717,-362,-151,4,752,-22344,-13486,2073,-27686,6262,359,-6480,1440,674,21,64
32149000,-2297,-773,265,40,1248,-23442,-17271,3050,-22818,4911,119,-6120,1559,712,21,64
32201000,-2751,-806,282,41,833,-18132,673,1829,-10281,-267,240,-4520,759,739,21,64
32249000,-2800,-1157,-321,-30,1348,-9893,-27708,1341,-1418,-2153,359,-3079,639,748,21,64
32301000,-2627,-1866,269,30,1046,-9282,-364,548,2720,-11081,359,-2159,-39,749,21,64
32349000,-2506,-945,-360,59,1750,-4094,17824,-306,7095,-6459,480,-1319,0,749,21,64
32401000,-1752,-1056,243,-73,1116,8661,-26365,914,9023,-6375,480,-199,-39,747,21,64
32449000,-1234,-1400,165,190,1544,-2324,5983,731,6460,-8789,359,-160,-39,747,21,64
32501000,-886,-469,76,6,1136,7684,2626,-672,4454,-2961,359,-119,-39,747,21,64
32549000,-124,-1018,-226,176,320,15802,-19895,3233,1132,-5244,480,-39,-39,743,21,64
32601000,-103,-709,-238,37,1644,-10503,24110,3050,369,-4592,480,-39,-80,726,21,64
32649000,-208,16,258,-128,1360,7379,-4453,1829,1187,-37,480,-80,-39,706,21,64
32701000,412,-727,151,322,1862,7440,-8970,1768,-2863,-4460,480,-80,-39,695,21,64
32749000,46,-192,57,84,1223,-12761,17335,3294,-1398,-2209,359,-80,-39,682,21,64
32801000,-225,-453,-50,-270,385,9882,-27830,1951,844,-2866,480,-80,-39,621,21,64
32849000,62,-1588,-60,-22,525,5121,-13547,2867,-757,-9243,599,-80,-80,577,21,64
32901000,-407,-939,37,-46,1361,-12944,17396,2684,2134,-5923,1439,-39,-80,539,21,64
32949000,-793,-602,176,-131,1280,-6902,-7444,-1160,4017,-3606,1320,-80,-39,540,21,64
33001000,-837,-1026,-97,20,-221,-5071,-9336,-2259,4403,-6199,480,-80,-39,541,21,64
33049000,-900,-718,65,-31,1644,-5315,6349,-2198,4734,-5026,359,-80,-39,567,21,64
33101000,-976,-401,-161,35,1497,-5010,-7078,-489,5211,-2799,359,-80,-80,596,21,64
33149000,-864,-623,-95,-90,2179,299,-5674,731,4758,-3798,359,-80,-39,644,21,64
33201000,-717,-113,-233,-76,99,-1409,5861,1524,3704,-1122,359,-80,-80,679,21,64
33249000,-536,-118,-113,-166,571,3107,-20994,2379,2874,-427,359,-80,-39,699,21,64
33301000,-397,2,16,56,1581,-493,18678,2684,1846,-217,359,-80,-39,699,21,64
33349000,-265,986,-149,-259,1182,6647,-669,5552,1342,4818,480,-80,-80,699,21,64
33401000,47,337,84,234,1120,4694,-18308,4942,-739,1265,480,-80,-119,698,21,64
33449000,20,882,-147,127,825,-5986,32167,5003,-639,3275,480,-80,-80,681,21,64
33501000,241,1646,-79,3,1118,14581,-10679,4210,6966,8643,480,1440,-160,645,21,64
33549000,800,564,-55,-174,722,3839,-16294,8299,24635,2576,359,5000,-279,629,21,64
33601000,856,690,-97,-354,-111,10309,23805,4515,45938,-8076,359,8759,-2079,612,21,64
33649000,1730,997,-353,-165,-107,40033,-3843,5491,43472,-4496,480,9000,-1840,605,21,64
33701000,2910,122,187,-47,909,28925,-8543,5125,35395,-7656,480,9000,-1440,604,21,64
33749000,3274,255,220,55,1884,23432,19777,3599,31201,-5360,480,8599,-1080,605,21,64
33801000,3962,490,82,48,1060,39240,-5064,4149,19748,58,480,7360,-479,604,21,64
33849000,4549,-31,323,145,2179,25507,-9885,4210,9286,-1089,359,6120,-240,603,21,64
33901000,4227,244,22,-128,800,12323,12391,5308,-159,1191,359,4200,-39,603,21,64
33949000,3997,290,233,-70,1500,17023,-14341,3843,-8668,1860,480,2520,-39,604,21,64
34001000,3553,-451,131,92,800,-554,-7383,4576,-16935,-3088,359,639,-80,606,21,64
34049000,2551,-113,-140,21,1830,-6963,13978,4210,-16423,-1838,359,-119,-80,605,21,64
34101000,1868,-139,32,-3,438,-3179,-17820,3477,-11323,-1277,480,-80,-80,603,21,64
34149000,1163,-453,183,111,-3,-16912,1039,6285,-8771,-6053,359,-199,-559,580,21,64
34201000,153,182,131,86,-124,-15569,13673,5003,-2286,-13124,480,-240,-2439,551,21,64
34249000,-317,97,25,-37,1001,-6841,-6162,2684,-3227,-21112,599,-839,-3800,540,21,64
34301000,-539,-103,125,39,1804,-9588,7997,1951,1972,-22691,599,-199,-3800,540,21,64
34349000,-865,299,187,20,293,-12395,19411,1951,3115,-23923,599,-279,-4320,539,21,64
34401000,-1029,710,54,56,-287,-8062,13368,1768,4354,-25632,480,-279,-5120,541,21,64
34449000,-1008,1065,17,36,1142,-5010,22035,670,5019,-35025,480,-160,-7000,542,21,64
34501000,-1020,1898,269,60,1191,-7207,31190,2196,5231,-41978,359,-119,-9119,549,21,64
34549000,-1001,2646,-173,-17,-306,-6658,29848,2012,5392,-47849,359,-80,-10760,568,21,64
34601000,-912,3789,82,35,1404,-5559,45411,3111,1814,-35169,240,-599,-9840,679,21,64
34649000,-683,4618,161,120,1434,-4033,25575,5614,-14094,-17514,-1199,-3159,-7600,715,21,64
34701000,-732,4411,113,29,-117,-21672,22706,7017,-29223,3554,-1679,-5759,-3800,769,21,64
34749000,-1393,4879,-223,16,1190,-25029,25758,5675,-30868,20338,-1679,-6599,-1319,774,21,64
34801000,-1734,3877,173,130,1366,-14104,-26914,7139,-32699,22541,-599,-7359,0,778,21,64
34849000,-1940,2423,-437,-30,1146,-26983,-8054,6407,-34944,22310,119,-7880,1280,779,21,64
34901000,-2507,1948,142,152,632,-32048,-18735,5125,-43786,28995,359,-10040,3039,779,21,64
34949000,-2846,565,-388,-75,1600,-34429,-34788,4759,-44645,22641,359,-10440,3080,779,21,64
35001000,-3723,20,52,-125,2041,-45659,-5247,3355,-61597,19419,359,-14320,3320,776,21,64
35049000,-4641,-670,223,23,939,-45537,-39548,3294,-70939,13391,480,-16720,2720,771,21,64
35101000,-5543,-2049,122,167,1388,-60857,-18858,1280,-84031,-9820,240,-20000,360,757,21,64
35149000,-6632,-1757,-180,-260,1042,-63787,-2012,2440,-78723,-11641,480,-20000,-160,734,21,64
35201000,-7612,-2226,304,184,1274,-62322,-32468,3782,-68980,-15269,1199,-19480,-399,725,21,64
35249000,-8723,-2251,-30,-73,1442,-73247,9218,1463,-34207,-28965,3480,-14400,-2560,713,21,64
35301000,-9108,-932,-360,-161,1304,-30950,6227,181,19233,-18904,19320,-5800,-2320,673,21,64
35349000,-7733,-938,92,-209,1704,-3850,-15256,-7447,46523,-15519,34560,0,-1760,622,21,64
35401000,-5952,-688,-296,35,803,6281,3786,-19593,50644,-6095,39960,2760,-360,614,21,64
35449000,-3840,216,252,61,852,31122,12208,-26612,76554,-513,36120,8920,-160,627,21,64
35501000,-996,595,158,68,1334,58954,-2500,-22034,98100,2996,17160,15880,-80,684,21,64
35549000,1811,787,79,179,1388,73236,10377,-8851,97216,3977,5639,18080,-39,705,21,64
35601000,4593,1134,-67,-46,2179,81720,-2988,-428,88857,20313,359,19880,2360,710,21,64
35649000,7022,422,40,-251,750,91669,-22947,1524,76480,23286,359,19800,3440,709,21,64
35701000,8884,171,117,-134,1481,80682,-1157,2684,57406,16339,240,18759,2639,702,21,64
492,853,41188,2017,480,17080,520,662,21,64,,,,,,,
35801000,11159,-1271,235,209,847,67987,-1890,3966,30229,-7389,480,16359,0,538,21,64
35849000,10724,-331,-146,-102,285,49494,27711,4942,25832,-3377,599,15280,-39,494,21,64
35901000,10149,558,-74,28,1134,51752,8119,2257,28890,2551,480,15120,-119,484,21,64
35949000,9901,574,-3,-66,1495,54193,-5857,-916,17276,3004,480,12920,-80,497,21,64
36001000,9636,383,68,115,363,47724,-1707,-2503,16294,1764,359,12440,-80,554,21,64
36049000,9161,349,217,-74,1188,43573,-4697,-550,8081,1669,240,10639,-80,581,21,64
36101000,8489,67,-222,-71,715,32953,-7871,1036,9010,-74,240,10039,-80,596,21,64
36149000,7529,174,-159,47,106,20868,4213,426,7740,-63,359,9040,-119,598,21,64
36201000,6559,480,-253,166,853,21845,-7322,-1466,10465,2097,119,8360,-119,644,21,64
36249000,5751,217,104,15,2029,12506,-3843,1524,-5286,7628,-480,5000,1080,714,21,64
36301000,4353,915,-37,-29,268,-6841,12208,2196,-25769,42288,240,-80,6359,742,21,64
36349000,3009,300,-297,-17,288,-10686,-41074,-306,-19171,61101,119,-80,9920,746,21,64
36401000,1585,-1496,260,128,1218,-22527,-27647,-1832,-9680,60819,119,-80,11960,746,21,64
36449000,233,-1942,-171,-110,1276,-19109,-28928,-3052,-2677,35797,240,-39,7999,746,21,64
36501000,-403,-3457,275,292,1193,-8550,-50901,-2137,1878,-18935,359,-80,199,729,21,64
36549000,-1018,-3894,-110,195,1312,-28264,-2561,-2930,3844,-24502,359,-199,-199,717,21,64
36601000,-1714,-2797,-361,-178,1023,-12517,-10252,-1038,-727,-28582,480,-1840,-2120,706,21,64
36649000,-1551,-2834,247,274,1031,-15935,-12693,-245,-9290,-37679,359,-3159,-3639,690,21,64
36701000,-2525,-1416,163,224,1514,-52922,40834,-1343,-15079,-51478,480,-5120,-7439,644,21,64
36749000,-3701,565,80,-10,1277,-39922,31373,-2320,-17776,-49207,480,-6640,-8800,635,21,64
36801000,-3818,1366,308,198,1348,-33513,27040,-367,-41742,-45068,5399,-11000,-9119,605,21,64
36849000,-4611,3110,41,70,1896,-65191,65065,-2930,-56298,-36144,6600,-14080,-8960,598,21,64
36901000,-6263,4711,14,118,1415,-70073,40468,-3297,-56128,-17253,6840,-15920,-7680,600,21,64
36949000,-7211,4588,221,35,1739,-63665,22645,-3602,-55148,-12807,6600,-16560,-6840,600,21,64
37001000,-8295,4992,-32,-173,1449,-78496,44618,-2320,-44551,-2831,4320,-15960,-5479,608,21,64
37049000,-9171,5201,-129,-229,1008,-67998,14223,-2015,-31831,1578,2519,-14559,-5000,611,21,64
37101000,-9293,4223,-129,4,69,-56646,8180,1280,9844,-4045,1560,-7600,-4920,628,21,64
37149000,-8880,4550,442,-30,1405,-41753,43641,-855,44810,145,1560,-1280,-4400,630,21,64
37201000,-7224,4625,-188,2,1571,971,-3904,609,41530,12470,1439,-80,-2480,629,21,64
37249000,-5246,3446,217,221,1718,-1775,-2622,5369,31649,6817,1560,-80,-2439,630,21,64
37301000,-3847,3652,-159,228,1904,-5010,29848,2135,22129,20069,1560,-39,-199,629,21,64
37349000,-2191,3416,89,-10,778,21295,-19590,3111,14080,20556,720,-80,-80,630,21,64
37401000,-459,1843,128,240,518,6403,-10679,6224,2207,21413,720,-80,1840,631,21,64
37449000,-49,2279,28,83,1617,-2874,17763,5247,-586,34870,720,-199,3840,631,21,64
37501000,848,1565,320,191,1120,23126,-42966,5247,-37019,35142,2039,-5520,4479,629,21,64
37549000,1597,-419,314,27,1113,-615,-36680,5614,-62758,14224,2279,-9200,2639,629,21,64
37601000,611,-668,-412,-39,1192,-33818,-669,3294,-63540,298,2279,-10320,720,629,21,64
37649000,-221,-1187,-107,-152,1117,-12151,-41563,-367,-57403,-5968,2160,-10040,-39,621,21,64
37701000,-519,-2060,-232,22,328,-18010,-14951,2989,-26973,-11979,2160,-5160,0,619,21,64
37749000,-1141,-1287,-93,-191,417,-22466,6776,4088,-9540,-8715,3119,-2680,-80,620,21,64
37801000,-972,-1370,-197,92,1624,13544,-24534,2501,5190,-4944,5520,-80,520,620,21,64
37849000,-115,-1405,277,-205,1527,10370,-1951,-1527,784,-5744,6000,-80,480,621,21,64
37901000,204,-901,107,-135,1284,7868,-4942,-1771,-1655,-3610,8040,-80,280,621,21,64
37949000,968,-1288,125,108,1510,26544,-20139,-3236,-5170,-5165,9239,-80,320,620,21,64
38001000,1630,-900,-34,81,918,10736,15565,-4700,-9708,-3375,15480,-39,320,626,21,64
38049000,1615,-277,-104,214,372,15924,-8298,-7447,-9537,1128,19680,-39,480,631,21,64
38101000,2041,-808,233,231,1832,19281,-15317,-13306,-11865,-3074,19320,0,280,631,21,64
38149000,1712,-554,-83,-131,1086,-6109,10011,-15870,-10463,603,14880,39,759,632,21,64
38201000,903,-486,-405,-144,934,4572,-21665,-13551,18931,24141,480,4159,4640,645,21,64
38249000,1210,-1109,48,-56,424,28681,-11777,-7081,17786,30716,240,4159,6359,645,21,64
38301000,2028,-647,-168,-172,1629,28436,-4026,-6593,1227,44600,240,2239,8320,651,21,64
38349000,2340,-1600,112,60,1235,17755,-56882,-6776,-7903,42486,359,959,8599,694,21,64
38401000,2261,-2947,-75,-24,542,14398,-23191,-9522,-8031,23326,480,880,6960,715,21,64
38449000,2268,-2514,-276,111,989,15314,-14890,-8973,1949,3200,599,2600,3120,715,21,64
38501000,2241,-2851,65,-13,-131,12750,-31736,-10621,26033,-17503,2160,6719,-160,712,21,64
38549000,2206,-2249,-237,57,634,20380,16115,-12025,37365,-25012,2400,8599,-1799,706,21,64
38601000,2737,-971,-140,171,1570,39362,-9519,-13795,45932,-26108,2279,10639,-3520,680,21,64
38649000,3455,-1261,31,-36,1343,35150,-8237,-15504,42540,-29944,2160,10680,-3919,664,21,64
38701000,3614,-112,-252,148,325,25568,35951,-13367,39673,-25997,2039,10439,-4359,646,21,64
38749000,4031,716,170,-194,1200,41254,2626,-13917,25610,-23924,2160,8320,-4839,629,21,64
38801000,4655,974,-284,-88,884,31061,32716,-12025,8745,-26885,1439,6159,-5599,593,21,64
38849000,4583,2924,-122,-193,1284,17938,45778,-6348,-2934,-19451,720,4119,-5959,594,21,64
38901000,4018,3209,89,84,1325,13178,673,-6409,-17079,-25055,599,1080,-7519,596,21,64
38949000,3106,3008,-99,78,324,-5498,37904,-5433,-19696,-34473,359,-80,-8800,619,21,64
39001000,1673,4653,-91,238,779,-13860,50111,-4151,-10190,-30612,359,-80,-9920,630,21,64
39049000,787,4840,-67,0,237,-6292,14161,-4700,-5759,-33794,359,-80,-10720,634,21,64
39101000,-26,5487,74,-97,349,-16179,64515,-1221,-10773,-20184,599,-1879,-8960,679,21,64
39149000,-845,7362,-1,-191,1467,-14409,58534,-306,-28678,1659,480,-5679,-6879,694,21,64
39201000,-1492,7360,50,133,470,-22466,14161,-1832,-27133,17439,599,-6160,-4359,725,21,64
39249000,-2582,7603,-76,-67,802,-33635,46083,-3358,-25377,34198,480,-6760,-1560,728,21,64
39301000,-3091,8079,-481,95,544,-10747,14955,-5982,-20624,46961,480,-6640,0,736,21,64
39349000,-3158,6690,9,23,14,-22161,-15440,-916,-16551,40456,599,-5959,0,736,21,64
39401000,-4001,5477,-397,16,1143,-25701,-3721,-2808,-7432,33932,599,-5279,360,729,21,64
39449000,-3730,3709,-39,-67,1114,-2080,-46873,-3419,-7403,25820,599,-5120,320,715,21,64
39501000,-3745,1602,17,242,1652,-37603,-26426,-1954,-7987,10939,959,-5120,280,686,21,64
39549000,-4636,684,87,-86,1206,-32232,-29417,-3785,-3276,6768,1199,-5120,280,676,21,64
39601000,-4190,-1158,243,51,1247,-10137,-48276,-2991,-5405,-4640,1920,-5120,360,645,21,64
39649000,-4045,-1745,250,45,1061,-25335,-8665,-1527,-3590,-10313,2519,-4640,0,630,21,64
39701000,-3809,-1522,-115,62,928,-4827,-19285,-2076,19354,-18616,3840,-479,-1679,597,21,64
39749000,-2812,-1729,197,-150,1886,5365,-17271,-855,16720,-25880,3480,-80,-2719,588,21,64
39801000,-1952,-942,-137,-114,245,2435,17946,1280,10885,-20825,3119,-80,-2640,587,21,64
-7831,2519,-80,-1760,602,21,64,,,,,,,,,,
39949000,-551,1173,-173,75,664,-921,15565,-428,2817,1312,2039,-119,-800,612,21,64
40001000,-371,1555,-79,-99,1674,2130,-7749,731,1464,8343,1920,-119,-119,615,21,64
40049000,-168,1272,377,57,2064,-2202,-2500,3355,552,7074,1920,-80,-80,620,21,64
40101000,-444,1271,-166,114,1900,-7207,1771,2073,1276,6647,-21787,4881,1888,970,359,-39
40301000,140,-1037,-66,11,2145,9088,-9458,6529,1975,-4635,359,480,239,685,21,64
40349000,109,-509,51,77,1387,-4705,9523,6895,13118,-2111,480,2400,280,689,21,64
40401000,441,-700,-11,129,1491,28253,-35398,5308,24175,345,480,4600,759,689,21,64
40449000,1814,-1634,-51,-53,1207,33441,-14890,6895,24750,-4143,480,5880,880,688,21,64
40501000,2108,-669,-138,-152,1028,9821,11354,7750,31920,12154,480,7600,2760,686,21,64
40549000,2615,-1051,-35,143,975,43695,-46262,5369,29871,10570,359,7560,2639,660,21,64
40601000,3876,-2128,-236,60,447,36493,-15684,6834,23041,-10282,359,7839,360,632,21,64
40649000,3755,-994,-90,-48,96,4022,21669,6041,26163,-7428,480,8360,-39,628,21,64
40701000,3506,-626,308,-134,685,24408,-21238,3721,27980,-4107,480,8320,-80,625,21,64
40749000,4015,-1142,237,79,1868,30023,4640,5369,27390,-4357,480,8640,399,618,21,64
40801000,3969,-222,-232,-201,1299,12994,21181,5247,24593,3821,480,8199,880,592,21,64
40849000,3862,-345,-315,67,1186,26239,-21604,4759,6846,-1136,359,5000,0,589,21,64
40901000,4251,-635,-14,-118,2179,24896,6715,4881,-15179,-3923,359,1640,-39,589,21,64
40949000,3817,479,42,-65,233,-4766,16664,7384,-23302,1266,480,-39,-80,589,21,64
41001000,2761,882,-208,-34,1244,-5986,-10435,3721,-16285,4661,480,-39,-80,586,21,64
41049000,2144,712,-135,-34,554,-3118,4152,4881,-13468,3721,480,-80,-39,583,21,64
41101000,1434,1402,-175,-38,1305,-11602,9706,5003,-8805,7688,480,-80,-80,585,21,64
41149000,696,1090,-60,-14,2179,-10747,-14951,4393,-5409,6609,480,-119,-80,585,21,64
41201000,134,725,141,25,2179,-10869,6898,6041,-1248,3288,480,-80,-160,628,21,64
41249000,-227,1413,-153,25,495,-12456,15443,6773,-365,6421,480,-240,-199,627,21,64
41301000,-460,982,99,-14,1287,-7573,-23008,8177,-24062,5013,480,-4600,-119,632,21,64
41349000,-733,400,59,182,768,-19109,11964,6834,-29008,1728,480,-5640,-80,636,21,64
41401000,-1585,1057,-148,128,1876,-28936,14406,8665,-28916,5681,480,-6560,-80,636,21,64
41449000,-2059,348,93,-10,2179,-17034,-31797,7445,-27310,3178,480,-6720,-39,645,21,64
41501000,-2577,-453,-180,-135,268,-30706,8363,8604,-27332,-3103,480,-7280,-80,652,21,64
41549000,-3277,567,-87,-59,653,-26311,15809,13914,-30056,1705,359,-8360,-119,660,21,64
41601000,-3397,162,239,14,1677,-21856,-31309,10008,-29774,17,599,-8520,-160,665,21,64
41649000,-4034,-267,163,97,1099,-43279,6532,10374,-19817,-5778,599,-7280,-640,666,21,64
41701000,-4357,1147,0,-39,1213,-5986,17763,12205,17654,-1236,3840,-1319,-1360,666,21,64
41749000,-3022,854,98,186,2171,19159,-22825,7384,18589,1859,5879,-80,-679,665,21,64
41801000,-2032,569,-117,21,776,-2568,15870,7200,29022,2844,7319,2960,-80,665,21,64
41849000,-1546,1763,-252,-316,83,12384,21547,6163,33791,8830,8639,4119,-80,666,21,64
41901000,254,1401,-93,-63,261,41742,-17881,4393,10611,7913,15119,2079,-39,667,21,64
41949000,1285,1060,115,134,-501,13544,11659,-306,-8012,6995,16199,-160,199,667,21,64
42001000,1380,1633,-199,46,1422,10004,7020,-2076,-26859,8564,16199,-3240,-160,667,21,64
42049000,1503,1055,351,200,1927,8112,-20811,-2381,-48929,2370,11880,-6920,-800,661,21,64
42101000,808,1055,-72,-61,365,-24602,22340,120,-53296,-1302,7920,-8360,-1280,639,21,64
42149000,-304,2004,-399,-251,342,-19658,7814,3294,-52805,2647,8639,-9240,-1480,629,21,64
42201000,-902,1522,-179,-31,571,-17278,-15012,-1038,-37534,481,17160,-7359,-1440,620,21,64
42249000,-1958,1461,-304,34,470,-38030,13612,-5677,-19365,2301,28320,-5080,-959,585,21,64
42301000,-2751,2157,-148,-32,1968,-9038,18922,-15809,-7024,10445,42000,-3960,-360,574,21,64
42349000,-2491,2538,66,123,967,-10320,7570,-25941,-1632,13767,47280,-2799,-160,567,21,64
42401000,-2871,2303,-231,-2,361,-25701,1710,-33997,10180,12693,44640,-1119,-119,567,21,64
42449000,-2883,1998,-297,-94,-182,-2630,856,-36011,16093,11149,36120,-199,-119,568,21,64
42501000,-2192,1601,-84,-91,1130,5975,-6223,-27650,12281,8610,18960,-80,-119,570,21,64
42549000,-1651,1171,-235,100,775,-615,-2866,-19288,9808,6469,9480,-39,-119,572,21,64
42601000,-1286,963,-42,123,1066,-3179,-2683,-12025,10501,4904,480,520,-119,573,21,64
42649000,-1125,530,-15,41,986,-6353,-11167,-6165,10346,3294,480,639,-39,578,21,64
42701000,-936,663,-97,77,189,-6414,8607,-5128,10327,3621,599,840,-39,579,21,64
42749000,-646,1251,143,-80,1852,787,-2927,-3297,3794,6585,4559,-39,-80,578,21,64
42801000,-474,1031,-168,15,-709,-4766,-6406,-6715,2525,5532,8520,-39,-80,563,21,64
42849000,-559,1315,-24,111,-595,-5498,10988,-9705,2926,6535,11999,-80,-119,532,21,64
42901000,-315,1962,180,47,-379,2924,6166,-12635,1135,10709,12120,-119,-119,516,21,64
42949000,40,2356,-130,-18,583,5975,1893,-13795,-432,12974,12120,-80,-80,517,21,64
43001000,203,2383,88,-43,733,6036,1649,-14222,-1646,13157,12240,-80,-119,567,21,64
43049000,172,2188,22,107,1167,-859,-2622,-10560,-1367,12530,11280,-39,-80,626,21,64
43101000,69,1737,-53,-141,-574,2619,-2256,-8546,-637,9403,11160,-39,-119,635,21,64
43149000,14,1524,50,48,474,3534,-913,-10072,-384,8077,7920,-39,-160,647,21,64
43201000,-32,1334,-118,-144,1387,3046,-6467,-6654,17859,2641,6719,3039,-880,675,21,64
43249000,126,1294,-84,-227,437,13300,10072,-4761,23777,2229,6719,4159,-880,686,21,64
43301000,785,1280,-226,-39,1688,22882,-7932,-5067,28912,931,6600,5759,-1119,706,21,64
43349000,1248,461,202,43,1041,16412,-486,-2991,32396,-3097,6479,6760,-1080,707,21,64
43401000,1827,1175,-130,212,1092,32892,29054,-2564,36809,554,6360,8160,-1080,712,21,64
43449000,3240,1224,-260,-166,654,48944,-15684,-4151,29832,1167,6360,8120,-1160,711,21,64
43501000,4126,850,360,-208,1278,23676,26002,-3724,23443,-1800,6239,8160,-1160,710,21,64
43549000,4386,2095,-289,-163,1472,39850,32838,-2686,22752,3921,6360,8199,-1239,711,21,64
43601000,5153,1934,92,-74,711,40765,-12876,-3175,17473,3573,6479,8160,-1319,698,21,64
43649000,5150,1636,-116,-113,-175,19403,20875,-2259,17157,1584,6479,8160,-1280,646,21,64
43701000,5068,2399,-68,8,1030,34418,9340,1768,11693,-2558,7920,7079,-2840,574,21,64
43749000,5463,1436,373,247,1653,30817,-18125,-4090,4499,-6693,7920,6199,-2799,567,21,64
43801000,5146,673,60,-52,2179,9882,7265,-3419,-14339,-7709,8040,2679,-2000,567,21,64
43849000,4242,924,-392,-175,1289,2069,10560,-2320,-21630,-2957,8760,680,-1399,568,21,64
43901000,3229,526,-112,77,-243,-9282,-8298,-4761,-19006,1200,9480,-39,-319,570,21,64
43949000,2085,244,25,-3,1355,-17278,3663,-6593,-13758,716,8880,-80,-119,601,21,64
44001000,938,219,13,-36,1745,-14470,-3660,-5311,-5920,344,8760,-80,-160,625,21,64
44049000,296,-282,-96,168,2179,-15630,-11655,-4273,-4917,-5161,8159,-440,-679,630,21,64
44101000,-600,29,120,85,1704,-27227,19044,-2991,-25805,-16801,9720,-5039,-2920,629,21,64
44149000,-1461,664,39,178,1079,-26311,-425,-3907,-34323,-13941,10200,-7240,-2999,633,21,64
44201000,-2263,812,-132,82,2179,-37969,7020,-5067,-45200,-18763,10800,-10040,-4040,648,21,64
44249000,-3571,1931,-385,-147,474,-51946,26124,-5128,-38896,-12016,10679,-10040,-3800,681,21,64
44301000,-4349,1955,-349,-76,1404,-28814,-13914,-5616,-6571,-8162,10559,-5479,-3359,700,21,64
44349000,-4626,1919,-238,-81,-103,-36016,27589,-4700,10253,-3595,8880,-2799,-2400,704,21,64
44401000,-4758,3109,-11,156,699,-13921,18556,-3846,27194,14121,8280,-80,-679,713,21,64
44449000,-3616,2244,134,4,1453,7318,-27891,-4029,21896,13987,8400,-39,-80,714,21,64
44501000,-2966,1601,85,55,1992,-15813,16542,-4090,23053,10471,8159,999,199,711,21,64
44549000,-2460,1837,-72,-369,680,15009,-13547,-3236,20636,12489,7920,920,239,707,21,64
44601000,-1116,594,87,132,1158,16596,-18125,-2442,12071,9736,8040,959,1080,685,21,64
44649000,-984,827,188,130,1097,-7207,16725,-1771,11121,13470,7680,959,1600,670,21,64
44701000,-593,544,250,126,553,20136,-33140,-3846,11819,42691,6719,1440,6800,629,21,64
44749000,192,-768,153,-94,1109,9271,-27280,-3297,10042,42183,5520,1840,7880,598,21,64
44801000,286,-1189,-114,-122,1551,-1043,-23984,-1343,5076,30750,4799,1159,6480,577,21,64
44849000,353,-2193,40,-61,1344,5731,-44187,-2381,-2115,13175,5039,-39,4240,576,21,64
44901000,465,-3048,8,48,-276,-249,-18125,-3358,-3173,-5631,6479,-80,2079,575,21,64
44949000,302,-2835,116,-12,1030,-2691,-13609,-1405,-2598,-12871,6840,-119,680,574,21,64
