c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003000,-713,360,31,-13,892,1254,-131,-979,62,34,4,0,39,0,0,71,23,-540,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050000,-474,125,36,38,1088,1681,-1962,-3054,37,14,4,-39,39,0,0,45,-24,-555,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103000,-273,262,-82,-40,748,582,51,3354,23,22,2,0,0,0,0,54,-44,-570,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150000,-398,245,94,-44,1181,2597,-1474,-3420,38,21,2,39,0,0,0,59,-22,-585,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203000,33,83,-135,89,1039,-1248,-1779,3720,-2,10,4,0,39,4250000,2,294,30,-600,1011,1132,-9,-246,3,32,4,76,7,-1600,0,1150000,1150000,1150000,1150000,0,0,0,4303000,30,-6,51,110,916,-393,417,-1833,-2,0,24350000,499,321,-117,48,904,-820,2980,2927,-43,31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403000,77,127,83,-34,993,-88,-1047,-2932,-6,11,2,0,0,0,0,53,-8,-615,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450000,605,-6,-58,192,905,-515,-1840,485,-52,2,0,0,39,0,0,62,4,-630,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503000,831,219,-59,-131,1082,1437,-375,1035,-72,22,0,0,39,0,0,77,0,-645,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550000,263,39,47,-37,1042,-271,-314,-2810,-22,10,2,0,79,0,0,53,-26,-660,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603000,728,146,-67,102,1024,-1187,1699,1889,-67,16,-2,-39,4650000,247,103,29,-176,-675,888,-437,-2,-25,12,0,-39,39,0,0,96,16,-1600,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703000,218,-18,17,210,1036,399,-1291,-2443,-19,1,-2,0,39,0,0,44,-41,-690,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750000,349,15,10,-52,956,155,1394,4147,-30,4,0,0,39,0,0,62,-53,-705,0,1159000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803000,-425,-36,64,-2,971,-820,661,-4213,37,0,0,0,39,0,0,77,-43,-720,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850000,-56,-108,-25,115,1054,1071,-2695,852,1,-9,0,-39,0,0,0,52,-21,-735,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903000,-435,278,-14,-99,819,338,51,-124,38,31,-2,0,79,0,0,59,-80,-750,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950000,-398,-62,67,119,1108,33,-925,-4030,34,-1,2,0,39,0,0,42,-67,-765,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
