3050000,-464,613,-5,51,1054,119,2796,-6660,40,57,-4,0,39,0,0,63,-25,-1600,0,1150000,13103000,-94,96,-108,-161,1033,-1956,782,602,4,8,-4,-39,0,0,0,49,-83,-1600,0,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150000,-202,370,131,113,819,1766,-621,-6904,14,32,-6,-39,0,0,0,46,-13,-1600,0,1150000,1150000,1194000,1196000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203000,-55,108,-232,-89,927,-2993,2247,9879,1,12,-6,-39,39,0,0,48,-21,-1600,0,1196000,1261000,1150000,1150000,0,0,3250000,95,246,229,10,970,2377,-3123,-7454,-15,25,-4,-79,39,26,22,57,-2,-1496,22,1150000,1150000,1165000,1237000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303000,-34,212,-227,35,1005,1889,2247,7743,0,22,-6,-39,39,55,100,55,-59,-1380,100,1221000,1183000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350000,82,387,157,-4,988,851,-255,-4158,-10,33,-8,-39,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403000,27,-216,-213,1,956,424,-743,2189,-2,-18,-8,0,0,111,408,71,0,-1156,408,1150000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450000,159,642,0,47,1073,1034,904,2372,-10,56,-4,40,0,194,1248,77,84,-824,1248,1166000,1150000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503000,-255,-611,-135,-123,1010,-979,-255,-3547,29,-53,-6,80,0,213,1504,55,1,-748,1504,1150000,1150000,1189000,1235000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550000,311,650,-30,154,1003,2438,-865,3532,-27,60,0,0,39,243,1958,41,-3,-628,1958,1277000,1213000,1150000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603000,-166,-20,-295,85,1163,57,5299,4569,17,-1,-4,40,0,315,3291,62,-13,-340,3291,1306000,1308000,1251000,1150000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
