c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36
15876,-535,-885,43,39,1221,5657,-4215,2742,193,122,2,27,39,567,10663,1197,61,0,12521,1541,1450,1640,1586,-254,-176,-304,-210,-87,-312,255,-94,-143,108,97,154
15926,-487,-1215,-77,-176,696,6573,-8609,2071,62,41,2,8,31,565,10588,1182,-15,0,13786,1566,1538,1673,1688,-239,-146,-282,-172,-102,-265,255,-125,-159,111,98,157
15976,-292,-1932,20,0,772,1019,-5435,2559,61,-76,2,6,18,566,10625,1186,-35,0,14755,1589,1554,1718,1691,-241,55,-286,65,-228,-42,255,-145,-147,114,95,149
16026,-158,-2168,33,-152,778,4742,7137,-1346,20,-97,2,4,18,566,10625,1196,5,0,11680,1540,1509,1719,1654,-321,-26,-384,-31,-468,-97,255,-159,-147,117,92,152
16076,-321,-2033,266,-51,963,5413,8846,1461,39,-3,0,2,30,566,10625,1184,2,0,14447,1551,1476,1643,1601,-404,38,-478,45,-454,0,255,-319,-127,122,89,146
16126,162,-1444,-48,12,1339,2484,2742,-675,1,48,2,2,36,565,10588,1185,8,0,14000,1466,1455,1617,1599,-372,93,-441,110,-353,84,255,-353,-112,124,84,146
16176,326,-1683,129,168,1161,-2154,3353,-64,-4,76,-2,2,43,566,10625,1196,-1,0,13804,1540,1492,1645,1599,-444,197,-531,235,-471,257,244,-376,-7,126,78,150
16226,-480,-1969,137,-104,1027,469,2864,1400,-5,88,2,-7,50,566,10625,1196,-3,0,16884,1591,1523,1692,1652,-428,257,-511,308,-458,254,255,-440,80,127,75,151
16276,2,-1165,-184,62,1040,2484,1033,1278,-129,129,2,-27,50,566,10625,1194,-61,0,16994,1623,1592,1757,1714,-422,313,-504,374,-423,338,255,-411,175,129,70,154
16326,-622,-1136,34,-237,1008,-6793,-2750,606,-159,168,2,-37,53,566,10625,1191,-12,0,13265,1549,1558,1722,1657,-456,289,-544,344,-443,553,255,-460,250,131,69,158
16376,-1070,-1344,-8,192,1316,-9295,-5252,850,-124,105,2,-46,44,566,10625,1199,32,0,14095,1493,1439,1599,1585,-448,361,-537,433,-256,573,255,-494,309,133,66,157
16426,-1420,-2081,73,-81,1038,-9783,-6229,1339,-241,20,0,-71,39,566,10625,1200,13,0,14419,1623,1582,1712,1701,-504,426,-605,511,-382,714,255,-559,292,133,63,157
16476,-1201,-2096,-76,124,937,-23699,-4520,972,-354,-39,2,-92,30,565,10588,1219,54,0,10576,1491,1455,1623,1607,-580,499,-707,608,-563,945,255,-596,314,134,58,158
16526,-2056,-2154,69,-74,1061,-32122,-2322,3353,-459,-58,0,-124,25,567,10663,1193,-41,0,18570,1625,1588,1735,1706,-569,580,-679,693,-563,1118,255,-556,416,136,54,162
16576,-3627,-1810,124,79,1333,-26507,-858,1094,-356,-39,2,-134,22,566,10625,1198,9,0,9701,1390,1401,1588,1555,-612,606,-734,726,-609,1092,244,-545,534,139,49,158
16626,-4513,-1368,-110,89,919,-26690,545,-3,-322,-12,4,-144,24,566,10625,1192,1,0,13821,1568,1543,1657,1619,-600,510,-715,608,-620,934,255,-548,497,141,48,155
16676,-4612,-1488,-82,220,1412,-27850,4207,423,-332,-18,0,-149,24,565,10588,1184,20,0,13725,1462,1476,1608,1579,-590,529,-698,627,-585,976,255,-499,517,144,45,159
16726,-5152,-1769,-11,-88,919,-27850,-186,789,-285,-95,-2,-144,12,567,10663,1203,80,0,9444,1436,1448,1575,1591,-644,546,-775,657,-645,960,255,-574,519,148,44,158
16776,-5344,-1887,69,-1,156,-23760,2681,3597,-189,-162,2,-129,0,567,10663,1221,-11,0,14456,1585,1562,1719,1651,-734,435,-896,532,-860,749,255,-712,469,151,43,158
16826,-5085,-880,-118,-21,1246,-10028,11104,423,-73,-85,4,-104,1,566,10625,1210,-12,0,13302,1538,1505,1687,1645,-710,509,-859,616,-884,648,255,-754,388,153,40,159
16876,-4076,-997,-4,41,1012,-6854,10494,-125,-124,-90,2,-97,0,566,10625,1212,25,0,13517,1555,1566,1694,1656,-839,210,-1017,255,-943,348,255,-808,324,156,40,156
16926,-3991,-1272,235,-169,901,-4840,10067,1827,13,-84,0,-64,1,567,10663,1201,-55,0,17391,1525,1590,1726,1672,-752,149,-903,179,-914,341,255,-836,309,158,42,157
16976,-3793,-451,-117,-164,817,4376,10555,-247,89,-52,2,-46,1,567,10663,1185,-57,0,12022,1631,1537,1732,1704,-814,161,-965,191,-962,-97,255,-831,280,160,43,156
17026,-2767,-835,282,-211,736,12310,8236,240,83,-33,2,-27,1,566,10625,1182,-66,0,13571,1578,1587,1748,1691,-762,43,-901,51,-942,-77,255,-896,277,161,46,152
17076,-1991,-311,33,-82,1318,8465,8785,-186,108,-25,0,-13,0,565,10588,1191,21,0,12047,1459,1413,1603,1554,-880,-49,-1049,-58,-927,-195,255,-913,135,163,49,155
17126,-1246,-863,145,-70,927,8160,6527,728,50,-25,2,-11,7,567,10663,1205,35,0,14253,1471,1473,1609,1590,-881,-84,-1062,-101,-923,-137,255,-980,78,164,51,153
17176,-615,-1064,-44,-98,808,2789,301,1033,1,-62,4,-8,7,566,10625,1205,-48,0,15744,1614,1552,1710,1703,-773,-56,-931,-67,-875,-144,255,-970,0,163,53,149
17226,-389,-1459,-36,-59,948,-1544,2437,1217,-14,-93,-10,-8,8,567,10663,1201,-22,0,16384,1548,1523,1705,1669,-840,-98,-1009,-118,-912,-179,255,-883,1,163,54,157
17276,191,-1079,20,-24,997,9625,7259,-552,-53,-27,0,-7,13,566,10625,1203,0,0,12044,1512,1444,1677,1629,-829,-66,-997,-80,-914,-188,255,-897,31,166,59,150
17326,134,-1122,-45,-115,1204,3338,1522,667,-62,-31,0,-8,14,565,10588,1217,13,0,15940,1568,1542,1714,1676,-807,-182,-983,-221,-842,-246,255,-858,16,168,62,155
17376,711,-557,-71,-26,572,4132,4512,-64,-104,5,2,-7,13,566,10625,1193,-16,0,14846,1634,1622,1770,1739,-756,-186,-903,-222,-842,-178,255,-881,-17,169,68,153
17426,276,-835,-11,-30,946,-2154,1278,118,-63,-30,2,-6,9,567,10663,1200,22,0,12731,1503,1397,1656,1598,-687,-173,-824,-208,-774,-297,255,-786,-24,169,70,153
17476,804,-475,184,106,1048,13165,4207,1461,-90,18,2,-6,9,566,10625,1210,-1,0,14914,1574,1532,1686,1652,-749,-302,-906,-365,-817,-389,255,-805,-69,172,76,154
17526,985,-1054,32,-8,376,-2825,-1102,1461,-122,-39,2,-6,9,567,10663,1214,71,0,11061,1526,1468,1639,1617,-747,-239,-906,-290,-773,-246,255,-800,-115,173,79,156
17576,502,-1351,-56,185,881,-5816,3353,1827,-61,-82,2,-6,9,566,10625,1216,-2,0,14214,1506,1495,1650,1583,-792,-317,-964,-385,-857,-169,255,-839,-136,175,84,156
17626,279,-611,37,63,952,-3070,5123,-614,-22,-10,0,0,8,566,10625,1203,-29,0,13451,1597,1549,1680,1668,-752,-322,-905,-387,-747,-297,255,-892,-202,175,86,153
17676,403,-903,-6,-61,1191,4498,2620,179,-70,-68,0,-6,2,566,10625,1206,-32,0,16030,1593,1508,1689,1635,-662,-289,-798,-349,-703,-410,255,-852,-294,173,88,154
17726,625,-797,0,132,1161,3704,9456,-247,-77,-64,0,-6,2,567,10663,1198,-1,0,11074,1490,1486,1643,1578,-667,-404,-799,-484,-807,-340,255,-893,-326,173,91,153
17776,-102,-418,-38,-286,842,-6549,9212,-552,-62,-38,2,-6,1,567,10663,1189,-60,0,16402,1647,1612,1781,1714,-721,-326,-858,-388,-842,-332,255,-885,-410,172,90,158
17826,-220,150,-119,65,1320,3094,5672,-369,-5,1,2,-6,0,566,10625,1204,-18,0,15500,1582,1547,1706,1669,-677,-483,-815,-581,-719,-505,255,-883,-392,170,91,153
17876,144,162,3,-36,1103,4193,5611,-736,-49,19,0,-6,1,566,10625,1195,-29,0,15035,1554,1515,1694,1629,-654,-486,-782,-581,-721,-610,255,-841,-492,168,93,152
17926,634,437,20,348,1035,5841,2681,1278,-55,46,2,-6,1,566,10625,1203,58,0,8858,1430,1381,1607,1554,-641,-521,-771,-627,-670,-505,255,-868,-478,167,96,151
17976,444,382,-226,21,960,-1116,728,545,-37,10,0,0,0,565,10588,1214,51,0,11459,1559,1483,1668,1620,-569,-434,-691,-527,-480,-450,255,-728,-524,164,96,150
18026,467,-318,-16,215,1237,-2947,-6473,-552,68,4,0,18,6,567,10663,1213,-5,0,15870,1547,1547,1707,1642,-543,-460,-659,-558,-509,-518,255,-737,-478,163,98,154
18076,81,-533,225,-77,721,5902,-2750,545,186,47,2,40,12,565,10588,1214,-25,0,15130,1636,1576,1745,1726,-494,-577,-600,-701,-435,-802,255,-751,-537,160,101,155
18126,-153,-1366,164,-209,1082,16949,-3787,-2261,238,-6,2,47,19,566,10625,1210,-3,0,14693,1497,1409,1651,1608,-468,-481,-566,-582,-408,-904,255,-706,-557,157,102,162
18176,537,-1189,72,-93,917,23663,-2506,-1468,287,32,4,67,25,566,10625,1203,4,0,11663,1461,1385,1605,1573,-421,-541,-507,-651,-366,-903,255,-700,-643,154,105,157
18226,808,-2126,100,-137,837,18109,-10196,667,257,-40,0,67,26,566,10625,1212,1,0,15259,1607,1520,1705,1708,-390,-548,-472,-664,-205,-943,255,-630,-684,152,104,159
18276,1341,-2941,302,135,706,22259,-6778,-1529,279,-78,2,74,27,566,10625,1219,30,0,10844,1530,1484,1678,1651,-364,-590,-444,-719,-332,-843,255,-627,-658,148,106,161
18326,1100,-3052,346,-118,1149,16583,-1468,-552,296,-94,2,79,29,567,10663,1226,37,0,12622,1593,1498,1699,1660,-403,-511,-495,-627,-410,-854,255,-638,-707,146,105,162
18376,1328,-3178,85,-29,1232,14752,-1712,-1834,287,-125,2,80,30,566,10625,1229,0,0,16765,1521,1496,1690,1665,-429,-543,-528,-668,-322,-762,255,-553,-691,143,103,161
18426,1645,-3263,17,60,1124,10601,4390,-2994,163,-144,0,60,29,566,10625,1218,-19,0,16941,1551,1465,1676,1654,-335,-456,-408,-555,-368,-625,255,-560,-639,141,101,161
18476,1295,-3156,-21,-194,1082,4254,6649,-2017,95,-170,2,45,23,567,10663,1225,-2,0,13412,1537,1485,1677,1653,-260,-396,-318,-486,-466,-554,255,-551,-638,136,97,160
18526,1771,-2133,29,9,1151,1690,6649,-1834,-82,-102,2,14,17,566,10625,1210,-1,0,14383,1533,1404,1648,1611,-362,-361,-439,-437,-460,-401,255,-607,-571,134,95,157
18576,1520,-1008,-198,-75,969,-2764,7442,-980,-168,-54,0,-4,11,566,10625,1218,-95,0,19229,1605,1617,1754,1723,-226,-316,-275,-385,-348,-110,255,-531,-544,128,91,161
18626,983,-710,19,143,1081,-16558,2681,-3543,-98,-41,2,-3,4,567,10663,1200,-2,0,11925,1445,1378,1621,1593,-246,-248,-296,-298,-281,-59,255,-502,-447,125,89,156
18676,487,-290,-175,70,1150,-13018,1705,1094,-60,-28,2,-3,2,567,10663,1216,79,0,9772,1489,1444,1619,1596,-284,-230,-345,-280,-264,0,255,-370,-377,123,87,153
18726,-342,-1026,112,326,962,-18145,-1346,2071,24,-61,-2,-6,3,567,10663,1203,-3,0,13911,1533,1530,1668,1626,-88,-190,-106,-229,-145,59,255,-349,-330,120,87,156
18776,-1266,-1216,40,138,577,-11370,3414,-1163,103,-92,0,-5,2,565,10588,1182,-108,0,17571,1675,1630,1749,1741,-122,-168,-145,-198,-162,-204,255,-355,-343,115,84,161
18826,-1449,-836,-64,-166,973,408,3658,-308,84,-79,2,-5,0,537,9564,1193,-26,0,12512,1591,1535,1728,1693,-88,-205,-105,-245,-194,-271,255,-269,-352,114,83,154
18876,-804,-687,-60,1,1036,164,4512,1094,40,-62,0,-6,1,454,6836,1208,36,0,12987,1560,1534,1668,1619,-94,-265,-114,-320,-170,-213,255,-179,-320,112,83,150
18926,-439,-337,-125,17,921,-7769,-919,1949,2,-39,0,-6,0,455,6866,1204,-2,0,15680,1528,1511,1639,1643,-126,-185,-151,-222,-87,-97,255,-83,-281,111,82,150
18976,-337,-861,68,200,980,-12591,1766,-125,6,-63,2,-7,1,455,6866,1212,-44,0,16957,1635,1609,1713,1692,58,-85,71,-103,-25,8,255,-98,-225,109,81,144
19026,-936,-934,161,-87,692,-79,3231,-614,32,-47,2,-7,2,454,6836,1191,-30,0,13073,1557,1497,1682,1653,51,-99,60,-118,-17,-127,255,-46,-269,107,79,146
19076,-233,-421,-39,193,952,-1116,-369,1033,2,-31,0,-7,2,454,6836,1196,-16,0,14383,1579,1556,1687,1663,53,-249,64,-298,60,-128,255,-8,-212,106,79,146
19126,-542,-800,100,-100,526,-7647,-2445,911,-12,-47,2,-7,0,455,6866,1195,31,0,11940,1534,1509,1653,1631,50,-81,60,-97,76,0,255,17,-244,105,78,143
19176,-243,-307,-121,237,1022,-10394,-5008,2987,2,-33,2,-7,0,455,6866,1215,70,0,12162,1546,1478,1650,1617,58,-76,70,-92,137,-42,255,84,-161,105,76,147
19226,-131,-464,64,127,974,-4473,-5679,2315,-18,-28,-2,-8,0,454,6836,1214,52,0,13480,1483,1494,1635,1624,133,-127,161,-154,230,8,255,60,-138,104,76,148
19276,-631,-1558,141,-133,705,-4473,-5069,4818,-3,-109,-23,-7,1,456,6896,1206,33,0,11842,1534,1498,1683,1700,197,-189,237,-228,213,-145,255,80,-174,101,77,155
19326,-851,-2053,-49,-37,760,4803,1827,8602,34,-190,-96,-7,0,457,6927,1221,-7,0,16196,1520,1483,1640,1623,128,-214,157,-262,68,-247,255,69,-236,100,78,151
19376,-1274,-2101,75,-204,1086,11700,6221,5245,61,-175,-64,-7,1,459,6987,1217,-12,0,13301,1553,1522,1668,1648,187,-175,228,-213,85,-385,255,64,-318,97,77,154
19426,-690,-1586,12,-124,1176,8038,5367,5184,15,-138,-194,-7,0,459,6987,1212,48,0,11443,1465,1387,1640,1649,136,-216,164,-262,106,-377,255,100,-331,96,75,154
19476,-112,-1676,157,66,789,286,5245,11837,-23,-131,-259,-8,0,462,7079,1224,-38,0,16313,1573,1583,1720,1741,231,-269,282,-329,205,-274,255,37,-367,92,75,153
19526,-534,-1145,5,-191,769,-262,484,13057,-19,-94,-356,-8,1,461,7048,1224,19,0,10196,1487,1417,1656,1669,278,-159,341,-195,272,-246,255,126,-346,89,73,152
19576,-539,-1160,-196,24,664,-384,-980,19649,9,-128,-414,-8,0,463,7110,1231,-7,0,16436,1563,1553,1739,1730,398,-284,489,-349,376,-212,255,166,-263,84,73,153
19626,-465,-1099,-80,-149,890,2972,-614,23006,18,-106,-458,-1,0,463,7110,1221,-38,0,15912,1506,1437,1685,1689,414,-172,506,-211,421,-205,255,231,-296,81,72,156
19676,-163,-984,-73,67,1271,4559,-1224,26058,8,-86,-444,-2,1,459,6987,1229,27,0,10869,1510,1478,1677,1678,431,-220,530,-270,408,-255,255,221,-301,77,71,152
19726,-97,-835,25,-179,730,2850,-2139,23250,-18,-66,-425,0,0,462,7079,1230,13,0,14716,1474,1445,1600,1649,378,-161,465,-198,401,-186,255,327,-310,74,69,152
19776,-503,-1933,97,21,871,-1910,-2994,24410,46,-159,-423,0,0,450,6716,1212,-60,0,15782,1617,1574,1718,1721,460,-40,557,-48,417,-48,255,479,-182,73,67,151
19826,-861,-1893,-116,64,1273,5047,6588,20870,80,-177,-249,0,0,429,6104,1205,-14,0,13340,1616,1536,1628,1609,459,-62,554,-74,308,-171,255,504,-157,72,66,153
19876,-380,-1140,-147,123,1105,6207,6466,14095,9,-117,-121,-7,0,428,6075,1216,-14,0,17051,1671,1653,1612,1615,485,-58,590,-71,425,-85,255,474,-166,70,64,153
19926,-137,-890,85,-157,1044,-933,1400,2559,-41,-71,-4,-7,0,428,6075,1204,4,0,13438,1554,1507,1615,1636,553,-77,665,-93,549,-39,255,475,-185,68,63,147
19976,-63,-978,-45,-39,580,-3924,-430,5855,-79,-94,-2,-15,0,428,6075,1201,-30,0,15108,1617,1603,1676,1679,594,-67,714,-81,526,76,255,599,-177,65,61,148
20026,-287,-1029,-82,-80,1031,-5633,2193,4757,-155,-69,0,-34,6,427,6047,1217,20,0,12315,1581,1505,1638,1635,593,7,722,9,487,97,255,658,-177,64,59,146
20076,-716,-1151,-25,-98,757,-9722,1705,545,-156,-43,0,-40,12,426,6019,1218,-25,0,16556,1674,1652,1729,1734,617,113,751,137,601,232,255,769,-23,65,56,150
20126,-1464,-1086,-51,127,947,-11126,-2078,1217,-73,55,2,-42,31,427,6047,1213,1,0,12576,1519,1513,1654,1628,677,122,821,149,697,212,255,792,68,64,54,149
20176,-1817,-1054,-12,-3,950,-2947,-5618,-552,-59,155,2,-43,49,428,6075,1213,-6,0,14233,1606,1567,1682,1671,617,125,748,151,808,119,255,806,63,65,53,149
20226,-1290,-1799,102,104,1038,-6427,-18985,484,-149,308,2,-54,90,426,6019,1208,-31,0,16173,1570,1580,1670,1692,737,-45,891,-54,1033,68,255,823,74,65,54,153
20276,-1778,-2629,-21,-40,918,-13140,-22525,606,-54,223,0,-40,90,427,6047,1217,-4,0,15600,1564,1543,1662,1694,808,167,983,204,1098,238,255,858,144,63,53,153
20326,-2099,-2787,17,58,1013,1873,-18436,2254,99,313,2,-18,110,428,6075,1214,26,0,12427,1517,1443,1651,1582,815,87,989,105,1116,51,255,836,108,61,53,149
20376,-1311,-2829,23,5,875,9075,-20999,606,23,472,2,-19,142,428,6075,1224,18,0,14561,1608,1547,1670,1708,795,-52,973,-64,1330,-51,255,799,-26,59,53,148
20426,-332,-3921,-25,82,1026,347,-34061,911,-56,315,2,-18,130,428,6075,1229,-28,0,17188,1640,1608,1704,1746,870,116,1069,143,1384,117,255,863,-1,57,52,151
20476,-262,-4637,21,10,1471,-2581,-21549,-1407,-67,191,6,-18,118,428,6075,1227,94,0,8822,1418,1387,1568,1581,763,109,937,134,1040,169,255,808,5,55,50,150
20526,-643,-4441,-11,-94,447,-6976,-10867,1156,-61,60,0,-18,90,427,6047,1239,33,0,14851,1595,1574,1691,1695,648,98,803,121,807,204,255,762,17,55,49,148
20576,-962,-3942,-64,-125,1155,-2947,-3787,-308,-10,67,4,-16,84,426,6019,1223,17,0,13522,1510,1499,1659,1647,578,113,707,139,694,107,255,703,22,55,46,150
20626,-925,-3906,145,-21,799,1080,-4459,-308,-10,59,2,-18,77,427,6047,1233,6,0,14595,1561,1533,1643,1689,609,36,751,45,679,16,255,710,28,54,46,143
20676,-965,-4083,157,-110,737,-994,-2445,667,-13,-58,2,-16,56,428,6075,1239,4,0,14812,1553,1527,1652,1661,589,62,730,77,521,85,255,754,63,54,45,144
20726,-940,-3172,-184,102,1116,-1483,7259,-369,8,-141,4,-16,32,427,6047,1249,64,0,12267,1484,1433,1598,1608,532,242,665,303,369,155,255,669,33,54,42,149
20776,-473,-2143,-137,246,1130,-811,9395,545,46,-123,0,-3,16,427,6047,1241,35,0,14722,1471,1478,1616,1598,494,165,613,204,307,111,255,667,71,55,40,147
20826,-356,-1351,-11,39,1006,4498,6466,1033,156,-37,4,23,17,427,6047,1219,-93,0,19405,1669,1621,1747,1753,431,122,526,148,323,0,255,638,121,56,39,146
20876,92,-1186,7,108,1018,12249,3902,-797,126,-22,2,23,16,428,6075,1249,-35,0,15478,1572,1524,1700,1698,402,17,502,21,298,-128,255,594,111,58,40,145
20926,403,-643,-69,42,1353,9197,5550,-1102,93,109,4,24,34,427,6047,1230,38,0,11625,1469,1447,1609,1567,319,-3,392,-4,246,-119,255,590,106,60,41,144
20976,621,-485,-103,348,1120,6390,-3360,667,79,207,4,20,51,428,6075,1219,-20,0,15692,1552,1516,1633,1653,296,13,361,16,451,-25,255,568,151,64,43,145
21026,-407,-1213,109,-231,849,4498,-11173,1461,73,168,0,12,51,428,6075,1228,-28,0,16088,1577,1543,1679,1690,367,12,451,15,537,-58,255,534,185,65,46,148
21076,-98,-1476,91,-88,1087,9136,-7022,-491,70,145,4,13,53,428,6075,1225,21,0,13262,1533,1452,1595,1606,323,-2,396,-2,408,-119,255,484,91,67,48,144
21126,734,-2004,99,25,1034,3155,-4276,1339,1,105,2,12,54,427,6047,1224,-2,0,13109,1533,1526,1624,1646,243,71,298,87,367,85,255,482,72,69,48,140
21176,211,-2181,269,129,1309,531,-4398,2803,50,100,2,11,54,427,6047,1250,21,0,15249,1558,1517,1650,1633,219,194,274,243,298,212,255,376,118,71,47,146
21226,-327,-2073,-27,-249,769,6878,-247,1766,59,73,2,11,52,427,6047,1236,-3,0,15119,1585,1583,1703,1693,226,113,279,140,257,120,255,304,96,72,46,145
21276,-63,-1884,123,-125,1045,-140,-2322,-64,52,79,0,11,46,427,6047,1233,38,0,12580,1560,1502,1612,1619,139,144,171,178,161,161,255,230,49,73,43,145
21326,565,-1816,127,104,859,-1055,-2139,1461,20,88,2,11,46,428,6075,1236,0,0,14474,1585,1569,1645,1679,61,150,75,186,136,162,255,233,49,74,41,142
21376,309,-2504,79,219,1461,531,-797,57,43,-14,2,11,40,427,6047,1223,11,0,13489,1539,1517,1639,1624,36,220,44,270,48,203,255,216,125,77,39,139
21426,-151,-2921,148,-202,595,4925,5733,1522,38,-73,4,11,32,427,6047,1230,-26,0,14738,1596,1606,1691,1704,72,230,89,283,8,248,255,178,138,79,38,144
21476,-471,-2719,267,-41,964,3277,6771,2498,136,-77,2,19,27,427,6047,1215,-70,0,16036,1658,1593,1711,1698,64,232,78,283,-51,127,255,80,158,79,35,145
21526,136,-1554,-8,54,919,12005,9151,789,23,-91,2,4,10,429,6104,1225,-13,0,13764,1560,1492,1669,1649,3,345,4,423,-164,193,255,26,115,79,32,139
21576,853,-1219,55,152,874,-3375,6405,1766,-28,-56,4,6,9,428,6075,1217,-43,0,17457,1561,1567,1654,1667,-17,229,-20,279,-126,361,255,-3,211,81,28,145
21626,181,-519,-119,-95,1236,-4229,6099,-64,-4,-48,2,4,2,427,6047,1232,0,0,15533,1585,1546,1680,1673,38,404,47,497,-59,452,255,-68,271,79,26,141
21676,-11,-306,-242,84,1135,-2581,3109,-1102,25,-36,0,3,2,427,6047,1235,71,0,9282,1529,1522,1630,1656,-52,330,-64,408,-92,354,255,57,333,80,23,143
21726,-287,-1054,29,16,514,-8624,423,1339,42,-81,4,3,1,428,6075,1226,3,0,15354,1676,1644,1739,1740,-16,415,-20,508,-87,438,255,101,394,81,22,141
21776,-644,-1088,124,216,1111,2850,3109,911,85,-79,2,1,1,427,6047,1242,52,0,12155,1525,1479,1647,1629,-128,406,-160,505,-187,323,255,38,467,85,21,146
21826,-477,-785,-71,-14,791,5474,5916,-308,46,-67,2,0,2,427,6047,1239,21,0,14008,1523,1480,1640,1626,-119,377,-147,467,-245,312,255,-31,467,87,21,146
21876,23,-676,-95,-73,863,3277,3841,-736,-40,-66,2,-6,1,426,6019,1229,19,0,12650,1539,1506,1654,1640,-117,367,-144,451,-274,343,255,-118,430,87,21,147
21926,115,-153,113,-262,810,-2093,4268,118,-133,9,4,-18,2,427,6047,1233,-26,0,15955,1578,1562,1700,1684,-139,490,-172,604,-230,553,255,-162,405,87,19,150
21976,-567,-36,-117,67,880,-7647,4573,-858,-35,-8,2,-18,2,428,6075,1239,-8,0,14586,1545,1549,1681,1664,-92,531,-114,659,-169,574,255,-165,493,87,16,148
22026,-768,51,-4,-68,997,-506,6527,-1346,-19,8,2,-16,1,427,6047,1226,-14,0,13787,1539,1457,1650,1633,-135,572,-165,702,-247,485,255,-194,487,87,14,147
22076,-684,-521,-171,78,1217,286,2926,301,18,-55,2,-9,1,427,6047,1223,-9,0,12546,1516,1495,1634,1618,-145,525,-178,642,-240,481,255,-142,545,87,12,147
22126,-1117,-489,-139,-1,780,-2947,3780,-2017,49,-56,2,-9,1,428,6075,1235,9,0,13130,1570,1587,1704,1686,-89,469,-111,580,-185,506,255,-109,575,87,12,149
22176,-578,-359,2,29,654,714,4573,-1346,45,-26,4,-2,1,428,6075,1236,3,0,16216,1585,1555,1681,1666,-183,485,-226,599,-256,487,255,-128,589,88,11,144
22226,-239,-1016,73,19,791,-2337,2132,179,-515,-206,0,-107,-24,427,6047,1221,-14,0,13551,1520,1492,1628,1608,-133,516,-162,630,-263,711,255,-75,541,88,9,153
22276,-488,-1036,-53,224,1249,-39263,15255,1094,-497,-134,0,-108,-6,427,6047,1233,10,0,13948,1515,1548,1672,1607,-150,716,-185,883,-429,1465,255,-29,669,91,6,158
22326,-2015,-188,6,127,826,-33953,9822,179,-464,-80,0,-128,-11,426,6019,1229,-3,0,14109,1525,1484,1621,1635,-134,732,-165,900,-247,1261,255,-72,690,92,5,153
22376,-2910,-661,-100,25,1123,-29254,3475,972,-389,-156,0,-127,-17,423,5934,1228,-19,0,17145,1552,1526,1649,1655,-31,696,-38,855,-146,1085,255,-69,667,92,2,156
22426,-4135,-966,-128,-144,887,-28399,9029,-491,-268,-157,0,-121,-10,427,6047,1237,0,0,13319,1549,1576,1699,1664,-61,590,-75,730,-254,1075,255,-17,646,93,1,156
22476,-4370,-575,103,253,1034,-19244,8358,850,-257,-54,0,-132,-2,428,6075,1238,11,0,13893,1570,1504,1635,1632,-92,561,-114,694,-213,912,255,-28,681,94,1,153
22526,-4300,-395,-6,80,646,-19305,3170,789,-232,-60,0,-123,-4,428,6075,1237,30,0,11142,1538,1529,1678,1643,54,500,67,619,-78,855,255,-44,636,94,1,146
22576,-4940,-554,-84,61,909,-20159,3414,-1651,-147,-76,0,-117,-3,427,6047,1239,10,0,14767,1574,1552,1702,1669,50,517,62,640,-50,734,255,-7,587,93,1,148
22626,-5103,60,-115,-50,1055,-13140,6038,-675,-133,-28,0,-115,-4,427,6047,1239,-17,0,17132,1587,1579,1703,1681,45,327,56,405,-25,498,255,-23,556,92,3,150
22676,-4355,226,104,12,707,-6610,1766,-369,-139,-16,0,-105,-10,427,6047,1224,-17,0,13336,1573,1556,1676,1692,92,272,113,334,0,341,255,-62,426,89,6,147
22726,-4115,4,38,-37,984,-4168,301,-2322,-46,-41,0,-81,-9,429,6104,1236,-1,0,13171,1589,1523,1705,1685,61,275,76,341,-8,228,255,-11,391,87,7,141
22776,-3843,-71,-5,6,946,1263,4451,-2506,-64,-6,0,-81,0,427,6047,1226,42,0,11985,1530,1500,1682,1640,111,72,137,88,51,153,255,24,332,86,11,139
22826,-3109,-801,131,-88,414,-1971,850,-2506,-74,-12,0,-65,5,427,6047,1229,-19,0,15675,1553,1522,1663,1650,105,41,129,50,94,0,255,58,240,85,13,143
22876,-2813,-1115,-47,238,1280,-445,-1285,-491,12,-26,0,-51,15,427,6047,1229,-27,0,14900,1560,1510,1683,1645,168,-116,207,-142,185,-126,255,141,200,84,18,154
22926,-2234,-866,31,105,992,2667,1033,-2811,-7,33,0,-43,21,427,6047,1223,16,0,14361,1487,1473,1653,1630,185,-91,227,-111,187,-136,255,125,131,83,21,148
22976,-1771,-593,-315,82,1212,4437,-2078,-614,27,72,0,-27,30,426,6019,1217,-1,0,13728,1577,1513,1693,1669,167,-147,203,-179,348,-306,255,218,89,83,27,150
23026,-1627,-605,-123,201,1361,7000,-8609,-2261,54,159,0,-21,43,426,6019,1212,22,0,12480,1488,1480,1678,1661,282,-270,342,-327,450,-306,255,233,43,82,31,153
23076,-758,-1016,-80,-121,921,5963,-12149,-2261,7,115,0,-9,41,428,6075,1228,-15,0,16789,1617,1567,1738,1732,366,-228,450,-280,543,-382,255,250,-84,80,36,153
23126,-107,-1504,-195,113,1175,10479,-10684,-3421,66,117,0,8,52,428,6075,1230,20,0,13415,1531,1547,1704,1699,352,-393,433,-484,552,-442,255,266,-120,78,40,155
