IMU,SETUP,COMPLETED,,,,,,,,,,,,,,,,,,,,,,,,
23801000,5000,10000,0,-274,-1389,-27687,999,-12,-2,0,1148000,1155000,1145000,1134000,1498000,1499000,1146000,1496000,1999000,998000,0,0,0,0,0,0
24001000,5000,10000,0,123,-1290,-27701,999,-11,1,0,1146000,1152000,1148000,1137000,1498000,1499000,1146000,1496000,1999000,998000,0,0,0,0,0,0
24201000,5000,10000,0,116,-1246,-27694,999,-10,1,0,1141000,1155000,1151000,1142000,1498000,1498000,1148000,1496000,1998000,998000,0,0,0,0,0,0
24401000,5000,10000,0,103,-1324,-27686,999,-11,0,0,1157000,1170000,1154000,1146000,1498000,1498000,1157000,1496000,1998000,997000,0,0,0,0,0,0
24601000,5000,10000,0,337,-1079,-27691,999,-9,2,0,1159000,1157000,1164000,1154000,1498000,1498000,1159000,1496000,1998000,997000,0,0,0,0,0,0
24801000,5000,10000,0,308,-946,-27692,999,-8,2,0,1155000,1158000,1166000,1154000,1498000,1499000,1159000,1495000,1998000,997000,0,0,0,0,0,0
25001000,5000,10000,0,102,-1072,-27685,999,-9,0,0,1157000,1173000,1158000,1146000,1498000,1499000,1159000,1496000,1999000,998000,0,0,0,0,0,0
25201000,5000,10000,0,73,-1054,-27694,999,-9,0,0,1158000,1156000,1167000,1157000,1498000,1499000,1160000,1496000,1999000,998000,0,0,0,0,0,0
25401000,5000,10000,0,417,-683,-27692,999,-5,3,0,1168000,1162000,1161000,1148000,1497000,1498000,1160000,1496000,1998000,998000,0,0,0,0,0,0
25601000,5000,10000,0,249,-722,-27704,999,-6,2,0,1147000,1166000,1165000,1160000,1497000,1499000,1160000,1496000,1998000,998000,0,0,0,0,0,0
25801000,5000,10000,0,-293,-1153,-27699,999,-10,-2,0,1158000,1170000,1161000,1153000,1497000,1499000,1161000,1496000,1998000,997000,0,0,0,0,0,0
26001000,5000,10000,0,-156,-1045,-27707,999,-9,-1,0,1164000,1167000,1162000,1150000,1498000,1499000,1161000,1496000,1998000,997000,0,0,0,0,0,0
26201000,5000,10000,0,-86,-918,-27708,999,-8,0,0,1149000,1171000,1163000,1156000,1498000,1499000,1160000,1495000,1999000,998000,0,0,0,0,0,0
26401000,5000,10000,0,-93,-975,-27715,999,-8,0,0,1161000,1161000,1164000,1153000,1498000,1499000,1160000,1496000,1998000,998000,0,0,0,0,0,0
26601000,5000,10000,0,345,-757,-27714,999,-6,3,0,1166000,1157000,1159000,1156000,1497000,1499000,1160000,1496000,1999000,998000,0,0,0,0,0,0
26801000,5000,10000,0,558,-413,-27715,999,-3,4,0,1156000,1169000,1158000,1155000,1497000,1498000,1160000,1496000,1998000,998000,0,0,0,0,0,0
27001000,5000,10000,0,-225,-1083,-27717,999,-9,-1,0,1147000,1174000,1158000,1158000,1497000,1498000,1160000,1496000,1998000,997000,0,0,0,0,0,0
27201000,5000,10000,0,-548,-1485,-27713,999,-12,-4,0,1157000,1168000,1157000,1159000,1498000,1499000,1161000,1496000,1998000,997000,0,0,0,0,0,0
27401000,5000,10000,0,114,-948,-27714,999,-8,1,0,1171000,1156000,1161000,1154000,1498000,1499000,1161000,1495000,1998000,998000,0,0,0,0,0,0
27601000,5000,10000,0,432,-586,-27726,999,-5,3,0,1155000,1165000,1163000,1156000,1498000,1499000,1160000,1495000,1999000,997000,0,0,0,0,0,0
27801000,5000,10000,0,-134,-928,-27712,999,-8,-1,0,1154000,1172000,1162000,1150000,1501000,1496000,1160000,1496000,1999000,998000,0,0,0,0,0,0
28001000,5000,10000,0,-241,-1168,-27710,999,-10,-2,0,1154000,1172000,1158000,1153000,1504000,1493000,1160000,1496000,1999000,998000,0,0,0,0,0,0
28201000,5000,10000,0,-272,-1117,-27724,999,-9,-2,0,1155000,1169000,1158000,1155000,1497000,1499000,1160000,1496000,1999000,998000,0,0,0,0,0,0
28401000,5000,10000,0,-270,-1235,-27730,999,-10,-2,0,1151000,1160000,1164000,1163000,1497000,1499000,1160000,1496000,1998000,998000,0,0,0,0,0,0
28601000,5000,10000,0,-366,-1183,-27700,999,-10,-3,0,1160000,1169000,1155000,1155000,1497000,1499000,1160000,1496000,1998000,998000,0,0,0,0,0,0
28801000,5000,10000,0,-496,-1229,-27717,999,-10,-4,0,1151000,1168000,1160000,1163000,1498000,1499000,1161000,1496000,1998000,997000,0,0,0,0,0,0
29001000,5000,10000,0,-468,-1159,-27722,999,-10,-4,0,1155000,1170000,1159000,1155000,1497000,1499000,1160000,1495000,1998000,998000,0,0,0,0,0,0
29201000,5000,10000,0,-202,-1072,-27712,999,-9,-1,0,1162000,1165000,1162000,1149000,1497000,1500000,1160000,1496000,1999000,998000,0,0,0,0,0,0
29401000,5000,10000,0,-92,-766,-27732,999,-6,0,0,1156000,1161000,1164000,1157000,1497000,1500000,1160000,1496000,1998000,998000,0,0,0,0,0,0
29601000,5000,10000,0,-91,-951,-27717,999,-8,0,0,1152000,1172000,1161000,1153000,1497000,1500000,1160000,1496000,1998000,998000,0,0,0,0,0,0
29801000,5000,10000,0,-450,-1222,-27718,999,-10,-3,0,1158000,1167000,1158000,1154000,1497000,1499000,1160000,1496000,1998000,997000,0,0,0,0,0,0
30001000,5000,10000,0,44,-862,-27725,999,-7,0,0,1166000,1156000,1162000,1154000,1497000,1499000,1160000,1496000,1999000,997000,0,0,0,0,0,0
30201000,5000,10000,0,324,-576,-27717,999,-5,2,0,1153000,1172000,1160000,1157000,1498000,1499000,1161000,1496000,1998000,997000,0,0,0,0,0,0
30401000,5000,10000,0,-584,-1428,-27712,999,-12,-5,0,1148000,1180000,1157000,1153000,1498000,1499000,1160000,1495000,1999000,997000,0,0,0,0,0,0
30601000,5000,10000,0,-318,-1252,-27720,999,-10,-2,0,1162000,1150000,1166000,1160000,1497000,1499000,1160000,1496000,1999000,998000,0,0,0,0,0,0
30801000,5000,10000,0,304,-508,-27724,999,-4,2,0,1166000,1165000,1159000,1148000,1497000,1500000,1160000,1496000,1999000,998000,0,0,0,0,0,0
31001000,5000,10000,0,-76,-946,-27731,999,-8,0,0,1149000,1170000,1163000,1156000,1497000,1500000,1160000,1496000,1999000,998000,0,0,0,0,0,0
31201000,5000,10000,0,-530,-1419,-27726,999,-12,-4,0,1153000,1166000,1161000,1157000,1497000,1499000,1160000,1496000,1999000,998000,0,0,0,0,0,0
31401000,5000,10000,0,-98,-960,-27708,999,-8,0,0,1167000,1158000,1160000,1154000,1497000,1499000,1160000,1496000,1999000,998000,0,0,0,0,0,0
31601000,5000,10000,0,275,-640,-27733,999,-5,2,0,1157000,1163000,1162000,1156000,1497000,1499000,1160000,1496000,1998000,997000,0,0,0,0,0,0
31801000,5000,10000,0,-227,-990,-27706,999,-8,-1,0,1152000,1179000,1158000,1154000,1498000,1499000,1161000,1496000,1998000,997000,0,0,0,0,0,0
32001000,5000,10000,0,-632,-1468,-27723,999,-12,-5,0,1152000,1162000,1163000,1161000,1498000,1499000,1160000,1495000,1998000,998000,0,0,0,0,0,0
32201000,5000,10000,0,-409,-1256,-27721,999,-10,-3,0,1165000,1165000,1153000,1155000,1497000,1499000,1160000,1496000,1999000,998000,0,0,0,0,0,0
32401000,5000,10000,0,-62,-901,-27722,999,-7,0,0,1161000,1162000,1160000,1155000,1497000,1500000,1160000,1496000,1999000,998000,0,0,0,0,0,0
32601000,5000,10000,0,103,-732,-27738,999,-6,0,0,1154000,1164000,1164000,1156000,1497000,1500000,1160000,1496000,1998000,998000,0,0,0,0,0,0
32801000,5000,10000,0,-270,-1031,-27724,999,-9,-2,0,1154000,1179000,1156000,1149000,1497000,1500000,1160000,1496000,1998000,997000,0,0,0,0,0,0
33001000,5000,10000,0,-568,-1334,-27727,999,-11,-4,0,1148000,1169000,1165000,1157000,1497000,1499000,1160000,1496000,1998000,998000,0,0,0,0,0,0
33201000,5000,10000,0,-380,-1228,-27731,999,-10,-3,0,1158000,1159000,1163000,1158000,1497000,1499000,1160000,1496000,1998000,997000,0,0,0,0,0,0
