[17:06:15:584] HHello Junta. Starting Potato Controller now␊
[17:06:18:459] imu.begin()-IMU comm & initialize completed ␊
[17:06:18:925] imu.dmpBegin() suceeded␊
[17:06:21:927] IMU SETUP COMPLETED␊
[17:06:22:929] Motor starting Now␊
[17:06:51:531] -1.055095 -1.111930 -27.194656 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 -0.000000 0.304878 ␊
[17:06:51:731] -1.079854 -0.879516 -27.192459 1100.000000 1100.000000 1100.000000 1100.000000 -0.243902 0.060976 0.182927 ␊
[17:06:51:931] -0.970260 -0.834690 -27.187254 1100.000000 1100.000000 1100.000000 1100.000000 -0.121951 0.243902 0.243902 ␊
[17:06:52:131] -0.972188 -0.698767 -27.185125 1100.000000 1100.000000 1100.000000 1100.000000 -0.121951 -0.060976 0.060976 ␊
[17:06:52:331] -0.943419 -0.658730 -27.185425 1100.000000 1100.000000 1100.000000 1100.000000 0.060976 0.182927 0.121951 ␊
[17:06:52:531] -0.828799 -0.694260 -27.175581 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.243902 -0.060976 ␊
[17:06:52:731] -0.877408 -0.734217 -27.177992 1100.000000 1100.000000 1100.000000 1100.000000 0.243902 0.243902 0.121951 ␊
[17:06:52:931] -0.646686 -0.677186 -27.180573 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 -0.182927 0.060976 ␊
[17:06:53:131] -0.517219 -0.805182 -27.176775 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.060976 0.243902 ␊
[17:06:53:331] -0.491943 -0.726635 -27.172529 1100.000000 1100.000000 1100.000000 1100.000000 -0.121951 -0.121951 0.060976 ␊
[17:06:53:531] -0.358602 -0.635159 -27.172295 1100.000000 1100.000000 1100.000000 1100.000000 0.000000 -0.060976 -0.000000 ␊
[17:06:53:731] -0.427492 -0.450814 -27.172171 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.182927 0.060976 ␊
[17:06:53:930] -0.366149 -0.451450 -27.174286 1100.000000 1100.000000 1100.000000 1100.000000 -0.121951 0.121951 0.060976 ␊
