20816	10.17
20837	10.89
20858	11.52
20879	12.15
20899	12.69
20920	13.14
20940	13.50
20961	13.68
20981	13.86
21003	13.86
21023	13.86
21044	13.68
21064	13.41
21085	12.96
21105	12.51
21127	11.97
21147	11.43
21168	10.80
21188	10.08
21209	9.45
21229	8.73
21250	8.10
21270	7.47
21292	6.84
21312	6.39
21332	5.94
21353	5.58
21373	5.31
21394	5.13
21414	5.04
21435	5.04
21455	5.13
21476	5.31
21497	5.67
21518	6.03
21538	6.48
21559	7.02
21579	7.56
21600	8.10
21620	8.73
21641	9.36
21661	9.99
21683	10.62
21703	11.16
21724	11.70
21744	12.06
21765	12.51
21785	12.78
21807	12.96
21827	13.14
21848	13.14
21868	13.05
21889	12.96
21909	12.69
21929	12.42
21951	11.97
21971	11.52
21992	11.07
22012	10.53
22033	9.99
22053	9.36
22074	8.82
22095	8.28
22116	7.74
22136	7.29
22157	6.84
22177	6.48
22198	6.21
22218	6.03
22239	5.85
22259	5.76
22281	5.85
22301	5.94
22322	6.12
22342	6.39
22363	6.75
22383	7.11
22404	7.56
22424	8.01
22445	8.46
22465	9.00
22487	9.54
22507	10.08
22528	10.53
22548	10.98
22568	11.34
22589	11.70
22609	12.06
22631	12.24
22651	12.42
22672	12.51
22692	12.51
22713	12.42
22733	12.33
22755	12.06
22775	11.79
22796	11.52
22816	11.16
22837	10.71
22857	10.26
22879	9.81
22899	9.36
22920	8.91
22940	8.46
22961	8.01
22981	7.65
23002	7.29
23022	7.02
23043	6.75
23063	6.57
23085	6.48
23105	6.48
23126	6.48
23146	6.57
23166	6.75
23187	6.93
23207	7.20
23228	7.56
23248	7.92
23270	8.28
23290	8.64
23311	9.09
23331	9.54
23352	9.90
23372	10.26
23393	10.62
23413	10.98
23435	11.25
23455	11.43
23476	11.61
23496	11.79
23517	11.79
23537	11.79
23558	11.79
23579	11.61
23600	11.43
23620	11.25
23641	10.98
23661	10.62
23682	10.35
23702	9.99
23724	9.63
23744	9.27
23764	8.91
23785	8.55
23805	8.19
23826	7.92
23846	7.65
23867	7.47
23887	7.29
23909	7.11
23929	7.11
23950	7.02
23970	7.11
23991	7.20
24011	7.29
24032	7.47
24052	7.74
24073	8.01
24093	8.28
24115	8.55
24135	8.91
24156	9.18
24176	9.54
24197	9.81
24217	10.17
24238	10.44
24258	10.62
24280	10.89
24300	10.98
24321	11.16
24341	11.25
24361	11.25
24382	11.25
24403	11.16
24424	11.07
24444	10.89
24465	10.71
24485	10.53
24506	10.26
24526	10.08

