,,,,,,,,
15301000,16,85,25,-18,1038,527,-821,710
15349000,98,182,8,23,1030,1076,32,-754
15401000,57,56,1,2,1069,-144,704,1992
15449000,-6,-37,4,-23,1014,-1059,-333,-1975
15501000,-99,-69,-3,3,1016,649,-1370,1625
15549000,-101,-103,-10,-3,1001,527,93,-1731
15601000,-6,-61,12,-1,999,-327,-272,1381
15649000,5,-81,-9,-12,1040,-632,93,-1303
15701000,-49,-104,-10,6,1005,221,-699,1503
15749000,5,-109,-7,-2,1004,221,643,-1914
15801000,15,-46,3,8,1030,527,-516,2053
15849000,74,0,4,0,990,-388,277,-1731
15901000,90,-76,2,1,1003,-388,460,1137
15949000,56,-59,-6,0,1003,38,399,-754
16001000,4,-80,-9,1,1035,1015,-943,771
16049000,46,16,-1,15,935,-693,32,-998
16101000,51,-25,0,-11,981,-693,1802,-510
16149000,27,-42,5,-5,1028,-144,338,832
16201000,-45,-72,0,-19,989,649,32,-449
16249000,-29,-6,0,-5,1045,527,32,1381
16301000,6,77,-1,12,1070,-388,-516,-998
16349000,10,25,-2,4,1012,-327,-455,1686
16401000,-47,-34,-4,-1,1011,38,32,-1486
16449000,-32,3,13,2,1005,710,-821,1992
16501000,-11,71,2,1,1016,-83,154,-2219
16549000,12,31,4,-6,1031,-449,-28,1931
16601000,-26,1,-2,2,1014,-83,216,-2036
16649000,-39,-48,0,7,989,710,-821,1381
16701000,12,30,0,4,1000,160,32,-1059
16749000,38,68,-4,10,1011,-205,216,283
16801000,77,-12,7,-11,1006,-327,93,-571
16849000,24,-58,0,-1,1021,221,-89,-83
16901000,22,-58,9,-4,1021,466,-333,527
16949000,16,-9,-3,5,1029,160,32,-1120
17001000,50,34,0,15,1143,-388,154,893
17049000,76,96,-32,28,845,-1426,338,3701
17101000,65,160,22,0,639,954,2047,283
17149000,-73,45,-26,-64,1160,-1059,826,-4355
17201000,72,-27,-35,-40,837,-571,2779,5288
17249000,306,-132,-15,-21,1008,-83,338,-4782
17301000,48,-181,5,-51,1071,1076,-1920,3090
17349000,67,-12,3,-8,1021,282,-211,1442
17401000,98,-44,36,-14,1016,-876,-577,-1120
17449000,113,-65,-11,9,991,-510,399,1870
17501000,94,-83,-1,5,1029,527,277,-2219
17549000,-24,-68,6,1,1022,649,-1431,2297
17601000,-37,36,3,-5,1017,-632,-638,-2341
17649000,64,-22,0,3,1027,343,399,1198
17701000,54,-70,-20,-4,1012,-571,704,-632
17749000,13,-36,-1,1,1028,-266,-89,100
17801000,-42,-107,-9,-13,1020,588,-455,405
17849000,-46,-21,2,13,1069,405,32,100
17901000,59,-11,11,1,1002,-510,-89,-22
17949000,-44,-47,-13,-1,964,-388,338,100
18001000,-44,-79,10,-9,990,221,-821,-388
18049000,-65,-53,0,4,1011,466,-333,100
18101000,-60,-51,-8,-7,1031,-83,460,-388
18149000,-3,-40,8,0,1051,-144,32,832
18201000,-2,-129,-5,-17,963,-510,1314,-754
18249000,-6,-132,4,-3,1096,649,216,527
18301000,-54,-15,8,26,1028,405,-1492,-449
18349000,-29,14,5,8,1022,38,-455,100
18401000,3,-44,-8,3,996,-693,338,-815
18449000,-41,-52,-28,-29,1014,-22,399,161
18501000,-58,-58,-11,-12,1012,343,399,344
18549000,-17,41,4,7,1044,99,-150,-449
18601000,-109,-67,-58,-74,743,-3623,3328,4677
18649000,256,-18,49,157,1514,5654,-1126,-510
18701000,4624,4186,602,458,-401,1198,-9488,-1731
18749000,-995,-1731,-157,-65,1820,1503,7296,10292
18801000,-3204,-5838,-195,-18,846,-1975,13704,-3745
18849000,-2677,-4763,-103,-25,897,-205,1558,4738
18901000,-2244,-3718,14,-10,1050,-205,-1004,-1425
18949000,-1992,-3072,14,11,1073,710,-3018,832
19001000,-1514,-2226,11,25,962,1137,-1187,466
19049000,-1127,-1701,13,0,1000,405,154,-1975
19101000,-919,-1384,-6,-2,1029,-1731,1192,2785
19149000,-692,-1180,-13,-3,1034,-266,582,-2890
19201000,-570,-1056,-4,7,1029,1747,-1309,2541
19249000,-516,-738,15,9,1016,527,-699,-1242
19301000,-390,-514,13,4,1027,-632,-516,832
19349000,-286,-415,-6,6,1014,-388,216,649
19401000,-264,-485,1,-13,1031,-327,826,-2768
19449000,-231,-446,4,-8,998,282,-89,3884
19501000,-192,-292,-1,9,1059,954,-150,-3867
